Player,Date,Country,Manager1,Min,Gls,PK,CrdY,CrdR,OG
   Raul Ruidiaz,2016-03-29,Peru, Ricardo Gareca,41.0,0.0,0.0,0.0,0.0,0.0
Andy Polo,2016-03-29,Peru, Ricardo Gareca,90.0,0.0,0.0,0.0,0.0,0.0
Christian Ramos,2016-03-29,Peru, Ricardo Gareca,90.0,0.0,0.0,1.0,0.0,0.0
Alberto Rodriguez,2016-03-29,Peru, Ricardo Gareca,90.0,0.0,0.0,0.0,0.0,0.0
Renato Tapia,2016-03-29,Peru, Ricardo Gareca,62.0,0.0,0.0,0.0,0.0,0.0
   Yoshimar Yotun,2016-03-29,Peru, Ricardo Gareca,28.0,0.0,0.0,0.0,0.0,0.0
Luis Advincula,2016-03-29,Peru, Ricardo Gareca,90.0,0.0,0.0,1.0,0.0,0.0
Carlos Ascues,2016-03-29,Peru, Ricardo Gareca,64.0,0.0,0.0,0.0,0.0,0.0
   Adan Balbin,2016-03-29,Peru, Ricardo Gareca,26.0,0.0,0.0,0.0,0.0,0.0
Jair Cespedes,2016-03-29,Peru, Ricardo Gareca,90.0,0.0,0.0,0.0,0.0,0.0
Christian Cueva,2016-03-29,Peru, Ricardo Gareca,90.0,0.0,0.0,0.0,0.0,0.0
Pedro Gallese,2016-03-29,Peru, Ricardo Gareca,90.0,0.0,0.0,0.0,0.0,0.0
Paolo Guerrero,2016-03-29,Peru, Ricardo Gareca,90.0,0.0,0.0,0.0,0.0,0.0
Claudio Pizarro,2016-03-29,Peru, Ricardo Gareca,49.0,0.0,0.0,0.0,0.0,0.0
   Raul Ruidiaz,2016-03-29,Peru, Ricardo Gareca,41.0,0.0,0.0,0.0,0.0,0.0
Andy Polo,2016-03-29,Peru, Ricardo Gareca,90.0,0.0,0.0,0.0,0.0,0.0
Christian Ramos,2016-03-29,Peru, Ricardo Gareca,90.0,0.0,0.0,1.0,0.0,0.0
Alberto Rodriguez,2016-03-29,Peru, Ricardo Gareca,90.0,0.0,0.0,0.0,0.0,0.0
Renato Tapia,2016-03-29,Peru, Ricardo Gareca,62.0,0.0,0.0,0.0,0.0,0.0
   Yoshimar Yotun,2016-03-29,Peru, Ricardo Gareca,28.0,0.0,0.0,0.0,0.0,0.0
Miguel Araujo,2017-03-28,Peru, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Andre Carrillo,2017-03-28,Peru, Oscar Tabarez,82.0,0.0,0.0,0.0,0.0,0.0
   Andy Polo,2017-03-28,Peru, Oscar Tabarez,8.0,0.0,0.0,0.0,0.0,0.0
Aldo Corzo,2017-03-28,Peru, Oscar Tabarez,90.0,0.0,0.0,1.0,0.0,0.0
Christian Cueva,2017-03-28,Peru, Oscar Tabarez,44.0,0.0,0.0,0.0,0.0,0.0
   Paolo Hurtado,2017-03-28,Peru, Oscar Tabarez,46.0,0.0,0.0,1.0,0.0,0.0
Edison Flores,2017-03-28,Peru, Oscar Tabarez,89.0,1.0,0.0,0.0,0.0,0.0
   Pedro Aquino,2017-03-28,Peru, Oscar Tabarez,1.0,0.0,0.0,0.0,0.0,0.0
Pedro Gallese,2017-03-28,Peru, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Paolo Guerrero,2017-03-28,Peru, Oscar Tabarez,90.0,1.0,0.0,1.0,0.0,0.0
Alberto Rodriguez,2017-03-28,Peru, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Renato Tapia,2017-03-28,Peru, Oscar Tabarez,90.0,0.0,0.0,1.0,0.0,0.0
Miguel Trauco,2017-03-28,Peru, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Yoshimar Yotun,2017-03-28,Peru, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Miguel Araujo,2017-03-28,Peru, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Andre Carrillo,2017-03-28,Peru, Oscar Tabarez,82.0,0.0,0.0,0.0,0.0,0.0
   Andy Polo,2017-03-28,Peru, Oscar Tabarez,8.0,0.0,0.0,0.0,0.0,0.0
Aldo Corzo,2017-03-28,Peru, Oscar Tabarez,90.0,0.0,0.0,1.0,0.0,0.0
Christian Cueva,2017-03-28,Peru, Oscar Tabarez,44.0,0.0,0.0,0.0,0.0,0.0
   Paolo Hurtado,2017-03-28,Peru, Oscar Tabarez,46.0,0.0,0.0,1.0,0.0,0.0
Edison Flores,2017-03-28,Peru, Oscar Tabarez,89.0,1.0,0.0,0.0,0.0,0.0
   Pedro Aquino,2017-03-28,Peru, Oscar Tabarez,1.0,0.0,0.0,0.0,0.0,0.0
Pedro Gallese,2017-03-28,Peru, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Paolo Guerrero,2017-03-28,Peru, Oscar Tabarez,90.0,1.0,0.0,1.0,0.0,0.0
Alberto Rodriguez,2017-03-28,Peru, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Renato Tapia,2017-03-28,Peru, Oscar Tabarez,90.0,0.0,0.0,1.0,0.0,0.0
Miguel Trauco,2017-03-28,Peru, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Yoshimar Yotun,2017-03-28,Peru, Oscar Tabarez,90.0,0.0,0.0,0.0,0.0,0.0
Luis Advincula,2016-03-24,Peru, Noel Sanvicente,90.0,0.0,0.0,0.0,0.0,0.0
Carlos Ascues,2016-03-24,Peru, Noel Sanvicente,90.0,0.0,0.0,0.0,0.0,0.0
Josepmir Ballon,2016-03-24,Peru, Noel Sanvicente,90.0,0.0,0.0,1.0,0.0,0.0
Christian Cueva,2016-03-24,Peru, Noel Sanvicente,90.0,0.0,0.0,0.0,0.0,0.0
Jefferson Farfan,2016-03-24,Peru, Noel Sanvicente,59.0,0.0,0.0,0.0,0.0,0.0
   Edison Flores,2016-03-24,Peru, Noel Sanvicente,31.0,0.0,0.0,0.0,0.0,0.0
Pedro Gallese,2016-03-24,Peru, Noel Sanvicente,90.0,0.0,0.0,0.0,0.0,0.0
Paolo Guerrero,2016-03-24,Peru, Noel Sanvicente,90.0,1.0,0.0,1.0,0.0,0.0
Juan Manuel Vargas,2016-03-24,Peru, Noel Sanvicente,90.0,0.0,0.0,0.0,0.0,0.0
Claudio Pizarro,2016-03-24,Peru, Noel Sanvicente,59.0,0.0,0.0,0.0,0.0,0.0
   Raul Ruidiaz,2016-03-24,Peru, Noel Sanvicente,31.0,1.0,0.0,0.0,0.0,0.0
Renato Tapia,2016-03-24,Peru, Noel Sanvicente,50.0,0.0,0.0,0.0,0.0,0.0
   Carlos Lobaton,2016-03-24,Peru, Noel Sanvicente,40.0,0.0,0.0,0.0,0.0,0.0
Carlos Zambrano,2016-03-24,Peru, Noel Sanvicente,90.0,0.0,0.0,1.0,0.0,0.0
Andre Carrillo,2017-03-23,Peru, Ricardo Gareca,77.0,1.0,0.0,0.0,0.0,0.0
   Raul Ruidiaz,2017-03-23,Peru, Ricardo Gareca,13.0,0.0,0.0,0.0,0.0,0.0
Aldo Corzo,2017-03-23,Peru, Ricardo Gareca,90.0,0.0,0.0,0.0,0.0,0.0
Christian Cueva,2017-03-23,Peru, Ricardo Gareca,90.0,0.0,0.0,0.0,0.0,0.0
Edison Flores,2017-03-23,Peru, Ricardo Gareca,90.0,0.0,0.0,0.0,0.0,0.0
Pedro Gallese,2017-03-23,Peru, Ricardo Gareca,90.0,0.0,0.0,0.0,0.0,0.0
Paolo Guerrero,2017-03-23,Peru, Ricardo Gareca,90.0,1.0,0.0,0.0,0.0,0.0
Christian Ramos,2017-03-23,Peru, Ricardo Gareca,90.0,0.0,0.0,1.0,0.0,0.0
Alberto Rodriguez,2017-03-23,Peru, Ricardo Gareca,90.0,0.0,0.0,0.0,0.0,0.0
Renato Tapia,2017-03-23,Peru, Ricardo Gareca,84.0,0.0,0.0,1.0,0.0,0.0
   Pedro Aquino,2017-03-23,Peru, Ricardo Gareca,6.0,0.0,0.0,0.0,0.0,0.0
Miguel Trauco,2017-03-23,Peru, Ricardo Gareca,90.0,0.0,0.0,1.0,0.0,0.0
Yoshimar Yotun,2017-03-23,Peru, Ricardo Gareca,77.0,0.0,0.0,0.0,0.0,0.0
   Sergio Pena,2017-03-23,Peru, Ricardo Gareca,13.0,0.0,0.0,0.0,0.0,0.0
ukasz Teodorczyk,2016-10-11,Poland, Adam Nawaka,84.0,0.0,0.0,0.0,0.0,0.0
   Kamil Wilczek,2016-10-11,Poland, Adam Nawaka,6.0,0.0,0.0,0.0,0.0,0.0
Robert Lewandowski,2016-10-11,Poland, Adam Nawaka,90.0,1.0,0.0,0.0,0.0,0.0
Maciej Rybus,2016-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Kamil Grosicki,2016-10-11,Poland, Adam Nawaka,69.0,0.0,0.0,0.0,0.0,0.0
   Bartosz Kapustka,2016-10-11,Poland, Adam Nawaka,21.0,0.0,0.0,0.0,0.0,0.0
Piotr Zielinski,2016-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Grzegorz Krychowiak,2016-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Artur Jedrzejczyk,2016-10-11,Poland, Adam Nawaka,33.0,0.0,0.0,0.0,0.0,0.0
   Pawe Wszoek,2016-10-11,Poland, Adam Nawaka,57.0,0.0,0.0,0.0,0.0,0.0
Thiago Cionek,2016-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,1.0,0.0,0.0
Kamil Glik,2016-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Jakub Baszczykowski,2016-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,1.0,0.0,0.0
ukasz Fabianski,2016-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Robert Lewandowski,2017-10-05,Poland, Artur Petrosyan,90.0,3.0,0.0,0.0,0.0,0.0
Kamil Grosicki,2017-10-05,Poland, Artur Petrosyan,71.0,1.0,0.0,0.0,0.0,0.0
   Rafa Wolski,2017-10-05,Poland, Artur Petrosyan,19.0,1.0,0.0,0.0,0.0,0.0
Piotr Zielinski,2017-10-05,Poland, Artur Petrosyan,90.0,0.0,0.0,0.0,0.0,0.0
Jakub Baszczykowski,2017-10-05,Poland, Artur Petrosyan,90.0,1.0,0.0,0.0,0.0,0.0
Karol Linetty,2017-10-05,Poland, Artur Petrosyan,58.0,0.0,0.0,0.0,0.0,0.0
   Krzysztof Maczynski,2017-10-05,Poland, Artur Petrosyan,32.0,0.0,0.0,0.0,0.0,0.0
Grzegorz Krychowiak,2017-10-05,Poland, Artur Petrosyan,90.0,0.0,0.0,0.0,0.0,0.0
Bartosz Bereszynski,2017-10-05,Poland, Artur Petrosyan,90.0,0.0,0.0,0.0,0.0,0.0
Micha Pazdan,2017-10-05,Poland, Artur Petrosyan,84.0,0.0,0.0,0.0,0.0,0.0
   Thiago Cionek,2017-10-05,Poland, Artur Petrosyan,6.0,0.0,0.0,0.0,0.0,0.0
Kamil Glik,2017-10-05,Poland, Artur Petrosyan,90.0,0.0,0.0,0.0,0.0,0.0
ukasz Piszczek,2017-10-05,Poland, Artur Petrosyan,90.0,0.0,0.0,0.0,0.0,0.0
Wojciech Szczesny,2017-10-05,Poland, Artur Petrosyan,90.0,0.0,0.0,0.0,0.0,0.0
Robert Lewandowski,2018-06-08,Poland, Adam Nawaka,73.0,1.0,0.0,0.0,0.0,0.0
   ukasz Teodorczyk,2018-06-08,Poland, Adam Nawaka,17.0,0.0,0.0,0.0,0.0,0.0
Kamil Grosicki,2018-06-08,Poland, Adam Nawaka,66.0,0.0,0.0,0.0,0.0,0.0
   Jacek Goralski,2018-06-08,Poland, Adam Nawaka,24.0,0.0,0.0,0.0,0.0,0.0
Piotr Zielinski,2018-06-08,Poland, Adam Nawaka,90.0,1.0,0.0,0.0,0.0,0.0
Jakub Baszczykowski,2018-06-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Karol Linetty,2018-06-08,Poland, Adam Nawaka,45.0,0.0,0.0,0.0,0.0,0.0
   Arkadiusz Milik,2018-06-08,Poland, Adam Nawaka,45.0,0.0,0.0,0.0,0.0,0.0
Grzegorz Krychowiak,2018-06-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Maciej Rybus,2018-06-08,Poland, Adam Nawaka,81.0,0.0,0.0,0.0,0.0,0.0
   Bartosz Bereszynski,2018-06-08,Poland, Adam Nawaka,9.0,0.0,0.0,0.0,0.0,0.0
Micha Pazdan,2018-06-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Jan Bednarek,2018-06-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
ukasz Piszczek,2018-06-08,Poland, Adam Nawaka,45.0,0.0,0.0,0.0,0.0,0.0
   Thiago Cionek,2018-06-08,Poland, Adam Nawaka,45.0,0.0,0.0,0.0,0.0,0.0
Wojciech Szczesny,2018-06-08,Poland, Adam Nawaka,45.0,0.0,0.0,0.0,0.0,0.0
   ukasz Fabianski,2018-06-08,Poland, Adam Nawaka,45.0,0.0,0.0,0.0,0.0,0.0
Robert Lewandowski,2018-11-15,Poland, Jerzy Brzeczek,90.0,0.0,0.0,0.0,0.0,0.0
Piotr Zielinski,2018-11-15,Poland, Jerzy Brzeczek,68.0,0.0,0.0,0.0,0.0,0.0
   Damian Kadzior,2018-11-15,Poland, Jerzy Brzeczek,22.0,0.0,0.0,0.0,0.0,0.0
Kamil Grosicki,2018-11-15,Poland, Jerzy Brzeczek,77.0,0.0,0.0,0.0,0.0,0.0
   Arkadiusz Milik,2018-11-15,Poland, Jerzy Brzeczek,13.0,0.0,0.0,0.0,0.0,0.0
Grzegorz Krychowiak,2018-11-15,Poland, Jerzy Brzeczek,90.0,0.0,0.0,0.0,0.0,0.0
Mateusz Klich,2018-11-15,Poland, Jerzy Brzeczek,90.0,0.0,0.0,0.0,0.0,0.0
Przemysaw Frankowski,2018-11-15,Poland, Jerzy Brzeczek,62.0,0.0,0.0,0.0,0.0,0.0
   Jakub Baszczykowski,2018-11-15,Poland, Jerzy Brzeczek,28.0,0.0,0.0,0.0,0.0,0.0
Bartosz Bereszynski,2018-11-15,Poland, Jerzy Brzeczek,90.0,0.0,0.0,0.0,0.0,0.0
Marcin Kaminski,2018-11-15,Poland, Jerzy Brzeczek,90.0,0.0,0.0,0.0,0.0,0.0
Jan Bednarek,2018-11-15,Poland, Jerzy Brzeczek,90.0,0.0,0.0,0.0,0.0,0.0
Tomasz Kedziora,2018-11-15,Poland, Jerzy Brzeczek,90.0,0.0,0.0,0.0,0.0,0.0
ukasz Skorupski,2018-11-15,Poland, Jerzy Brzeczek,90.0,0.0,0.0,0.0,0.0,0.0
Arkadiusz Milik,2016-10-08,Poland, Adam Nawaka,45.0,0.0,0.0,0.0,0.0,0.0
   Karol Linetty,2016-10-08,Poland, Adam Nawaka,45.0,0.0,0.0,0.0,0.0,0.0
Robert Lewandowski,2016-10-08,Poland, Adam Nawaka,90.0,3.0,1.0,0.0,0.0,0.0
Kamil Grosicki,2016-10-08,Poland, Adam Nawaka,73.0,0.0,0.0,0.0,0.0,0.0
   Maciej Rybus,2016-10-08,Poland, Adam Nawaka,17.0,0.0,0.0,0.0,0.0,0.0
Piotr Zielinski,2016-10-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Grzegorz Krychowiak,2016-10-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Jakub Baszczykowski,2016-10-08,Poland, Adam Nawaka,88.0,0.0,0.0,0.0,0.0,0.0
   Sawomir Peszko,2016-10-08,Poland, Adam Nawaka,2.0,0.0,0.0,0.0,0.0,0.0
Artur Jedrzejczyk,2016-10-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Thiago Cionek,2016-10-08,Poland, Adam Nawaka,90.0,0.0,0.0,1.0,0.0,0.0
Kamil Glik,2016-10-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,1.0
ukasz Piszczek,2016-10-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
ukasz Fabianski,2016-10-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Arkadiusz Milik,2016-10-08,Poland, Adam Nawaka,45.0,0.0,0.0,0.0,0.0,0.0
   Karol Linetty,2016-10-08,Poland, Adam Nawaka,45.0,0.0,0.0,0.0,0.0,0.0
Robert Lewandowski,2016-10-08,Poland, Adam Nawaka,90.0,3.0,1.0,0.0,0.0,0.0
Kamil Grosicki,2016-10-08,Poland, Adam Nawaka,73.0,0.0,0.0,0.0,0.0,0.0
   Maciej Rybus,2016-10-08,Poland, Adam Nawaka,17.0,0.0,0.0,0.0,0.0,0.0
Piotr Zielinski,2016-10-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Grzegorz Krychowiak,2016-10-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Jakub Baszczykowski,2016-10-08,Poland, Adam Nawaka,88.0,0.0,0.0,0.0,0.0,0.0
   Sawomir Peszko,2016-10-08,Poland, Adam Nawaka,2.0,0.0,0.0,0.0,0.0,0.0
Artur Jedrzejczyk,2016-10-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Thiago Cionek,2016-10-08,Poland, Adam Nawaka,90.0,0.0,0.0,1.0,0.0,0.0
Kamil Glik,2016-10-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,1.0
ukasz Piszczek,2016-10-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
ukasz Fabianski,2016-10-08,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Robert Lewandowski,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Piotr Zielinski,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Kamil Grosicki,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Karol Linetty,2017-09-01,Poland, Age Hareide,65.0,0.0,0.0,0.0,0.0,0.0
   Maciej Makuszewski,2017-09-01,Poland, Age Hareide,25.0,0.0,0.0,0.0,0.0,0.0
Krzysztof Maczynski,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,1.0,0.0,0.0
Jakub Baszczykowski,2017-09-01,Poland, Age Hareide,63.0,0.0,0.0,0.0,0.0,0.0
   Arkadiusz Milik,2017-09-01,Poland, Age Hareide,27.0,0.0,0.0,0.0,0.0,0.0
Artur Jedrzejczyk,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Micha Pazdan,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Kamil Glik,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
ukasz Piszczek,2017-09-01,Poland, Age Hareide,33.0,0.0,0.0,0.0,0.0,0.0
   Thiago Cionek,2017-09-01,Poland, Age Hareide,57.0,0.0,0.0,0.0,0.0,0.0
ukasz Fabianski,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Robert Lewandowski,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Piotr Zielinski,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Kamil Grosicki,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Karol Linetty,2017-09-01,Poland, Age Hareide,65.0,0.0,0.0,0.0,0.0,0.0
   Maciej Makuszewski,2017-09-01,Poland, Age Hareide,25.0,0.0,0.0,0.0,0.0,0.0
Krzysztof Maczynski,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,1.0,0.0,0.0
Jakub Baszczykowski,2017-09-01,Poland, Age Hareide,63.0,0.0,0.0,0.0,0.0,0.0
   Arkadiusz Milik,2017-09-01,Poland, Age Hareide,27.0,0.0,0.0,0.0,0.0,0.0
Artur Jedrzejczyk,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Micha Pazdan,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Kamil Glik,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
ukasz Piszczek,2017-09-01,Poland, Age Hareide,33.0,0.0,0.0,0.0,0.0,0.0
   Thiago Cionek,2017-09-01,Poland, Age Hareide,57.0,0.0,0.0,0.0,0.0,0.0
ukasz Fabianski,2017-09-01,Poland, Age Hareide,90.0,0.0,0.0,0.0,0.0,0.0
Kamil Glik,2012-10-17,Poland, Waldemar Fornalik,81.0,1.0,0.0,1.0,0.0,0.0
   Arkadiusz Milik,2012-10-17,Poland, Waldemar Fornalik,9.0,0.0,0.0,0.0,0.0,0.0
Kamil Grosicki,2012-10-17,Poland, Waldemar Fornalik,90.0,0.0,0.0,0.0,0.0,0.0
Grzegorz Krychowiak,2012-10-17,Poland, Waldemar Fornalik,90.0,0.0,0.0,0.0,0.0,0.0
Robert Lewandowski,2012-10-17,Poland, Waldemar Fornalik,90.0,0.0,0.0,0.0,0.0,0.0
Ludovic Obraniak,2012-10-17,Poland, Waldemar Fornalik,88.0,0.0,0.0,0.0,0.0,0.0
   Ariel Borysiuk,2012-10-17,Poland, Waldemar Fornalik,2.0,0.0,0.0,0.0,0.0,0.0
ukasz Piszczek,2012-10-17,Poland, Waldemar Fornalik,90.0,0.0,0.0,0.0,0.0,0.0
Eugen Polanski,2012-10-17,Poland, Waldemar Fornalik,90.0,0.0,0.0,1.0,0.0,0.0
Przemysaw Tyton,2012-10-17,Poland, Waldemar Fornalik,90.0,0.0,0.0,0.0,0.0,0.0
Marcin Wasilewski,2012-10-17,Poland, Waldemar Fornalik,90.0,0.0,0.0,0.0,0.0,0.0
Jakub Wawrzyniak,2012-10-17,Poland, Waldemar Fornalik,90.0,0.0,0.0,0.0,0.0,0.0
Pawe Wszoek,2012-10-17,Poland, Waldemar Fornalik,62.0,0.0,0.0,0.0,0.0,0.0
   Adrian Mierzejewski,2012-10-17,Poland, Waldemar Fornalik,28.0,0.0,0.0,0.0,0.0,0.0
Jakub Baszczykowski,2013-10-15,Poland, Roy Hodgson,90.0,0.0,0.0,0.0,0.0,0.0
Piotr Celeban,2013-10-15,Poland, Roy Hodgson,90.0,0.0,0.0,0.0,0.0,0.0
Kamil Glik,2013-10-15,Poland, Roy Hodgson,90.0,0.0,0.0,0.0,0.0,0.0
Artur Jedrzejczyk,2013-10-15,Poland, Roy Hodgson,90.0,0.0,0.0,1.0,0.0,0.0
Grzegorz Krychowiak,2013-10-15,Poland, Roy Hodgson,90.0,0.0,0.0,0.0,0.0,0.0
Mariusz Lewandowski,2013-10-15,Poland, Roy Hodgson,45.0,0.0,0.0,0.0,0.0,0.0
   Mateusz Klich,2013-10-15,Poland, Roy Hodgson,45.0,0.0,0.0,0.0,0.0,0.0
Robert Lewandowski,2013-10-15,Poland, Roy Hodgson,90.0,0.0,0.0,0.0,0.0,0.0
Adrian Mierzejewski,2013-10-15,Poland, Roy Hodgson,74.0,0.0,0.0,0.0,0.0,0.0
   Piotr Zielinski,2013-10-15,Poland, Roy Hodgson,16.0,0.0,0.0,0.0,0.0,0.0
Waldemar Sobota,2013-10-15,Poland, Roy Hodgson,62.0,0.0,0.0,0.0,0.0,0.0
   Sawomir Peszko,2013-10-15,Poland, Roy Hodgson,28.0,0.0,0.0,0.0,0.0,0.0
Wojciech Szczesny,2013-10-15,Poland, Roy Hodgson,90.0,0.0,0.0,0.0,0.0,0.0
Grzegorz Wojtkowiak,2013-10-15,Poland, Roy Hodgson,90.0,0.0,0.0,0.0,0.0,0.0
Marcin Robak,2014-05-13,Poland, Joachim Low,52.0,0.0,0.0,0.0,0.0,0.0
   Arkadiusz Milik,2014-05-13,Poland, Joachim Low,38.0,0.0,0.0,0.0,0.0,0.0
Maciej Rybus,2014-05-13,Poland, Joachim Low,89.0,0.0,0.0,0.0,0.0,0.0
   Rafa Wolski,2014-05-13,Poland, Joachim Low,1.0,0.0,0.0,0.0,0.0,0.0
Ludovic Obraniak,2014-05-13,Poland, Joachim Low,52.0,0.0,0.0,0.0,0.0,0.0
   Karol Linetty,2014-05-13,Poland, Joachim Low,38.0,0.0,0.0,0.0,0.0,0.0
Sawomir Peszko,2014-05-13,Poland, Joachim Low,52.0,0.0,0.0,0.0,0.0,0.0
   Micha Zyro,2014-05-13,Poland, Joachim Low,38.0,0.0,0.0,0.0,0.0,0.0
Grzegorz Krychowiak,2014-05-13,Poland, Joachim Low,90.0,0.0,0.0,0.0,0.0,0.0
Mateusz Klich,2014-05-13,Poland, Joachim Low,80.0,0.0,0.0,0.0,0.0,0.0
   Pawe Wszoek,2014-05-13,Poland, Joachim Low,10.0,0.0,0.0,0.0,0.0,0.0
Jakub Wawrzyniak,2014-05-13,Poland, Joachim Low,90.0,0.0,0.0,0.0,0.0,0.0
Thiago Cionek,2014-05-13,Poland, Joachim Low,75.0,0.0,0.0,0.0,0.0,0.0
   Maciej Wilusz,2014-05-13,Poland, Joachim Low,15.0,0.0,0.0,0.0,0.0,0.0
ukasz Szukaa,2014-05-13,Poland, Joachim Low,90.0,0.0,0.0,0.0,0.0,0.0
Pawe Olkowski,2014-05-13,Poland, Joachim Low,90.0,0.0,0.0,0.0,0.0,0.0
Artur Boruc,2014-05-13,Poland, Joachim Low,90.0,0.0,0.0,0.0,0.0,0.0
Robert Lewandowski,2014-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,1.0,0.0,0.0
Arkadiusz Milik,2014-10-11,Poland, Adam Nawaka,76.0,1.0,0.0,0.0,0.0,0.0
   Sebastian Mila,2014-10-11,Poland, Adam Nawaka,14.0,1.0,0.0,0.0,0.0,0.0
Maciej Rybus,2014-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Kamil Grosicki,2014-10-11,Poland, Adam Nawaka,70.0,0.0,0.0,0.0,0.0,0.0
   Waldemar Sobota,2014-10-11,Poland, Adam Nawaka,20.0,0.0,0.0,0.0,0.0,0.0
Tomasz Jodowiec,2014-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Grzegorz Krychowiak,2014-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Jakub Wawrzyniak,2014-10-11,Poland, Adam Nawaka,83.0,0.0,0.0,0.0,0.0,0.0
   Artur Jedrzejczyk,2014-10-11,Poland, Adam Nawaka,7.0,0.0,0.0,0.0,0.0,0.0
Kamil Glik,2014-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
ukasz Szukaa,2014-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,1.0,0.0,0.0
ukasz Piszczek,2014-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,1.0,0.0,0.0
Wojciech Szczesny,2014-10-11,Poland, Adam Nawaka,90.0,0.0,0.0,0.0,0.0,0.0
Robert Lewandowski,2018-09-07,Poland, Roberto Mancini,90.0,0.0,0.0,0.0,0.0,0.0
Piotr Zielinski,2018-09-07,Poland, Roberto Mancini,65.0,1.0,0.0,0.0,0.0,0.0
   Karol Linetty,2018-09-07,Poland, Roberto Mancini,25.0,0.0,0.0,0.0,0.0,0.0
Rafa Kurzawa,2018-09-07,Poland, Roberto Mancini,90.0,0.0,0.0,0.0,0.0,0.0
Mateusz Klich,2018-09-07,Poland, Roberto Mancini,54.0,0.0,0.0,1.0,0.0,0.0
   Damian Szymanski,2018-09-07,Poland, Roberto Mancini,36.0,0.0,0.0,0.0,0.0,0.0
