Player,Date,Country,Manager1,Min,Gls,PK,CrdY,CrdR,OG
Nadir Belhadj,2010-01-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Hameur Bouazza,2010-01-18,Algeria, Rabah Saadane,66.0,0.0,0.0,0.0,0.0,0.0
   Mourad Meghni,2010-01-18,Algeria, Rabah Saadane,24.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2010-01-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Faouzi Chaouchi,2010-01-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Abdelkader Ghezzal,2010-01-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2010-01-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Abdelkader Laifaoui,2010-01-18,Algeria, Rabah Saadane,90.0,0.0,0.0,1.0,0.0,0.0
Yazid Mansouri,2010-01-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Karim Matmour,2010-01-18,Algeria, Rabah Saadane,88.0,0.0,0.0,1.0,0.0,0.0
   Djamel Abdoun,2010-01-18,Algeria, Rabah Saadane,2.0,0.0,0.0,0.0,0.0,0.0
Hassan Yebda,2010-01-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Karim Ziani,2010-01-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Nabil Bentaleb,2014-06-17,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,1.0,0.0,0.0
Madjid Bougherra,2014-06-17,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Sofiane Feghouli,2014-06-17,Algeria, Vahid Halilhodzic,90.0,1.0,1.0,0.0,0.0,0.0
Faouzi Ghoulam,2014-06-17,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2014-06-17,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Rais M'Bolhi,2014-06-17,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Riyad Mahrez,2014-06-17,Algeria, Vahid Halilhodzic,70.0,0.0,0.0,0.0,0.0,0.0
   Mehdi Lacen,2014-06-17,Algeria, Vahid Halilhodzic,20.0,0.0,0.0,0.0,0.0,0.0
Carl Medjani,2014-06-17,Algeria, Vahid Halilhodzic,83.0,0.0,0.0,0.0,0.0,0.0
   Nabil Ghilas,2014-06-17,Algeria, Vahid Halilhodzic,7.0,0.0,0.0,0.0,0.0,0.0
Mehdi Mostefa,2014-06-17,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Hillel Soudani,2014-06-17,Algeria, Vahid Halilhodzic,65.0,0.0,0.0,0.0,0.0,0.0
   Islam Slimani,2014-06-17,Algeria, Vahid Halilhodzic,25.0,0.0,0.0,0.0,0.0,0.0
Saphir Taider,2014-06-17,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Nabil Bentaleb,2014-06-17,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,1.0,0.0,0.0
Madjid Bougherra,2014-06-17,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Sofiane Feghouli,2014-06-17,Algeria, Vahid Halilhodzic,90.0,1.0,1.0,0.0,0.0,0.0
Faouzi Ghoulam,2014-06-17,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2014-06-17,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Rais M'Bolhi,2014-06-17,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Riyad Mahrez,2014-06-17,Algeria, Vahid Halilhodzic,70.0,0.0,0.0,0.0,0.0,0.0
   Mehdi Lacen,2014-06-17,Algeria, Vahid Halilhodzic,20.0,0.0,0.0,0.0,0.0,0.0
Carl Medjani,2014-06-17,Algeria, Vahid Halilhodzic,83.0,0.0,0.0,0.0,0.0,0.0
   Nabil Ghilas,2014-06-17,Algeria, Vahid Halilhodzic,7.0,0.0,0.0,0.0,0.0,0.0
Mehdi Mostefa,2014-06-17,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Hillel Soudani,2014-06-17,Algeria, Vahid Halilhodzic,65.0,0.0,0.0,0.0,0.0,0.0
   Islam Slimani,2014-06-17,Algeria, Vahid Halilhodzic,25.0,0.0,0.0,0.0,0.0,0.0
Saphir Taider,2014-06-17,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Nadir Belhadj,2010-01-24,Algeria, Rabah Saadane,120.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2010-01-24,Algeria, Rabah Saadane,120.0,1.0,0.0,1.0,0.0,0.0
Faouzi Chaouchi,2010-01-24,Algeria, Rabah Saadane,120.0,0.0,0.0,0.0,0.0,0.0
Abdelkader Ghezzal,2010-01-24,Algeria, Rabah Saadane,120.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2010-01-24,Algeria, Rabah Saadane,120.0,0.0,0.0,0.0,0.0,0.0
Yazid Mansouri,2010-01-24,Algeria, Rabah Saadane,120.0,0.0,0.0,0.0,0.0,0.0
Karim Matmour,2010-01-24,Algeria, Rabah Saadane,120.0,1.0,0.0,1.0,0.0,0.0
Mourad Meghni,2010-01-24,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
   Hameur Bouazza,2010-01-24,Algeria, Rabah Saadane,30.0,1.0,0.0,0.0,0.0,0.0
Antar Yahia,2010-01-24,Algeria, Rabah Saadane,84.0,0.0,0.0,1.0,0.0,0.0
   Slimane Raho,2010-01-24,Algeria, Rabah Saadane,36.0,0.0,0.0,0.0,0.0,0.0
Hassan Yebda,2010-01-24,Algeria, Rabah Saadane,120.0,0.0,0.0,0.0,0.0,0.0
Karim Ziani,2010-01-24,Algeria, Rabah Saadane,107.0,0.0,0.0,0.0,0.0,0.0
   Djamel Abdoun,2010-01-24,Algeria, Rabah Saadane,13.0,0.0,0.0,0.0,0.0,0.0
Nadir Belhadj,2010-01-24,Algeria, Rabah Saadane,120.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2010-01-24,Algeria, Rabah Saadane,120.0,1.0,0.0,1.0,0.0,0.0
Faouzi Chaouchi,2010-01-24,Algeria, Rabah Saadane,120.0,0.0,0.0,0.0,0.0,0.0
Abdelkader Ghezzal,2010-01-24,Algeria, Rabah Saadane,120.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2010-01-24,Algeria, Rabah Saadane,120.0,0.0,0.0,0.0,0.0,0.0
Yazid Mansouri,2010-01-24,Algeria, Rabah Saadane,120.0,0.0,0.0,0.0,0.0,0.0
Karim Matmour,2010-01-24,Algeria, Rabah Saadane,120.0,1.0,0.0,1.0,0.0,0.0
Mourad Meghni,2010-01-24,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
   Hameur Bouazza,2010-01-24,Algeria, Rabah Saadane,30.0,1.0,0.0,0.0,0.0,0.0
Antar Yahia,2010-01-24,Algeria, Rabah Saadane,84.0,0.0,0.0,1.0,0.0,0.0
   Slimane Raho,2010-01-24,Algeria, Rabah Saadane,36.0,0.0,0.0,0.0,0.0,0.0
Hassan Yebda,2010-01-24,Algeria, Rabah Saadane,120.0,0.0,0.0,0.0,0.0,0.0
Karim Ziani,2010-01-24,Algeria, Rabah Saadane,107.0,0.0,0.0,0.0,0.0,0.0
   Djamel Abdoun,2010-01-24,Algeria, Rabah Saadane,13.0,0.0,0.0,0.0,0.0,0.0
Nadir Belhadj,2010-01-28,Algeria, Hassan Shehata,69.0,0.0,0.0,0.0,1.0,0.0
Madjid Bougherra,2010-01-28,Algeria, Hassan Shehata,90.0,0.0,0.0,0.0,0.0,0.0
Faouzi Chaouchi,2010-01-28,Algeria, Hassan Shehata,86.0,0.0,0.0,2.0,1.0,0.0
Abdelkader Ghezzal,2010-01-28,Algeria, Hassan Shehata,88.0,0.0,0.0,0.0,0.0,0.0
   Mohamed Lamine Zemmamouche,2010-01-28,Algeria, Hassan Shehata,2.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2010-01-28,Algeria, Hassan Shehata,37.0,0.0,0.0,2.0,1.0,0.0
Yazid Mansouri,2010-01-28,Algeria, Hassan Shehata,90.0,0.0,0.0,0.0,0.0,0.0
Karim Matmour,2010-01-28,Algeria, Hassan Shehata,74.0,0.0,0.0,0.0,0.0,0.0
   Djamel Abdoun,2010-01-28,Algeria, Hassan Shehata,16.0,0.0,0.0,0.0,0.0,0.0
Mourad Meghni,2010-01-28,Algeria, Hassan Shehata,66.0,0.0,0.0,0.0,0.0,0.0
   Abdelkader Laifaoui,2010-01-28,Algeria, Hassan Shehata,24.0,0.0,0.0,0.0,0.0,0.0
Antar Yahia,2010-01-28,Algeria, Hassan Shehata,90.0,0.0,0.0,0.0,0.0,0.0
Hassan Yebda,2010-01-28,Algeria, Hassan Shehata,90.0,0.0,0.0,0.0,0.0,0.0
Karim Ziani,2010-01-28,Algeria, Hassan Shehata,90.0,0.0,0.0,0.0,0.0,0.0
Nadir Belhadj,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Ryad Boudebouz,2010-06-18,Algeria, Rabah Saadane,73.0,0.0,0.0,0.0,0.0,0.0
   Djamel Abdoun,2010-06-18,Algeria, Rabah Saadane,17.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Foued Kadir,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Mehdi Lacen,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,1.0,0.0,0.0
Rais M'Bolhi,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Karim Matmour,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Antar Yahia,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Hassan Yebda,2010-06-18,Algeria, Rabah Saadane,87.0,0.0,0.0,0.0,0.0,0.0
   Djamel Mesbah,2010-06-18,Algeria, Rabah Saadane,3.0,0.0,0.0,0.0,0.0,0.0
Karim Ziani,2010-06-18,Algeria, Rabah Saadane,80.0,0.0,0.0,0.0,0.0,0.0
   Adlene Guedioura,2010-06-18,Algeria, Rabah Saadane,10.0,0.0,0.0,0.0,0.0,0.0
Nadir Belhadj,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Ryad Boudebouz,2010-06-18,Algeria, Rabah Saadane,73.0,0.0,0.0,0.0,0.0,0.0
   Djamel Abdoun,2010-06-18,Algeria, Rabah Saadane,17.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Foued Kadir,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Mehdi Lacen,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,1.0,0.0,0.0
Rais M'Bolhi,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Karim Matmour,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Antar Yahia,2010-06-18,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Hassan Yebda,2010-06-18,Algeria, Rabah Saadane,87.0,0.0,0.0,0.0,0.0,0.0
   Djamel Mesbah,2010-06-18,Algeria, Rabah Saadane,3.0,0.0,0.0,0.0,0.0,0.0
Karim Ziani,2010-06-18,Algeria, Rabah Saadane,80.0,0.0,0.0,0.0,0.0,0.0
   Adlene Guedioura,2010-06-18,Algeria, Rabah Saadane,10.0,0.0,0.0,0.0,0.0,0.0
Essaid Belkalem,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Sofiane Feghouli,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Faouzi Ghoulam,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2014-06-30,Algeria, Vahid Halilhodzic,96.0,0.0,0.0,1.0,0.0,0.0
   Madjid Bougherra,2014-06-30,Algeria, Vahid Halilhodzic,24.0,0.0,0.0,0.0,0.0,0.0
Mehdi Lacen,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Rais M'Bolhi,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Aissa Mandi,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Mehdi Mostefa,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Islam Slimani,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Hillel Soudani,2014-06-30,Algeria, Vahid Halilhodzic,99.0,0.0,0.0,0.0,0.0,0.0
   Abdelmoumene Djabou,2014-06-30,Algeria, Vahid Halilhodzic,21.0,1.0,0.0,0.0,0.0,0.0
Saphir Taider,2014-06-30,Algeria, Vahid Halilhodzic,77.0,0.0,0.0,0.0,0.0,0.0
   Yacine Brahimi,2014-06-30,Algeria, Vahid Halilhodzic,43.0,0.0,0.0,0.0,0.0,0.0
Essaid Belkalem,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Sofiane Feghouli,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Faouzi Ghoulam,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2014-06-30,Algeria, Vahid Halilhodzic,96.0,0.0,0.0,1.0,0.0,0.0
   Madjid Bougherra,2014-06-30,Algeria, Vahid Halilhodzic,24.0,0.0,0.0,0.0,0.0,0.0
Mehdi Lacen,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Rais M'Bolhi,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Aissa Mandi,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Mehdi Mostefa,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Islam Slimani,2014-06-30,Algeria, Vahid Halilhodzic,120.0,0.0,0.0,0.0,0.0,0.0
Hillel Soudani,2014-06-30,Algeria, Vahid Halilhodzic,99.0,0.0,0.0,0.0,0.0,0.0
   Abdelmoumene Djabou,2014-06-30,Algeria, Vahid Halilhodzic,21.0,1.0,0.0,0.0,0.0,0.0
Saphir Taider,2014-06-30,Algeria, Vahid Halilhodzic,77.0,0.0,0.0,0.0,0.0,0.0
   Yacine Brahimi,2014-06-30,Algeria, Vahid Halilhodzic,43.0,0.0,0.0,0.0,0.0,0.0
Baghdad Bounedjah,2018-03-27,Algeria, Carlos Queiroz,81.0,0.0,0.0,1.0,0.0,0.0
   Lamine Abid,2018-03-27,Algeria, Carlos Queiroz,9.0,0.0,0.0,0.0,0.0,0.0
Sofiane Hanni,2018-03-27,Algeria, Carlos Queiroz,32.0,0.0,0.0,0.0,0.0,0.0
   Mokhtar Benmoussa,2018-03-27,Algeria, Carlos Queiroz,58.0,0.0,0.0,0.0,0.0,0.0
Riyad Mahrez,2018-03-27,Algeria, Carlos Queiroz,67.0,0.0,0.0,0.0,0.0,0.0
   Farid El Melali,2018-03-27,Algeria, Carlos Queiroz,23.0,0.0,0.0,0.0,0.0,0.0
Hillel Soudani,2018-03-27,Algeria, Carlos Queiroz,90.0,0.0,0.0,0.0,0.0,0.0
Carl Medjani,2018-03-27,Algeria, Carlos Queiroz,62.0,0.0,0.0,0.0,0.0,0.0
   Islam Slimani,2018-03-27,Algeria, Carlos Queiroz,28.0,0.0,0.0,1.0,0.0,0.0
Salim Boukhanchouche,2018-03-27,Algeria, Carlos Queiroz,90.0,0.0,0.0,0.0,0.0,0.0
Zinedine Ferhat,2018-03-27,Algeria, Carlos Queiroz,90.0,0.0,0.0,0.0,0.0,0.0
Farouk Chafai,2018-03-27,Algeria, Carlos Queiroz,90.0,1.0,0.0,1.0,0.0,0.0
Ramy Bensebaini,2018-03-27,Algeria, Carlos Queiroz,90.0,0.0,0.0,0.0,0.0,0.0
Aissa Mandi,2018-03-27,Algeria, Carlos Queiroz,90.0,0.0,0.0,1.0,0.0,0.0
Faouzi Chaouchi,2018-03-27,Algeria, Carlos Queiroz,90.0,0.0,0.0,0.0,0.0,0.0
Nabil Bentaleb,2014-06-22,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2014-06-22,Algeria, Vahid Halilhodzic,88.0,0.0,0.0,1.0,0.0,0.0
   Essaid Belkalem,2014-06-22,Algeria, Vahid Halilhodzic,2.0,0.0,0.0,0.0,0.0,0.0
Yacine Brahimi,2014-06-22,Algeria, Vahid Halilhodzic,76.0,1.0,0.0,0.0,0.0,0.0
   Mehdi Lacen,2014-06-22,Algeria, Vahid Halilhodzic,14.0,0.0,0.0,0.0,0.0,0.0
Abdelmoumene Djabou,2014-06-22,Algeria, Vahid Halilhodzic,72.0,1.0,0.0,0.0,0.0,0.0
   Nabil Ghilas,2014-06-22,Algeria, Vahid Halilhodzic,18.0,0.0,0.0,0.0,0.0,0.0
Sofiane Feghouli,2014-06-22,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2014-06-22,Algeria, Vahid Halilhodzic,90.0,1.0,0.0,0.0,0.0,0.0
Rais M'Bolhi,2014-06-22,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Aissa Mandi,2014-06-22,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Carl Medjani,2014-06-22,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Djamel Mesbah,2014-06-22,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Islam Slimani,2014-06-22,Algeria, Vahid Halilhodzic,90.0,1.0,0.0,0.0,0.0,0.0
Nabil Bentaleb,2014-06-22,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2014-06-22,Algeria, Vahid Halilhodzic,88.0,0.0,0.0,1.0,0.0,0.0
   Essaid Belkalem,2014-06-22,Algeria, Vahid Halilhodzic,2.0,0.0,0.0,0.0,0.0,0.0
Yacine Brahimi,2014-06-22,Algeria, Vahid Halilhodzic,76.0,1.0,0.0,0.0,0.0,0.0
   Mehdi Lacen,2014-06-22,Algeria, Vahid Halilhodzic,14.0,0.0,0.0,0.0,0.0,0.0
Abdelmoumene Djabou,2014-06-22,Algeria, Vahid Halilhodzic,72.0,1.0,0.0,0.0,0.0,0.0
   Nabil Ghilas,2014-06-22,Algeria, Vahid Halilhodzic,18.0,0.0,0.0,0.0,0.0,0.0
Sofiane Feghouli,2014-06-22,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2014-06-22,Algeria, Vahid Halilhodzic,90.0,1.0,0.0,0.0,0.0,0.0
Rais M'Bolhi,2014-06-22,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Aissa Mandi,2014-06-22,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Carl Medjani,2014-06-22,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Djamel Mesbah,2014-06-22,Algeria, Vahid Halilhodzic,90.0,0.0,0.0,0.0,0.0,0.0
Islam Slimani,2014-06-22,Algeria, Vahid Halilhodzic,90.0,1.0,0.0,0.0,0.0,0.0
Nadir Belhadj,2010-01-11,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2010-01-11,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Faouzi Chaouchi,2010-01-11,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Abdelkader Ghezzal,2010-01-11,Algeria, Rabah Saadane,78.0,0.0,0.0,0.0,0.0,0.0
   Hameur Bouazza,2010-01-11,Algeria, Rabah Saadane,12.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2010-01-11,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Yazid Mansouri,2010-01-11,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Karim Matmour,2010-01-11,Algeria, Rabah Saadane,60.0,0.0,0.0,0.0,0.0,0.0
   Yacine Bezzaz,2010-01-11,Algeria, Rabah Saadane,30.0,0.0,0.0,0.0,0.0,0.0
Rafik Saifi,2010-01-11,Algeria, Rabah Saadane,62.0,0.0,0.0,0.0,0.0,0.0
   Abdelmalek Ziaya,2010-01-11,Algeria, Rabah Saadane,28.0,0.0,0.0,0.0,0.0,0.0
Hassan Yebda,2010-01-11,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Samir Zaoui,2010-01-11,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Karim Ziani,2010-01-11,Algeria, Rabah Saadane,90.0,0.0,0.0,1.0,0.0,0.0
Nadir Belhadj,2010-01-14,Algeria, Rabah Saadane,90.0,0.0,0.0,1.0,0.0,0.0
Yacine Bezzaz,2010-01-14,Algeria, Rabah Saadane,69.0,0.0,0.0,0.0,0.0,0.0
   Hameur Bouazza,2010-01-14,Algeria, Rabah Saadane,21.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2010-01-14,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Faouzi Chaouchi,2010-01-14,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Abdelkader Ghezzal,2010-01-14,Algeria, Rabah Saadane,79.0,0.0,0.0,0.0,0.0,0.0
   Rafik Saifi,2010-01-14,Algeria, Rabah Saadane,11.0,0.0,0.0,0.0,0.0,0.0
Rafik Halliche,2010-01-14,Algeria, Rabah Saadane,90.0,1.0,0.0,0.0,0.0,0.0
Abdelkader Laifaoui,2010-01-14,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Yazid Mansouri,2010-01-14,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Karim Matmour,2010-01-14,Algeria, Rabah Saadane,89.0,0.0,0.0,0.0,0.0,0.0
   Abdelmalek Ziaya,2010-01-14,Algeria, Rabah Saadane,1.0,0.0,0.0,0.0,0.0,0.0
Hassan Yebda,2010-01-14,Algeria, Rabah Saadane,90.0,0.0,0.0,1.0,0.0,0.0
Karim Ziani,2010-01-14,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Reda Babouche,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Hameur Bouazza,2010-01-30,Algeria, Rabah Saadane,57.0,0.0,0.0,0.0,0.0,0.0
   Djamel Abdoun,2010-01-30,Algeria, Rabah Saadane,33.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Abdelkader Ghezzal,2010-01-30,Algeria, Rabah Saadane,84.0,0.0,0.0,0.0,0.0,0.0
   Rafik Saifi,2010-01-30,Algeria, Rabah Saadane,6.0,0.0,0.0,0.0,0.0,0.0
Mohamed Lamine Zemmamouche,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Yazid Mansouri,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Mourad Meghni,2010-01-30,Algeria, Rabah Saadane,58.0,0.0,0.0,0.0,0.0,0.0
   Abdelmalek Ziaya,2010-01-30,Algeria, Rabah Saadane,32.0,0.0,0.0,0.0,0.0,0.0
Slimane Raho,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Hassan Yebda,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Samir Zaoui,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,1.0,0.0,0.0
Karim Ziani,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Reda Babouche,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Hameur Bouazza,2010-01-30,Algeria, Rabah Saadane,57.0,0.0,0.0,0.0,0.0,0.0
   Djamel Abdoun,2010-01-30,Algeria, Rabah Saadane,33.0,0.0,0.0,0.0,0.0,0.0
Madjid Bougherra,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Abdelkader Ghezzal,2010-01-30,Algeria, Rabah Saadane,84.0,0.0,0.0,0.0,0.0,0.0
   Rafik Saifi,2010-01-30,Algeria, Rabah Saadane,6.0,0.0,0.0,0.0,0.0,0.0
Mohamed Lamine Zemmamouche,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Yazid Mansouri,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Mourad Meghni,2010-01-30,Algeria, Rabah Saadane,58.0,0.0,0.0,0.0,0.0,0.0
   Abdelmalek Ziaya,2010-01-30,Algeria, Rabah Saadane,32.0,0.0,0.0,0.0,0.0,0.0
Slimane Raho,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Hassan Yebda,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Samir Zaoui,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,1.0,0.0,0.0
Karim Ziani,2010-01-30,Algeria, Rabah Saadane,90.0,0.0,0.0,0.0,0.0,0.0
Hicham Belkaroui,2016-11-12,Algeria, Salisu Yusuf,90.0,0.0,0.0,0.0,0.0,0.0
Nabil Bentaleb,2016-11-12,Algeria, Salisu Yusuf,90.0,1.0,0.0,1.0,0.0,0.0
Yacine Brahimi,2016-11-12,Algeria, Salisu Yusuf,90.0,0.0,0.0,0.0,0.0,0.0
Faouzi Ghoulam,2016-11-12,Algeria, Salisu Yusuf,90.0,0.0,0.0,0.0,0.0,0.0
Mohamed Khoutir Ziti,2016-11-12,Algeria, Salisu Yusuf,79.0,0.0,0.0,0.0,0.0,0.0
   Sofiane Feghouli,2016-11-12,Algeria, Salisu Yusuf,11.0,0.0,0.0,0.0,0.0,0.0
Rais M'Bolhi,2016-11-12,Algeria, Salisu Yusuf,90.0,0.0,0.0,0.0,0.0,0.0
Riyad Mahrez,2016-11-12,Algeria, Salisu Yusuf,90.0,0.0,0.0,0.0,0.0,0.0
Aissa Mandi,2016-11-12,Algeria, Salisu Yusuf,90.0,0.0,0.0,1.0,0.0,0.0
