,NomDesClubs,lienClubDetails,logoLinks
1328,Southall FC,https://fbref.com/fr/equipes/683b71d8/historique/Stats-et-historique-de-Southall-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/683b71d8.png"""
1329,Southampton FC,https://fbref.com/fr/equipes/33c895d4/historique/Stats-et-historique-de-Southampton,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/33c895d4.png"""
1330,Southampton FC U23,https://fbref.com/fr/equipes/ed54a8b3/historique/Stats-et-historique-de-Southampton-U23,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/ed54a8b3.png"""
1331,Southend Manor FC,https://fbref.com/fr/equipes/1d616d96/historique/Stats-et-historique-de-Southend-Manor-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/1d616d96.png"""
1332,Southend United FC,https://fbref.com/fr/equipes/2b9f86b0/historique/Stats-et-historique-de-Southend-United,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/2b9f86b0.png"""
1333,Southport FC,https://fbref.com/fr/equipes/551328d6/historique/Stats-et-historique-de-Southport,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/551328d6.png"""
1334,Spalding United FC,https://fbref.com/fr/equipes/9997d9c3/historique/Stats-et-historique-de-Spalding-United-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/9997d9c3.png"""
1335,Spelthorne Sports FC,https://fbref.com/fr/equipes/249ea7d5/historique/Stats-et-historique-de-Spelthorne-Sports-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/249ea7d5.png"""
1336,Spennymoor Town FC,https://fbref.com/fr/equipes/e0521277/historique/Stats-et-historique-de-Spennymoor-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/e0521277.png"""
1337,Sporting Bengal United FC,https://fbref.com/fr/equipes/15a78178/historique/Stats-et-historique-de-Sporting-Bengal-United-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/15a78178.png"""
1338,Sporting Khalsa FC,https://fbref.com/fr/equipes/1b5fa461/historique/Stats-et-historique-de-Sporting-Khalsa-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/1b5fa461.png"""
1339,Squires Gate FC,https://fbref.com/fr/equipes/e142dd79/historique/Stats-et-historique-de-Squires-Gate-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/e142dd79.png"""
1340,St Albans City FC,https://fbref.com/fr/equipes/dfecd529/historique/Stats-et-historique-de-St-Albans-City,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/dfecd529.png"""
1341,St Andrews FC,https://fbref.com/fr/equipes/74432c0c/historique/Stats-et-historique-de-St-Andrews-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/74432c0c.png"""
1342,St Helens Town AFC,https://fbref.com/fr/equipes/47ed6b9e/historique/Stats-et-historique-de-St-Helens-Town,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/47ed6b9e.png"""
1343,St Ives Town FC,https://fbref.com/fr/equipes/f9f7568b/historique/Stats-et-historique-de-St-Ives-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f9f7568b.png"""
1344,St Neots Town FC,https://fbref.com/fr/equipes/c50b2ef4/historique/Stats-et-historique-de-St-Neots-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/c50b2ef4.png"""
1345,St. Margaretsbury FC,https://fbref.com/fr/equipes/835780fa/historique/Stats-et-historique-de-St-Margaretsbury-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/835780fa.png"""
1346,St. Panteleimon FC,https://fbref.com/fr/equipes/6c7338c6/historique/Stats-et-historique-de-St-Panteleimon-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/6c7338c6.png"""
1347,Stafford Rangers FC,https://fbref.com/fr/equipes/f9c4cb51/historique/Stats-et-historique-de-Stafford-Rangers,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f9c4cb51.png"""
1348,Staines Town FC,https://fbref.com/fr/equipes/0ed698dc/historique/Stats-et-historique-de-Staines-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/0ed698dc.png"""
1349,Stalybridge Celtic FC,https://fbref.com/fr/equipes/fe0e252b/historique/Stats-et-historique-de-Stalybridge-Celtic-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/fe0e252b.png"""
1350,Stamford AFC,https://fbref.com/fr/equipes/3e0743ad/historique/Stats-et-historique-de-Stamford-AFC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3e0743ad.png"""
1351,Stansfeld O&BC FC,https://fbref.com/fr/equipes/b441e777/historique/Stats-et-historique-de-Stansfeld-OandBC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/b441e777.png"""
1352,Stansted FC,https://fbref.com/fr/equipes/1c9242b4/historique/Stats-et-historique-de-Stansted-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/1c9242b4.png"""
1353,Stanway Rovers FC,https://fbref.com/fr/equipes/fb1591bd/historique/Stats-et-historique-de-Stanway-Rovers-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/fb1591bd.png"""
1354,Staveley Miners Welfare FC,https://fbref.com/fr/equipes/0535e90f/historique/Stats-et-historique-de-Staveley-Miners-Welfare-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/0535e90f.png"""
1355,Stevenage FC,https://fbref.com/fr/equipes/aca0450a/historique/Stats-et-historique-de-Stevenage,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/aca0450a.png"""
1356,Steyning Town FC,https://fbref.com/fr/equipes/2c7f18b0/historique/Stats-et-historique-de-Steyning-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/2c7f18b0.png"""
1357,Stockport County FC,https://fbref.com/fr/equipes/c6ce4b54/historique/Stats-et-historique-de-Stockport-County,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/c6ce4b54.png"""
1358,Stocksbridge Park Steels FC,https://fbref.com/fr/equipes/da844a1a/historique/Stats-et-historique-de-Stocksbridge-Park-Steels-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/da844a1a.png"""
1359,Stockton Town FC,https://fbref.com/fr/equipes/f2d6b769/historique/Stats-et-historique-de-Stockton-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f2d6b769.png"""
1360,Stoke City FC,https://fbref.com/fr/equipes/17892952/historique/Stats-et-historique-de-Stoke-City,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/17892952.png"""
1361,Stoke City FC U23,https://fbref.com/fr/equipes/c85cd2da/historique/Stats-et-historique-de-Stoke-City-U23,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/c85cd2da.png"""
1362,Stone Old Alleynians FC,https://fbref.com/fr/equipes/2ce8f8f5/historique/Stats-et-historique-de-Stone-Old-Alleynians-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/2ce8f8f5.png"""
1363,Stotfold FC,https://fbref.com/fr/equipes/c807ab11/historique/Stats-et-historique-de-Stotfold-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/c807ab11.png"""
1364,Stourbridge FC,https://fbref.com/fr/equipes/b1dea8b9/historique/Stats-et-historique-de-Stourbridge-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/b1dea8b9.png"""
1365,Stourport Swifts FC,https://fbref.com/fr/equipes/f1ef66fc/historique/Stats-et-historique-de-Stourport-Swifts-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f1ef66fc.png"""
1366,Stowmarket Town FC,https://fbref.com/fr/equipes/f8c64351/historique/Stats-et-historique-de-Stowmarket-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f8c64351.png"""
1367,Stratford Town FC,https://fbref.com/fr/equipes/545b8a92/historique/Stats-et-historique-de-Stratford-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/545b8a92.png"""
1368,Street FC,https://fbref.com/fr/equipes/02c5a520/historique/Stats-et-historique-de-Street-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/02c5a520.png"""
1369,Sun Postal Sports FC,https://fbref.com/fr/equipes/ffd57349/historique/Stats-et-historique-de-Sun-Postal-Sports-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/ffd57349.png"""
1370,Sunderland AFC,https://fbref.com/fr/equipes/8ef52968/historique/Stats-et-historique-de-Sunderland,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/8ef52968.png"""
1371,Sunderland AFC Ladies,https://fbref.com/fr/equipes/5c4949e8/historique/Stats-et-historique-de-Sunderland-Women,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/5c4949e8.png"""
1372,Sunderland AFC U23,https://fbref.com/fr/equipes/fff2fd6b/historique/Stats-et-historique-de-Sunderland-U23,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/fff2fd6b.png"""
1373,Sunderland Ryhope Community Association FC,https://fbref.com/fr/equipes/aea3ecb9/historique/Stats-et-historique-de-Sunderland-Ryhope-Community-Association-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/aea3ecb9.png"""
1374,Sutton Athletic FC,https://fbref.com/fr/equipes/2b275f24/historique/Stats-et-historique-de-Sutton-Athletic-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/2b275f24.png"""
1375,Sutton Coldfield Town FC,https://fbref.com/fr/equipes/9384d0a4/historique/Stats-et-historique-de-Sutton-Coldfield-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/9384d0a4.png"""
1376,Sutton United FC,https://fbref.com/fr/equipes/7ef53dcf/historique/Stats-et-historique-de-Sutton-United,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/7ef53dcf.png"""
1377,Swaffham Town FC,https://fbref.com/fr/equipes/1d286764/historique/Stats-et-historique-de-Swaffham-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/1d286764.png"""
1378,Swansea City AFC,https://fbref.com/fr/equipes/fb10988f/historique/Stats-et-historique-de-Swansea-City,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/fb10988f.png"""
1379,Swansea City AFC U23,https://fbref.com/fr/equipes/e4936888/historique/Stats-et-historique-de-Swansea-City-U23,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/e4936888.png"""
1380,Swansea City Ladies FC,https://fbref.com/fr/equipes/0f31d5f3/historique/Stats-et-historique-de-Swansea-City-Women,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/0f31d5f3.png"""
1381,Swindon Supermarine FC,https://fbref.com/fr/equipes/ed3b57a3/historique/Stats-et-historique-de-Swindon-Supermarine-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/ed3b57a3.png"""
1382,Swindon Town FC,https://fbref.com/fr/equipes/1b295b25/historique/Stats-et-historique-de-Swindon-Town,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/1b295b25.png"""
1383,Tadcaster Albion AFC,https://fbref.com/fr/equipes/885d3e68/historique/Stats-et-historique-de-Tadcaster-Albion-AFC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/885d3e68.png"""
1384,Tadley Calleva FC,https://fbref.com/fr/equipes/d1ac93bf/historique/Stats-et-historique-de-Tadley-Calleva-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/d1ac93bf.png"""
1385,Takeley FC,https://fbref.com/fr/equipes/06f4de43/historique/Stats-et-historique-de-Takeley-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/06f4de43.png"""
1386,Tamworth FC,https://fbref.com/fr/equipes/6711b681/historique/Stats-et-historique-de-Tamworth,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/6711b681.png"""
1387,Taunton Town FC,https://fbref.com/fr/equipes/3842cbd0/historique/Stats-et-historique-de-Taunton-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3842cbd0.png"""
1388,Tavistock AFC,https://fbref.com/fr/equipes/ab9e500c/historique/Stats-et-historique-de-Tavistock-AFC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/ab9e500c.png"""
1389,Team Northumbria FC,https://fbref.com/fr/equipes/24f2f3cc/historique/Stats-et-historique-de-Team-Northumbria-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/24f2f3cc.png"""
1390,Team Solent FC,https://fbref.com/fr/equipes/52ea1ae3/historique/Stats-et-historique-de-Team-Solent-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/52ea1ae3.png"""
1391,Teversal FC,https://fbref.com/fr/equipes/000589ed/historique/Stats-et-historique-de-Teversal-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/000589ed.png"""
1392,Thackley FC,https://fbref.com/fr/equipes/05c0b0d4/historique/Stats-et-historique-de-Thackley-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/05c0b0d4.png"""
1393,Thame Rangers FC,https://fbref.com/fr/equipes/3bf9eea9/historique/Stats-et-historique-de-Thame-Rangers-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3bf9eea9.png"""
1394,Thame United FC,https://fbref.com/fr/equipes/3fd10f76/historique/Stats-et-historique-de-Thame-United-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3fd10f76.png"""
1395,Thamesmead Town FC,https://fbref.com/fr/equipes/136b42b5/historique/Stats-et-historique-de-Thamesmead-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/136b42b5.png"""
1396,Thatcham Town FC,https://fbref.com/fr/equipes/8b0a9f67/historique/Stats-et-historique-de-Thatcham-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/8b0a9f67.png"""
1397,Thetford Town FC,https://fbref.com/fr/equipes/a95ddbf0/historique/Stats-et-historique-de-Thetford-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/a95ddbf0.png"""
1398,Thornaby FC,https://fbref.com/fr/equipes/f4eb3e9b/historique/Stats-et-historique-de-Thornaby-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f4eb3e9b.png"""
1399,Thornbury Town FC,https://fbref.com/fr/equipes/1ff54516/historique/Stats-et-historique-de-Thornbury-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/1ff54516.png"""
1400,Three Bridges FC,https://fbref.com/fr/equipes/a0263aa3/historique/Stats-et-historique-de-Three-Bridges-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/a0263aa3.png"""
1401,Thurrock FC,https://fbref.com/fr/equipes/65608010/historique/Stats-et-historique-de-Thurrock-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/65608010.png"""
1402,Tilbury FC,https://fbref.com/fr/equipes/1f535bea/historique/Stats-et-historique-de-Tilbury-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/1f535bea.png"""
1403,Tiverton Town FC,https://fbref.com/fr/equipes/3be23b97/historique/Stats-et-historique-de-Tiverton-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3be23b97.png"""
1404,Tividale FC,https://fbref.com/fr/equipes/c716a28c/historique/Stats-et-historique-de-Tividale-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/c716a28c.png"""
1405,Tonbridge Angels FC,https://fbref.com/fr/equipes/50b284c9/historique/Stats-et-historique-de-Tonbridge-Angels-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/50b284c9.png"""
1406,Tooting & Mitcham United FC,https://fbref.com/fr/equipes/8871589e/historique/Stats-et-historique-de-Tooting-and-Mitcham-United-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/8871589e.png"""
1407,Tooting Bec FC,https://fbref.com/fr/equipes/e06606a6/historique/Stats-et-historique-de-Tooting-Bec-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/e06606a6.png"""
1408,Torquay United FC,https://fbref.com/fr/equipes/02d8c2aa/historique/Stats-et-historique-de-Torquay-United,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/02d8c2aa.png"""
1409,Torrington FC,https://fbref.com/fr/equipes/3e6b6050/historique/Stats-et-historique-de-Torrington-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3e6b6050.png"""
1410,Tottenham Hotspur FC,https://fbref.com/fr/equipes/361ca564/historique/Stats-et-historique-de-Tottenham-Hotspur,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/361ca564.png"""
1411,Tottenham Hotspur FC U23,https://fbref.com/fr/equipes/456c5e63/historique/Stats-et-historique-de-Tottenham-Hotspur-U23,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/456c5e63.png"""
1412,Tottenham Hotspur LFC,https://fbref.com/fr/equipes/e8e4577c/historique/Stats-et-historique-de-Tottenham-Hotspur-LFC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/e8e4577c.png"""
1413,Totton & Eling FC,https://fbref.com/fr/equipes/28fedcf7/historique/Stats-et-historique-de-Totton-and-Eling,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/28fedcf7.png"""
1414,Tower Hamlets FC,https://fbref.com/fr/equipes/45ecbb46/historique/Stats-et-historique-de-Tower-Hamlets-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/45ecbb46.png"""
1415,Trafford FC,https://fbref.com/fr/equipes/39260309/historique/Stats-et-historique-de-Trafford-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/39260309.png"""
1416,Tranmere Rovers FC,https://fbref.com/fr/equipes/22327064/historique/Stats-et-historique-de-Tranmere-Rovers,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/22327064.png"""
1417,Tring Athletic FC,https://fbref.com/fr/equipes/4a5e33cc/historique/Stats-et-historique-de-Tring-Athletic-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/4a5e33cc.png"""
1418,Truro City FC,https://fbref.com/fr/equipes/6791c26a/historique/Stats-et-historique-de-Truro-City-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/6791c26a.png"""
1419,Tuffley Rovers FC,https://fbref.com/fr/equipes/e489d347/historique/Stats-et-historique-de-Tuffley-Rovers-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/e489d347.png"""
1420,Tunbridge Wells FC,https://fbref.com/fr/equipes/f219726a/historique/Stats-et-historique-de-Tunbridge-Wells-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f219726a.png"""
1421,United Services Portsmouth FC,https://fbref.com/fr/equipes/0bf5b5a2/historique/Stats-et-historique-de-United-Services-Portsmouth-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/0bf5b5a2.png"""
1422,Uttoxeter Town FC,https://fbref.com/fr/equipes/a3d33f10/historique/Stats-et-historique-de-Uttoxeter-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/a3d33f10.png"""
1423,Uxbridge FC,https://fbref.com/fr/equipes/39b14bc5/historique/Stats-et-historique-de-Uxbridge-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/39b14bc5.png"""
1424,Vauxhall Motors FC,https://fbref.com/fr/equipes/1782aadf/historique/Stats-et-historique-de-Vauxhall-Motors,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/1782aadf.png"""
1425,VCD Athletic FC,https://fbref.com/fr/equipes/746055cb/historique/Stats-et-historique-de-VCD-Athletic-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/746055cb.png"""
1426,Verwood Town FC,https://fbref.com/fr/equipes/00c22da5/historique/Stats-et-historique-de-Verwood-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/00c22da5.png"""
1427,Virginia Water FC,https://fbref.com/fr/equipes/4c989f6a/historique/Stats-et-historique-de-Virginia-Water-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/4c989f6a.png"""
1428,Walsall FC,https://fbref.com/fr/equipes/d96bbc04/historique/Stats-et-historique-de-Walsall,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/d96bbc04.png"""
1429,Walsall Wood FC,https://fbref.com/fr/equipes/fcc5601f/historique/Stats-et-historique-de-Walsall-Wood-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/fcc5601f.png"""
1430,Walsham-le-Willows FC,https://fbref.com/fr/equipes/bce68537/historique/Stats-et-historique-de-Walsham-le-Willows-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/bce68537.png"""
1431,Waltham Abbey FC,https://fbref.com/fr/equipes/b0f2c259/historique/Stats-et-historique-de-Waltham-Abbey-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/b0f2c259.png"""
1432,Waltham Forest FC,https://fbref.com/fr/equipes/397656f5/historique/Stats-et-historique-de-Waltham-Forest-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/397656f5.png"""
1433,Walton & Hersham FC,https://fbref.com/fr/equipes/f5d99ab5/historique/Stats-et-historique-de-Walton-and-Hersham-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f5d99ab5.png"""
1434,Walton Casuals FC,https://fbref.com/fr/equipes/2c2e15c8/historique/Stats-et-historique-de-Walton-Casuals-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/2c2e15c8.png"""
1435,Wantage Town FC,https://fbref.com/fr/equipes/02c356ac/historique/Stats-et-historique-de-Wantage-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/02c356ac.png"""
1436,Ware FC,https://fbref.com/fr/equipes/fbec31be/historique/Stats-et-historique-de-Ware-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/fbec31be.png"""
1437,Warrington Town FC,https://fbref.com/fr/equipes/3e317057/historique/Stats-et-historique-de-Warrington-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3e317057.png"""
1438,Washington FC,https://fbref.com/fr/equipes/ba3008bb/historique/Stats-et-historique-de-Washington-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/ba3008bb.png"""
1439,Watford FC,https://fbref.com/fr/equipes/2abfe087/historique/Stats-et-historique-de-Watford,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/2abfe087.png"""
1440,Wealdstone FC,https://fbref.com/fr/equipes/6598bf6b/historique/Stats-et-historique-de-Wealdstone-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/6598bf6b.png"""
1441,Wednesfield FC,https://fbref.com/fr/equipes/82bda106/historique/Stats-et-historique-de-Wednesfield-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/82bda106.png"""
1442,Welling Town FC,https://fbref.com/fr/equipes/84687b65/historique/Stats-et-historique-de-Welling-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/84687b65.png"""
1443,Welling United FC,https://fbref.com/fr/equipes/aea94879/historique/Stats-et-historique-de-Welling-United,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/aea94879.png"""
1444,Wellingborough Town FC,https://fbref.com/fr/equipes/1bfb24c7/historique/Stats-et-historique-de-Wellingborough-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/1bfb24c7.png"""
1445,Wellingborough Whitworth FC,https://fbref.com/fr/equipes/4577c551/historique/Stats-et-historique-de-Wellingborough-Whitworth-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/4577c551.png"""
1446,Wellington AFC,https://fbref.com/fr/equipes/235a0bad/historique/Stats-et-historique-de-Wellington-AFC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/235a0bad.png"""
1447,Wellington FC,https://fbref.com/fr/equipes/0300cee6/historique/Stats-et-historique-de-Wellington-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/0300cee6.png"""
1448,Wells City FC,https://fbref.com/fr/equipes/3d1fb871/historique/Stats-et-historique-de-Wells-City-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3d1fb871.png"""
1449,Welwyn Garden City FC,https://fbref.com/fr/equipes/16af3fc1/historique/Stats-et-historique-de-Welwyn-Garden-City-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/16af3fc1.png"""
1450,Wembley FC,https://fbref.com/fr/equipes/1529de6e/historique/Stats-et-historique-de-Wembley-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/1529de6e.png"""
1451,West Allotment Celtic FC,https://fbref.com/fr/equipes/c36e8f44/historique/Stats-et-historique-de-West-Allotment-Celtic,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/c36e8f44.png"""
1452,West Auckland Town FC,https://fbref.com/fr/equipes/9ec91479/historique/Stats-et-historique-de-West-Auckland-Town-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/9ec91479.png"""
1453,West Bridgford FC,https://fbref.com/fr/equipes/f9f5e9f3/historique/Stats-et-historique-de-West-Bridgford,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f9f5e9f3.png"""
1454,West Bromwich Albion FC,https://fbref.com/fr/equipes/60c6b05f/historique/Stats-et-historique-de-West-Bromwich-Albion,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/60c6b05f.png"""
