,NomDesClubs,lienClubDetails,logoLinks
0,Besa Kavajë,https://fbref.com/fr/equipes/2fdee617/historique/Stats-et-historique-de-Besa-Kavaje,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/2fdee617.png"""
1,FK Kukësi,https://fbref.com/fr/equipes/f1e85b1e/historique/Stats-et-historique-de-FK-Kukesi,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f1e85b1e.png"""
2,FK Partizani Tirana,https://fbref.com/fr/equipes/3ba2fddf/historique/Stats-et-historique-de-FK-Partizani-Tirana,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3ba2fddf.png"""
3,FK Tomori Berat,https://fbref.com/fr/equipes/fc4db0b4/historique/Stats-et-historique-de-FK-Tomori-Berat,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/fc4db0b4.png"""
4,Flamurtari Vlorë,https://fbref.com/fr/equipes/3d81ccdb/historique/Stats-et-historique-de-Flamurtari-Vlore,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3d81ccdb.png"""
5,KF Bylis Ballsh,https://fbref.com/fr/equipes/bc8abb97/historique/Stats-et-historique-de-Bylis,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/bc8abb97.png"""
6,KF Elbasani,https://fbref.com/fr/equipes/ddab4421/historique/Stats-et-historique-de-KF-Elbasani,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/ddab4421.png"""
7,KF Feronikeli,https://fbref.com/fr/equipes/abffa138/historique/Stats-et-historique-de-KF-Feronikeli,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/abffa138.png"""
8,KF Laçi,https://fbref.com/fr/equipes/7a40cd8b/historique/Stats-et-historique-de-KF-Laci,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/7a40cd8b.png"""
9,KF Skënderbeu Korçë,https://fbref.com/fr/equipes/df526548/historique/Stats-et-historique-de-KF-Skenderbeu-Korce,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/df526548.png"""
10,KF Teuta Durrës,https://fbref.com/fr/equipes/2b924bc5/historique/Stats-et-historique-de-KF-Teuta-Durres,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/2b924bc5.png"""
11,KF Tirana,https://fbref.com/fr/equipes/83310fa5/historique/Stats-et-historique-de-KF-Tirana,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/83310fa5.png"""
12,KF Vllaznia Shkodër,https://fbref.com/fr/equipes/d8deaf72/historique/Stats-et-historique-de-Vllaznia-Shkoder,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/d8deaf72.png"""
13,KF Vllaznia Shkodër,https://fbref.com/fr/equipes/e3a68c8b/historique/Stats-et-historique-de-KF-Vllaznia-Shkoder,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/e3a68c8b.png"""
14,KS Dinamo Tirana,https://fbref.com/fr/equipes/d1c1d627/historique/Stats-et-historique-de-KS-Dinamo-Tirana,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/d1c1d627.png"""
15,Luftëtari Gjirokastër,https://fbref.com/fr/equipes/0e3f0159/historique/Stats-et-historique-de-Luftetari-Gjirokaster,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/0e3f0159.png"""
16,CE Principat,https://fbref.com/fr/equipes/38120ffa/historique/Stats-et-historique-de-CE-Principat,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/38120ffa.png"""
17,Constel·lació Esportiva,https://fbref.com/fr/equipes/4c7d11b8/historique/Stats-et-historique-de-Constellacio-Esportiva,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/4c7d11b8.png"""
18,FC Encamp,https://fbref.com/fr/equipes/70ee5e92/historique/Stats-et-historique-de-FC-Encamp,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/70ee5e92.png"""
19,FC Lusitanos,https://fbref.com/fr/equipes/857b60c3/historique/Stats-et-historique-de-FC-Lusitanos,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/857b60c3.png"""
20,FC Rànger's,https://fbref.com/fr/equipes/f654070c/historique/Stats-et-historique-de-FC-Rangers,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f654070c.png"""
21,FC Santa Coloma,https://fbref.com/fr/equipes/9549dc95/historique/Stats-et-historique-de-FC-Santa-Coloma,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/9549dc95.png"""
22,Inter Club d'Escaldes,https://fbref.com/fr/equipes/fb45dbb9/historique/Stats-et-historique-de-Inter-dEscaldes,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/fb45dbb9.png"""
23,UE Engordany,https://fbref.com/fr/equipes/b784c866/historique/Stats-et-historique-de-UE-Engordany,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/b784c866.png"""
24,UE Sant Julià,https://fbref.com/fr/equipes/78816dd0/historique/Stats-et-historique-de-UE-Sant-Julia,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/78816dd0.png"""
25,UE Santa Coloma,https://fbref.com/fr/equipes/84a33cca/historique/Stats-et-historique-de-UE-Santa-Coloma,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/84a33cca.png"""
26,Antigua Barracuda FC,https://fbref.com/fr/equipes/19d27917/historique/Stats-et-historique-de-Antigua-Barracuda,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/19d27917.png"""
27,Aldosivi,https://fbref.com/fr/equipes/e5927bd8/historique/Stats-et-historique-de-Aldosivi,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/e5927bd8.png"""
28,Argentinos Juniors,https://fbref.com/fr/equipes/d01a653b/historique/Stats-et-historique-de-Argentinos-Juniors,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/d01a653b.png"""
29,Arsenal de Sarandí,https://fbref.com/fr/equipes/4bee7ba3/historique/Stats-et-historique-de-Arsenal-de-Saafradi,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/4bee7ba3.png"""
30,Atlético de Rafaela,https://fbref.com/fr/equipes/4fae5bbb/historique/Stats-et-historique-de-Atletico-de-Rafaela,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/4fae5bbb.png"""
31,Atlético Tucumán,https://fbref.com/fr/equipes/42a1ab8b/historique/Stats-et-historique-de-Atletico-Tucuman,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/42a1ab8b.png"""
32,Boca Juniors,https://fbref.com/fr/equipes/795ca75e/historique/Stats-et-historique-de-Boca-Juniors,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/795ca75e.png"""
33,CA Banfield,https://fbref.com/fr/equipes/06c1606c/historique/Stats-et-historique-de-Banfield,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/06c1606c.png"""
34,CA Colón,https://fbref.com/fr/equipes/2d84bb17/historique/Stats-et-historique-de-Colon,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/2d84bb17.png"""
35,CA Huracán,https://fbref.com/fr/equipes/1d3d37ae/historique/Stats-et-historique-de-Huracan,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/1d3d37ae.png"""
36,CA Independiente,https://fbref.com/fr/equipes/40bb0ce9/historique/Stats-et-historique-de-Independiente,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/40bb0ce9.png"""
37,CA Lanús,https://fbref.com/fr/equipes/11b6dba8/historique/Stats-et-historique-de-Lanus,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/11b6dba8.png"""
38,CA River Plate,https://fbref.com/fr/equipes/ef99c78c/historique/Stats-et-historique-de-River-Plate,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/ef99c78c.png"""
39,CA San Lorenzo de Almagro,https://fbref.com/fr/equipes/66da6009/historique/Stats-et-historique-de-San-Lorenzo,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/66da6009.png"""
40,CA Talleres,https://fbref.com/fr/equipes/ceda2145/historique/Stats-et-historique-de-Talleres,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/ceda2145.png"""
41,CA Tigre,https://fbref.com/fr/equipes/0e92bf17/historique/Stats-et-historique-de-Tigre,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/0e92bf17.png"""
42,CA Vélez Sarsfield,https://fbref.com/fr/equipes/41c139b6/historique/Stats-et-historique-de-Velez-Sarsfield,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/41c139b6.png"""
43,Central Córdoba de Santiago del Estero,https://fbref.com/fr/equipes/9aa97c75/historique/Stats-et-historique-de-Central-Cordoba-de-Santiago-del-Estero,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/9aa97c75.png"""
44,Chacarita Juniors,https://fbref.com/fr/equipes/aa68918c/historique/Stats-et-historique-de-Chacarita-Juniors,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/aa68918c.png"""
45,Club Atlético Belgrano,https://fbref.com/fr/equipes/7765008b/historique/Stats-et-historique-de-Club-Atletico-Belgrano,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/7765008b.png"""
46,Club Atlético Nueva Chicago,https://fbref.com/fr/equipes/7a0e4da8/historique/Stats-et-historique-de-Club-Atletico-Nueva-Chicago,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/7a0e4da8.png"""
47,Club Atlético Patronato,https://fbref.com/fr/equipes/0e6891d5/historique/Stats-et-historique-de-Club-Atletico-Patronato,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/0e6891d5.png"""
48,Club Atlético Platense,https://fbref.com/fr/equipes/3cbfa767/historique/Stats-et-historique-de-Club-Atletico-Platense,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3cbfa767.png"""
49,Club Atlético Sarmiento,https://fbref.com/fr/equipes/e9ae80b7/historique/Stats-et-historique-de-Club-Atletico-Sarmiento,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/e9ae80b7.png"""
50,Club Atlético Temperley,https://fbref.com/fr/equipes/a644a94b/historique/Stats-et-historique-de-Club-Atletico-Temperley,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/a644a94b.png"""
51,Club Olimpo,https://fbref.com/fr/equipes/7ce29752/historique/Stats-et-historique-de-Club-Olimpo,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/7ce29752.png"""
52,Crucero del Norte,https://fbref.com/fr/equipes/5109d3b7/historique/Stats-et-historique-de-Crucero-del-Norte,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/5109d3b7.png"""
53,Defensa y Justicia,https://fbref.com/fr/equipes/a4570206/historique/Stats-et-historique-de-Defensa-y-Justicia,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/a4570206.png"""
54,Estudiantes de La Plata,https://fbref.com/fr/equipes/df734df9/historique/Stats-et-historique-de-Estudiantes,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/df734df9.png"""
55,Gimnasia y Esgrima,https://fbref.com/fr/equipes/950a95f2/historique/Stats-et-historique-de-Gimnasia,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/950a95f2.png"""
56,Godoy Cruz Antonio Tomba,https://fbref.com/fr/equipes/ac9a09b4/historique/Stats-et-historique-de-Godoy-Cruz,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/ac9a09b4.png"""
57,Newell's Old Boys,https://fbref.com/fr/equipes/9bf4eaf4/historique/Stats-et-historique-de-Newells-Old-Boys,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/9bf4eaf4.png"""
58,Quilmes AC,https://fbref.com/fr/equipes/96876fbd/historique/Stats-et-historique-de-Quilmes,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/96876fbd.png"""
59,Racing Club,https://fbref.com/fr/equipes/8e20e13d/historique/Stats-et-historique-de-Racing-Club,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/8e20e13d.png"""
60,Rosario Central,https://fbref.com/fr/equipes/87a920fa/historique/Stats-et-historique-de-Rosario-Central,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/87a920fa.png"""
61,San Martín de San Juan,https://fbref.com/fr/equipes/d7a2603d/historique/Stats-et-historique-de-San-Martin-de-San-Juan,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/d7a2603d.png"""
62,San Martín de Tucumán,https://fbref.com/fr/equipes/7dd9e55f/historique/Stats-et-historique-de-San-Martin-de-Tucuman,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/7dd9e55f.png"""
63,Unión de Santa Fe,https://fbref.com/fr/equipes/5adc7e67/historique/Stats-et-historique-de-Union-de-Santa-Fe,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/5adc7e67.png"""
64,Alashkert FC,https://fbref.com/fr/equipes/571393d8/historique/Stats-et-historique-de-Alashkert-FC-Women,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/571393d8.png"""
65,Alashkert FC,https://fbref.com/fr/equipes/e6232d10/historique/Stats-et-historique-de-Alashkert-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/e6232d10.png"""
66,Araks Ararat FC,https://fbref.com/fr/equipes/b6e38039/historique/Stats-et-historique-de-Araks-Ararat-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/b6e38039.png"""
67,FC Ararat Yerevan,https://fbref.com/fr/equipes/a9a5c325/historique/Stats-et-historique-de-FC-Ararat-Yerevan,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/a9a5c325.png"""
68,FC Ararat-Armenia,https://fbref.com/fr/equipes/85dbecd4/historique/Stats-et-historique-de-FC-Ararat-Armenia,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/85dbecd4.png"""
69,FC Hayasa,https://fbref.com/fr/equipes/f1f7051d/historique/Stats-et-historique-de-FC-Hayasa,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f1f7051d.png"""
70,FC Mika,https://fbref.com/fr/equipes/9558d297/historique/Stats-et-historique-de-FC-Mika,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/9558d297.png"""
71,FC Noah,https://fbref.com/fr/equipes/f2067074/historique/Stats-et-historique-de-FC-Noah,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f2067074.png"""
72,FC Pyunik,https://fbref.com/fr/equipes/03022534/historique/Stats-et-historique-de-FC-Pyunik,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/03022534.png"""
73,FC Shirak,https://fbref.com/fr/equipes/8771d9cd/historique/Stats-et-historique-de-FC-Shirak,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/8771d9cd.png"""
74,FC Urartu,https://fbref.com/fr/equipes/f0e1ca42/historique/Stats-et-historique-de-Urartu,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f0e1ca42.png"""
75,Gandzasar Kapan FC,https://fbref.com/fr/equipes/5f2630fb/historique/Stats-et-historique-de-Gandzasar-Kapan-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/5f2630fb.png"""
76,Spartak Yerevan FC,https://fbref.com/fr/equipes/2dad5b30/historique/Stats-et-historique-de-Spartak-Yerevan-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/2dad5b30.png"""
77,Ulisses FC,https://fbref.com/fr/equipes/3bc8afc5/historique/Stats-et-historique-de-Ulisses-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3bc8afc5.png"""
78,Zvartnots-AAL FC,https://fbref.com/fr/equipes/d15569be/historique/Stats-et-historique-de-Zvartnots-AAL-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/d15569be.png"""
79,Adelaide United FC,https://fbref.com/fr/equipes/772ed712/historique/Stats-et-historique-de-Adelaide-United-Women,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/772ed712.png"""
80,Adelaide United FC,https://fbref.com/fr/equipes/a4302376/historique/Stats-et-historique-de-Adelaide-United,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/a4302376.png"""
81,Brisbane Roar FC,https://fbref.com/fr/equipes/3efc42c3/historique/Stats-et-historique-de-Brisbane-Roar,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3efc42c3.png"""
82,Brisbane Roar FC,https://fbref.com/fr/equipes/f60413f7/historique/Stats-et-historique-de-Brisbane-Roar-Women,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f60413f7.png"""
83,Canberra United FC,https://fbref.com/fr/equipes/a2fa3506/historique/Stats-et-historique-de-Canberra-United,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/a2fa3506.png"""
84,Central Coast Mariners FC,https://fbref.com/fr/equipes/605aca82/historique/Stats-et-historique-de-Central-Coast-Mariners,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/605aca82.png"""
85,Gold Coast United FC,https://fbref.com/fr/equipes/d6535aa0/historique/Stats-et-historique-de-Gold-Coast-United,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/d6535aa0.png"""
86,Macarthur FC,https://fbref.com/fr/equipes/f951d655/historique/Stats-et-historique-de-Macarthur-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f951d655.png"""
87,Melbourne City FC,https://fbref.com/fr/equipes/31553c94/historique/Stats-et-historique-de-Melbourne-City,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/31553c94.png"""
88,Melbourne City FC,https://fbref.com/fr/equipes/6082332e/historique/Stats-et-historique-de-Melbourne-City-Women,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/6082332e.png"""
89,Melbourne Victory FC,https://fbref.com/fr/equipes/4f6d7ee7/historique/Stats-et-historique-de-Melbourne-Victory-Women,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/4f6d7ee7.png"""
90,Melbourne Victory FC,https://fbref.com/fr/equipes/fbcd7d37/historique/Stats-et-historique-de-Melbourne-Victory,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/fbcd7d37.png"""
91,Newcastle Jets FC,https://fbref.com/fr/equipes/acd7ce24/historique/Stats-et-historique-de-Newcastle-Jets-Women,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/acd7ce24.png"""
92,Newcastle Jets FC,https://fbref.com/fr/equipes/f9e3296b/historique/Stats-et-historique-de-Newcastle-Jets,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f9e3296b.png"""
93,Northern Fury FC,https://fbref.com/fr/equipes/6a9b8ca0/historique/Stats-et-historique-de-Northern-Fury,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/6a9b8ca0.png"""
94,Perth Glory FC,https://fbref.com/fr/equipes/bae78cfe/historique/Stats-et-historique-de-Perth-Glory-Women,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/bae78cfe.png"""
95,Perth Glory FC,https://fbref.com/fr/equipes/f2b23808/historique/Stats-et-historique-de-Perth-Glory,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f2b23808.png"""
96,Sydney FC,https://fbref.com/fr/equipes/2466c132/historique/Stats-et-historique-de-Sydney-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/2466c132.png"""
97,Sydney FC,https://fbref.com/fr/equipes/5903e501/historique/Stats-et-historique-de-Sydney-FC-Women,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/5903e501.png"""
98,Western Sydney Wanderers FC,https://fbref.com/fr/equipes/25b31403/historique/Stats-et-historique-de-Western-Sydney-Wanderers-Women,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/25b31403.png"""
99,Western Sydney Wanderers FC,https://fbref.com/fr/equipes/38e60d08/historique/Stats-et-historique-de-Western-Sydney-Wanderers,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/38e60d08.png"""
100,Western United FC,https://fbref.com/fr/equipes/af4ccd77/historique/Stats-et-historique-de-Western-United-FC,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/af4ccd77.png"""
101,ASKÖ Pasching,https://fbref.com/fr/equipes/10e37306/historique/Stats-et-historique-de-ASKO-Pasching,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/10e37306.png"""
102,FC Admira Wacker Mödling,https://fbref.com/fr/equipes/d7d06475/historique/Stats-et-historique-de-Admira-Wacker-Modling,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/d7d06475.png"""
103,FC Juniors OÖ,https://fbref.com/fr/equipes/b60eaba0/historique/Stats-et-historique-de-Juniors-OO,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/b60eaba0.png"""
104,FC Kärnten,https://fbref.com/fr/equipes/54000477/historique/Stats-et-historique-de-FC-Karnten,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/54000477.png"""
105,FC Linz,https://fbref.com/fr/equipes/811608bd/historique/Stats-et-historique-de-FC-Linz,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/811608bd.png"""
106,FC Red Bull Salzburg,https://fbref.com/fr/equipes/50f2a074/historique/Stats-et-historique-de-Red-Bull-Salzburg,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/50f2a074.png"""
107,FC Tirol Innsbruck,https://fbref.com/fr/equipes/92819bd7/historique/Stats-et-historique-de-FC-Tirol-Innsbruck,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/92819bd7.png"""
108,FC Wacker Innsbruck,https://fbref.com/fr/equipes/043cbd39/historique/Stats-et-historique-de-Wacker-Innsbruck,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/043cbd39.png"""
109,FK Austria Wien,https://fbref.com/fr/equipes/ee0bccc5/historique/Stats-et-historique-de-Austria-Wien,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/ee0bccc5.png"""
110,Grazer AK,https://fbref.com/fr/equipes/5750fe3b/historique/Stats-et-historique-de-Grazer-AK,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/5750fe3b.png"""
111,Kapfenberger SV,https://fbref.com/fr/equipes/7a131f8c/historique/Stats-et-historique-de-Kapfenberger,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/7a131f8c.png"""
112,LASK,https://fbref.com/fr/equipes/d20821dd/historique/Stats-et-historique-de-LASK,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/d20821dd.png"""
113,SC Rheindorf Altach,https://fbref.com/fr/equipes/80beba99/historique/Stats-et-historique-de-Rheindorf-Altach,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/80beba99.png"""
114,SC Wiener Neustadt,https://fbref.com/fr/equipes/b35fb70b/historique/Stats-et-historique-de-Wiener-Neustadt,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/b35fb70b.png"""
115,Schwarz-Weiß Bregenz,https://fbref.com/fr/equipes/26478307/historique/Stats-et-historique-de-SW-Bregenz,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/26478307.png"""
116,SK Austria Kärnten,https://fbref.com/fr/equipes/1b07e114/historique/Stats-et-historique-de-Austria-Karnten,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/1b07e114.png"""
117,SK Austria Klagenfurt,https://fbref.com/fr/equipes/7030fffd/historique/Stats-et-historique-de-SK-Austria-Klagenfurt,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/7030fffd.png"""
118,SK Rapid Wien,https://fbref.com/fr/equipes/912e4c40/historique/Stats-et-historique-de-Rapid-Wien,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/912e4c40.png"""
119,SK Sturm Graz,https://fbref.com/fr/equipes/07787bf7/historique/Stats-et-historique-de-Sturm-Graz-Women,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/07787bf7.png"""
120,SK Sturm Graz,https://fbref.com/fr/equipes/3f4fe568/historique/Stats-et-historique-de-Sturm-Graz,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3f4fe568.png"""
121,SKN St. Pölten,https://fbref.com/fr/equipes/f722bd04/historique/Stats-et-historique-de-St-Polten,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f722bd04.png"""
122,SKN St. Pölten Frauen,https://fbref.com/fr/equipes/3d377a8c/historique/Stats-et-historique-de-St-Polten-Women,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/3d377a8c.png"""
123,SV Grödig,https://fbref.com/fr/equipes/d40080b0/historique/Stats-et-historique-de-Grodig,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/d40080b0.png"""
124,SV Mattersburg,https://fbref.com/fr/equipes/2ff6d16e/historique/Stats-et-historique-de-Mattersburg,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/2ff6d16e.png"""
125,SV Neulengbach,https://fbref.com/fr/equipes/e21816f2/historique/Stats-et-historique-de-SV-Neulengbach,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/e21816f2.png"""
126,SV Ried,https://fbref.com/fr/equipes/8bb8811f/historique/Stats-et-historique-de-Ried,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/8bb8811f.png"""
127,TSV Hartberg,https://fbref.com/fr/equipes/f6d9c820/historique/Stats-et-historique-de-Hartberg,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/f6d9c820.png"""
128,USC Landhaus Wien,https://fbref.com/fr/equipes/60942bd8/historique/Stats-et-historique-de-Landhaus,"""https://d2p3bygnnzw9w3.cloudfront.net/req/202111041/tlogo/fb/60942bd8.png"""
