,_id,player,manager,gca,shots_on_target,assists,pressures,tackles,interceptions,blocks,average point by temp,count(manager)
173,6193c0a3d4e110bca6418aaf,Vlad-Morar,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0
174,6193c0a3d4e110bca6418ab0,Hussain-Al-Moqahwi,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
175,6193c0a3d4e110bca6418ab1,Ilario-Monterisi,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
176,6193c0a3d4e110bca6418ab2,Georgi-Milanov,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0
177,6193c0a3d4e110bca6418ab3,Brighton-Mhlongo,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
178,6193c0a3d4e110bca6418ab4,Dimitar-Mitov,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
179,6193c0a3d4e110bca6418ab5,Bogdan-Milosevic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
180,6193c0a3d4e110bca6418ab6,Axel-Mohamed-Bakayoko,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
181,6193c0a3d4e110bca6418ab7,Moritz-Montag,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
182,6193c0a3d4e110bca6418ab8,Dino-Mikanovic,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
183,6193c0a3d4e110bca6418ab9,Luis-Milla,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
184,6193c0a3d4e110bca6418aba,Adam-Montgomery,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
185,6193c0a3d4e110bca6418abb,Catalin-Mihai-Itu,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
186,6193c0a3d4e110bca6418abc,Georges-Mikautadze,,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.21,0
