Player,Min,CS%,PKsv,PKm,Country,Year,Comp
Samir Ujkani,450,60.0,0.0,0.0,Kosovo,2018-2019, UEFA Nations League
Andris Vanins,540,33.3,0.0,1.0,Latvia,2018-2019, UEFA Nations League
Benjamin Buchel,540,16.7,0.0,1.0,Liechtenstein,2018-2019, UEFA Nations League
Ernestas Setkus,540,0.0,0.0,1.0,Lithuania,2018-2019, UEFA Nations League
Anthony Moris,450,40.0,0.0,0.0,Luxembourg,2018-2019, UEFA Nations League
Andrew Hogg,540,0.0,0.0,0.0,Malta,2018-2019, UEFA Nations League
Alexei Koselev,540,66.7,0.0,0.0,Moldova,2018-2019, UEFA Nations League
Danijel Petkovic,540,33.3,0.0,1.0,Montenegro,2018-2019, UEFA Nations League
Jasper Cillessen,570,33.3,0.0,0.0,Netherlands,2018-2019, UEFA Nations League
Stole Dimitrievski,540,66.7,0.0,0.0,North,2018-2019, UEFA Nations League
Bailey Peacock-Farrell,270,0.0,0.0,0.0,Northern,2018-2019, UEFA Nations League
Rune Jarstein,540,66.7,0.0,0.0,Norway,2018-2019, UEFA Nations League
ukasz Fabianski,180,0.0,0.0,0.0,Poland,2018-2019, UEFA Nations League
Rui Patricio,450,60.0,0.0,0.0,Portugal,2018-2019, UEFA Nations League
Darren Randolph,360,50.0,0.0,0.0,Republic,2018-2019, UEFA Nations League
Ciprian Tatarusanu,540,66.7,0.0,2.0,Romania,2018-2019, UEFA Nations League
Andrey Lunyov,180,0.0,0.0,0.0,Russia,2018-2019, UEFA Nations League
Elia Benedettini,540,0.0,0.0,0.0,San,2018-2019, UEFA Nations League
Allan McGregor,360,50.0,0.0,0.0,Scotland,2018-2019, UEFA Nations League
Marko Dmitrovic,270,66.7,0.0,0.0,Serbia,2018-2019, UEFA Nations League
Martin Dubravka,360,0.0,0.0,0.0,Slovakia,2018-2019, UEFA Nations League
Vid Belec,540,0.0,0.0,0.0,Slovenia,2018-2019, UEFA Nations League
David de Gea,360,25.0,0.0,0.0,Spain,2018-2019, UEFA Nations League
Robin Olsen,360,75.0,0.0,0.0,Sweden,2018-2019, UEFA Nations League
Yann Sommer,480,40.0,0.0,0.0,Switzerland,2018-2019, UEFA Nations League
Sinan Bolat,270,0.0,0.0,0.0,Turkey,2018-2019, UEFA Nations League
Andriy Pyatov,270,66.7,0.0,0.0,Ukraine,2018-2019, UEFA Nations League
Wayne Hennessey,360,25.0,0.0,0.0,Wales,2018-2019, UEFA Nations League
Ovays Azizi,270,0.0,0.0,0.0,Afghanistan,2019, AFC Asian Cup qualification
Rais M'Bolhi,660,71.4,0.0,0.0,Algeria,2019, Africa Cup of Nations
Tony Cabaca,270,33.3,0.0,0.0,Angola,2019, Africa Cup of Nations
Kelvin Liddie,90,0.0,0.0,0.0,Anguilla,2019, Friendlies (M)
Jayden Martin,90,0.0,0.0,0.0,Antigua,2019, Friendlies (M)
Franco Armani,540,33.3,1.0,0.0,Argentina,2019, Copa América
Mathew Ryan,480,40.0,0.0,0.0,Australia,2019, Asian Cup
Salahat Aghayev,90,100.0,0.0,0.0,Azerbaijan,2019, Friendlies (M)
Julio Jemison,36,0.0,0.0,0.0,Bahamas,2019, Friendlies (M)
Sayed Shubbar Alawi,372,25.0,0.0,0.0,Bahrain,2019, Asian Cup
Ashraful Islam Rana,270,33.3,1.0,0.0,Bangladesh,2019, AFC Asian Cup qualification
Sergei Chernik,90,0.0,0.0,0.0,Belarus,2019, Friendlies (M)
Saturnin Allagbe,300,33.3,0.0,1.0,Benin,2019, Africa Cup of Nations
Dale Eve,270,33.3,0.0,0.0,Bermuda,2019, Gold Cup
Hari Gurung,630.0,14.3,0.0,0.0,Bhutan,2019, AFC Asian Cup qualification
Carlos Lampe,270,0.0,0.0,0.0,Bolivia,2019, Copa América
Kabelo Dambe,360,25.0,0.0,0.0,Botswana,2019, Africa Cup of Nations qualification
Alisson,570,83.3,0.0,0.0,Brazil,2019, Copa América
Georgi Georgiev,90,0.0,0.0,0.0,Bulgaria,2019, Friendlies (M)
Herve Koffi,540,50.0,0.0,0.0,Burkina,2019, Africa Cup of Nations qualification
Jonathan Nahimana,270,0.0,0.0,0.0,Burundi,2019, Africa Cup of Nations
Sou Yaty,630,28.6,0.0,0.0,Cambodia,2019, AFC Asian Cup qualification
Andre Onana,360,75.0,0.0,0.0,Cameroon,2019, Africa Cup of Nations
Milan Borjan,360,50.0,0.0,0.0,Canada,2019, Gold Cup
Thierry Graca,270,33.3,0.0,1.0,Cape,2019, Africa Cup of Nations qualification
Geoffrey Lembet,540,33.3,0.0,0.0,Central,2019, Africa Cup of Nations qualification
Gabriel Arias,570,33.3,0.0,0.0,Chile,2019, Copa América
Yan Junling,450,20.0,0.0,0.0,China,2019, Asian Cup
Pan Wen-chieh,630,14.3,0.0,0.0,Chinese,2019, AFC Asian Cup qualification
David Ospina,300,100.0,0.0,0.0,Colombia,2019, Copa América
Ali Ahamada,630,14.3,0.0,0.0,Comoros,2019, Africa Cup of Nations qualification
Ley Matampi,390,25.0,0.0,0.0,Congo,2019, Africa Cup of Nations
Chancel Massa,360,0.0,0.0,0.0,Congo,2019, Africa Cup of Nations qualification
Leonel Moreira,390,25.0,0.0,0.0,Costa,2019, Gold Cup
Simon Sluga,135,0.0,0.0,0.0,Croatia,2019, Friendlies (M)
Sandy Sanchez,270,0.0,0.0,2.0,Cuba,2019, Gold Cup
Eloy Room,360,25.0,0.0,0.0,Curaçao,2019, Gold Cup
Jiri Pavlenka,180,0.0,0.0,0.0,Czech,2019, Friendlies (M)
Sylvain Gbohouo,480,40.0,0.0,1.0,Côte,2019, Africa Cup of Nations
Kasper Schmeichel,180,50.0,0.0,0.0,Denmark,2019, Friendlies (M)
Bilal Ahmed,180,50.0,0.0,0.0,Djibouti,2019, Africa Cup of Nations qualification
Miguel Lloyd,90,100.0,0.0,0.0,Dominican,2019, Friendlies (M)
Alexander Dominguez,270,0.0,0.0,0.0,Ecuador,2019, Copa América
Mohamed El-Shenawy,360,75.0,0.0,0.0,Egypt,2019, Africa Cup of Nations
Henry Hernandez,270,66.7,0.0,0.0,El,2019, Gold Cup
Felipe Ovono,540,16.7,0.0,0.0,Equatorial,2019, Africa Cup of Nations qualification
Mihkel Aksalu,90,100.0,0.0,0.0,Estonia,2019, Friendlies (M)
Sandanezwe Mathabela,360,0.0,0.0,1.0,Eswatini,2019, Africa Cup of Nations qualification
Samson Asefa,180,50.0,0.0,0.0,Ethiopia,2019, Africa Cup of Nations qualification
Beniamino Mateinaqara,180,100.0,0.0,0.0,Fiji,2019, Friendlies (M)
Alphonse Areola,90,100.0,0.0,0.0,France,2019, Friendlies (M)
Didier Ovono,450,40.0,0.0,0.0,Gabon,2019, Africa Cup of Nations qualification
Modou Jobe,540,0.0,0.0,0.0,Gambia,2019, Africa Cup of Nations qualification
Giorgi Makaridze,180,0.0,0.0,0.0,Georgia,2019, Friendlies (M)
Marc-Andre ter Stegen,135,0.0,0.0,0.0,Germany,2019, Friendlies (M)
Richard Ofori,390,50.0,0.0,0.0,Ghana,2019, Africa Cup of Nations
Kyle Goldwin,135,0.0,0.0,0.0,Gibraltar,2019, Friendlies (M)
Alexandros Paschalakis,90,0.0,0.0,0.0,Greece,2019, Friendlies (M)
Nicholas Hagen,540,83.3,0.0,0.0,Guatemala,2019, Friendlies (M)
Jonas Mendes,270,33.3,0.0,0.0,Guinea-Bissau,2019, Africa Cup of Nations
Ibrahim Kone,270,33.3,0.0,0.0,Guinea,2019, Africa Cup of Nations
Akel Clarke,180,0.0,0.0,0.0,Guyana,2019, Gold Cup
Johny Placide,480,20.0,0.0,0.0,Haiti,2019, Gold Cup
Luis Lopez Fernandez,270,33.3,0.0,0.0,Honduras,2019, Gold Cup
Yapp Hung Fai,540,16.7,0.0,0.0,Hong,2019, AFC Asian Cup qualification
Denes Dibusz,180,0.0,0.0,0.0,Hungary,2019, Friendlies (M)
Gurpreet Singh Sandhu,270,0.0,0.0,0.0,India,2019, Asian Cup
Andritany Ardhiyasa,251,66.7,1.0,0.0,Indonesia,2019, Friendlies (M)
Alireza Beiranvand,540,83.3,1.0,0.0,Iran,2019, Asian Cup
Jalal Hassan,360,50.0,0.0,0.0,Iraq,2019, Asian Cup
Andre Blake,450,40.0,0.0,0.0,Jamaica,2019, Gold Cup
Shuichi Gonda,540,66.7,0.0,0.0,Japan,2019, Asian Cup
Amer Shafi,390,75.0,0.0,0.0,Jordan,2019, Asian Cup
Patrick Matasi,270,0.0,0.0,1.0,Kenya,2019, Africa Cup of Nations
Ri Myong-guk,270,0.0,0.0,0.0,Korea,2019, Asian Cup
Kim Seung-gyu,480,60.0,0.0,0.0,Korea,2019, Asian Cup
Samir Ujkani,135,100.0,0.0,0.0,Kosovo,2019, Friendlies (M)
Sulaiman Abdulghafoor,135,50.0,0.0,0.0,Kuwait,2019, Friendlies (M)
Kutman Kadrbekov,300,0.0,0.0,0.0,Kyrgyzstan,2019, Asian Cup
Sengphachan Bounthisanh,90,0.0,0.0,0.0,Laos,2019, AFC Asian Cup qualification
Mehdi Khalil,270,0.0,0.0,0.0,Lebanon,2019, Asian Cup
Likano Mphuthi,270,0.0,0.0,0.0,Lesotho,2019, Africa Cup of Nations qualification
Ashley Williams,270,33.3,0.0,0.0,Liberia,2019, Africa Cup of Nations qualification
Muhammad Nashnoush,450,20.0,0.0,0.0,Libya,2019, Africa Cup of Nations qualification
Ernestas Setkus,90,100.0,0.0,0.0,Lithuania,2019, Friendlies (M)
Anthony Moris,135,0.0,0.0,0.0,Luxembourg,2019, Friendlies (M)
Ho Man Fai,540,0.0,0.0,0.0,Macau,2019, AFC Asian Cup qualification
Melvin Adrien,480,40.0,0.0,0.0,Madagascar,2019, Africa Cup of Nations
Charles Swini,450,40.0,0.0,0.0,Malawi,2019, Africa Cup of Nations qualification
Hafizul Hakim,450,0.0,0.0,0.0,Malaysia,2019, AFC Asian Cup qualification
Mohamed Faisal,540,33.3,0.0,0.0,Maldives,2019, AFC Asian Cup qualification
Djigui Diarra,360,25.0,0.0,0.0,Mali,2019, Africa Cup of Nations
Loic Chauvet,270,33.3,0.0,0.0,Martinique,2019, Gold Cup
Souleimane Brahim,270,66.7,0.0,0.0,Mauritania,2019, Africa Cup of Nations
Kevin Jean-Louis,180,0.0,0.0,0.0,Mauritius,2019, Africa Cup of Nations qualification
Guillermo Ochoa,510,60.0,0.0,0.0,Mexico,2019, Gold Cup
Batsaikhany Ariunbold,90.0,0.0,0.0,0.0,Mongolia,2019, Friendlies (M)
Matija Sarkic,90,100.0,0.0,0.0,Montenegro,2019, Friendlies (M)
Yassine Bounou,300,66.7,0.0,0.0,Morocco,2019, Africa Cup of Nations
Leonel,270,33.3,0.0,0.0,Mozambique,2019, Africa Cup of Nations qualification
Kyaw Zin Htet,360,50.0,0.0,0.0,Myanmar,2019, AFC Asian Cup qualification
Loydt Kazapua,270,0.0,0.0,0.0,Namibia,2019, Africa Cup of Nations
Kiran Chemjong,525,33.3,0.0,0.0,Nepal,2019, AFC Asian Cup qualification
Raymond Saihuliwa,90,0.0,0.0,0.0,New,2019, Friendlies (M)
Stefan Marinovic,90,0.0,0.0,0.0,New,2019, Friendlies (M)
Henry Maradiaga,180,0.0,0.0,0.0,Nicaragua,2019, Gold Cup
Daniel Akpeyi,450,40.0,0.0,0.0,Nigeria,2019, Africa Cup of Nations
Kassaly Daouda,540,16.7,2.0,0.0,Niger,2019, Africa Cup of Nations qualification
Michael McGovern,113,100.0,0.0,0.0,Northern,2019, Friendlies (M)
Faiz Al-Rushaidi,360,0.0,0.0,0.0,Oman,2019, Asian Cup
Rami Hamada,270,66.7,0.0,0.0,Palestine,2019, Asian Cup
Luis Mejia,270,33.3,0.0,0.0,Panama,2019, Gold Cup
Gatito Fernandez,390,25.0,0.0,0.0,Paraguay,2019, Copa América
Pedro Gallese,570,50.0,2.0,0.0,Peru,2019, Copa América
Michael Falkesgaard,270,0.0,0.0,0.0,Philippines,2019, Asian Cup
Angel Molinari,90,0.0,0.0,0.0,Puerto,2019, Friendlies (M)
Saad Al Sheeb,630,85.7,0.0,0.0,Qatar,2019, Asian Cup
Mark Travers,100,0.0,0.0,0.0,Republic,2019, Friendlies (M)
Yves Kimenyi,360,0.0,0.0,0.0,Rwanda,2019, Africa Cup of Nations qualification
Dwayne Sandy,90,100.0,0.0,0.0,Saint,2019, Friendlies (M)
Mohammed Al-Owais,360,50.0,1.0,0.0,Saudi,2019, Asian Cup
Alfred Gomis,480,80.0,1.0,0.0,Senegal,2019, Africa Cup of Nations
Marko Dmitrovic,90,0.0,0.0,0.0,Serbia,2019, Friendlies (M)
Jerome Dingwall,360,25.0,0.0,0.0,Seychelles,2019, Africa Cup of Nations qualification
Hassan Sunny,540,16.7,0.0,0.0,Singapore,2019, AFC Asian Cup qualification
Dominik Greif,135,0.0,0.0,0.0,Slovakia,2019, Friendlies (M)
Philip Mango,270,33.3,0.0,0.0,Solomon,2019, Friendlies (M)
Ronwen Williams,360,25.0,0.0,0.0,South,2019, Africa Cup of Nations
Juma Jenaro,630,14.3,0.0,0.0,South,2019, Africa Cup of Nations qualification
Sujan Perera,180,0.0,0.0,0.0,Sri,2019, Friendlies (M)
Younis El Tayeb,180,0.0,0.0,0.0,Sudan,2019, Africa Cup of Nations qualification
Ibrahim Alma,270,33.3,0.0,0.0,Syria,2019, Asian Cup
Gi,90,0.0,0.0,0.0,São,2019, Africa Cup of Nations qualification
Teave Teamotuaitau,90,0.0,0.0,0.0,Tahiti,2019, Friendlies (M)
Abduazizov Mahkamov,630,42.9,0.0,0.0,Tajikistan,2019, AFC Asian Cup qualification
Aishi Manula,180,0.0,0.0,0.0,Tanzania,2019, Africa Cup of Nations
Siwarak Tedsungnoen,270,33.3,0.0,0.0,Thailand,2019, Asian Cup
Ramos Maxanches,357,0.0,0.0,0.0,Timor-Leste,2019, AFC Asian Cup qualification
Sabirou Bassa Djeri,540,33.3,0.0,0.0,Togo,2019, Africa Cup of Nations qualification
Marvin Phillip,180,0.0,0.0,0.0,Trinidad,2019, Gold Cup
Mouez Hassen,510,40.0,1.0,0.0,Tunisia,2019, Africa Cup of Nations
Sinan Bolat,90,100.0,0.0,0.0,Turkey,2019, Friendlies (M)
Mammet Orazmuhammedow,270,0.0,0.0,0.0,Turkmenistan,2019, Asian Cup
Pendieno Brooks,90,0.0,0.0,0.0,Turks,2019, Friendlies (M)
Denis Onyango,342,25.0,1.0,0.0,Uganda,2019, Africa Cup of Nations
Andriy Lunin,180,50.0,0.0,0.0,Ukraine,2019, Friendlies (M)
Khalid Eisa,570,33.3,0.0,0.0,United,2019, Asian Cup
Zack Steffen,450,60.0,0.0,0.0,United,2019, Gold Cup
Fernando Muslera,390,75.0,0.0,0.0,Uruguay,2019, Copa América
Ignatiy Nesterov,390,50.0,0.0,0.0,Uzbekistan,2019, Asian Cup
Dick Taiwia,180,50.0,0.0,0.0,Vanuatu,2019, Friendlies (M)
Wuilker Farinez,360,50.0,0.0,0.0,Venezuela,2019, Copa América
ang Van Lam,480,20.0,0.0,0.0,Vietnam,2019, Asian Cup
Danny Ward,135,100.0,0.0,0.0,Wales,2019, Friendlies (M)
Saoud Al Sowadi,180,0.0,0.0,0.0,Yemen,2019, Asian Cup
Kennedy Mweene,450,0.0,0.0,0.0,Zambia,2019, Africa Cup of Nations qualification
Elvis Chipezeze,100,0.0,0.0,0.0,Zimbabwe,2019, Africa Cup of Nations
Etrit Berisha,45,0.0,0.0,0.0,Albania,2020, Friendlies (M)
Rais M'Bolhi,90,0.0,0.0,0.0,Algeria,2020, Friendlies (M)
Josep Gomes,154,0.0,0.0,0.0,Andorra,2020, Friendlies (M)
Pavao Pervan,180,50.0,0.0,0.0,Austria,2020, Friendlies (M)
Emil Balayev,90,100.0,0.0,0.0,Azerbaijan,2020, Friendlies (M)
Ebrahim Lutfalla,90,100.0,0.0,0.0,Bahrain,2020, Friendlies (M)
Ashraful Islam Rana,90,100.0,0.0,0.0,Bangladesh,2020, Friendlies (M)
Liam Brathwaite,90,0.0,0.0,0.0,Barbados,2020, Friendlies (M)
Anton Chichkan,90,0.0,0.0,0.0,Belarus,2020, Friendlies (M)
Simon Mignolet,166,0.0,0.0,0.0,Belgium,2020, Friendlies (M)
Fabien Farnolle,45,100.0,0.0,0.0,Benin,2020, Friendlies (M)
Tahj Bell,90,0.0,0.0,0.0,Bermuda,2020, Friendlies (M)
Jasmin Buric,21,0.0,0.0,0.0,Bosnia,2020, Friendlies (M)
Georgi Georgiev,90,0.0,0.0,0.0,Bulgaria,2020, Friendlies (M)
Herve Koffi,180,50.0,0.0,0.0,Burkina,2020, Friendlies (M)
Onesime Rukundo,90,100.0,0.0,0.0,Burundi,2020, Friendlies (M)
Fabrice Ondoa,90,100.0,0.0,0.0,Cameroon,2020, Friendlies (M)
Maxime Crepeau,270,0.0,0.0,0.0,Canada,2020, Friendlies (M)
Mario Evora,90,0.0,0.0,0.0,Cape,2020, Friendlies (M)
Mathieu Adoassou,90,0.0,0.0,0.0,Chad,2020, Friendlies (M)
Ali Ahamada,90,0.0,0.0,0.0,Comoros,2020, Friendlies (M)
Joel Kiassumbua,180,0.0,0.0,0.0,Congo,2020, Friendlies (M)
Christoffer Mafoumbi,90,0.0,0.0,0.0,Congo,2020, Friendlies (M)
Minor Alvarez,180,0.0,0.0,0.0,Costa,2020, Friendlies (M)
Dominik Livakovic,90,0.0,0.0,0.0,Croatia,2020, Friendlies (M)
Demetris Demetriou,90,0.0,0.0,0.0,Cyprus,2020, Friendlies (M)
Tomas Koubek,90,0.0,0.0,0.0,Czech,2020, Friendlies (M)
Sylvain Gbohouo,180,0.0,0.0,0.0,Côte,2020, Friendlies (M)
Oliver Christensen,90,100.0,0.0,0.0,Denmark,2020, Friendlies (M)
Henry Hernandez,90,0.0,0.0,0.0,El,2020, Friendlies (M)
Nick Pope,135,100.0,0.0,0.0,England,2020, Friendlies (M)
Matvei Igonen,90,0.0,0.0,0.0,Estonia,2020, Friendlies (M)
Teitur Gestsson,90,0.0,0.0,0.0,Faroe,2020, Friendlies (M)
Jesse Joronen,180,50.0,0.0,0.0,Finland,2020, Friendlies (M)
Steve Mandanda,135,0.0,0.0,0.0,France,2020, Friendlies (M)
Anthony Mfa Mezui,90,0.0,0.0,0.0,Gabon,2020, Friendlies (M)
Baboucarr Gaye,90,100.0,0.0,0.0,Gambia,2020, Friendlies (M)
Bernd Leno,90,0.0,0.0,0.0,Germany,2020, Friendlies (M)
Razak Abalora,90,0.0,0.0,0.0,Ghana,2020, Friendlies (M)
Kyle Goldwin,180,0.0,0.0,0.0,Gibraltar,2020, Friendlies (M)
Vasilios Barkas,90,0.0,0.0,0.0,Greece,2020, Friendlies (M)
Ricardo Jerez Jr.,180,0.0,0.0,0.0,Guatemala,2020, Friendlies (M)
Jonas Mendes,90,100.0,0.0,0.0,Guinea-Bissau,2020, Friendlies (M)
Aly Keita,90,0.0,0.0,0.0,Guinea,2020, Friendlies (M)
Luis Lopez Fernandez,180,0.0,0.0,0.0,Honduras,2020, Friendlies (M)
Hannes or Halldorsson,180,100.0,0.0,0.0,Iceland,2020, Friendlies (M)
Amir Abedzadeh,90,100.0,0.0,0.0,Iran,2020, Friendlies (M)
Mohammed Hameed Farhan,90,0.0,0.0,0.0,Iraq,2020, Friendlies (M)
Salvatore Sirigu,156,100.0,0.0,0.0,Italy,2020, Friendlies (M)
Dwayne Miller,135,0.0,1.0,0.0,Jamaica,2020, Friendlies (M)
Shuichi Gonda,180,100.0,0.0,0.0,Japan,2020, Friendlies (M)
Abdallah Al Fakhori,178,100.0,0.0,0.0,Jordan,2020, Friendlies (M)
Dmytro Nepohodov,90,100.0,0.0,0.0,Kazakhstan,2020, Friendlies (M)
Ian Otieno,90,0.0,0.0,0.0,Kenya,2020, Friendlies (M)
Gu Sung-yun,135,0.0,0.0,0.0,Korea,2020, Friendlies (M)
Arijanet Muric,90,0.0,0.0,0.0,Kosovo,2020, Friendlies (M)
Roberts Ozols,180,50.0,0.0,0.0,Latvia,2020, Friendlies (M)
Ali Daher,90,0.0,0.0,0.0,Lebanon,2020, Friendlies (M)
Ahmed Azzaqeh,90,0.0,0.0,0.0,Libya,2020, Friendlies (M)
Thomas Hobi,90,0.0,0.0,0.0,Liechtenstein,2020, Friendlies (M)
Tomas Svedkauskas,180,0.0,0.0,0.0,Lithuania,2020, Friendlies (M)
Anthony Moris,90,0.0,0.0,0.0,Luxembourg,2020, Friendlies (M)
Melvin Adrien,90,0.0,0.0,0.0,Madagascar,2020, Friendlies (M)
Ernest Kakhobwe,90,100.0,0.0,0.0,Malawi,2020, Friendlies (M)
Djigui Diarra,90,100.0,0.0,0.0,Mali,2020, Friendlies (M)
Jake Galea,180,100.0,0.0,0.0,Malta,2020, Friendlies (M)
Babacar Diop,90,0.0,0.0,0.0,Mauritania,2020, Friendlies (M)
Hugo Gonzalez Duran,180,50.0,0.0,0.0,Mexico,2020, Friendlies (M)
Stanislav Namasco,135,100.0,0.0,0.0,Moldova,2020, Friendlies (M)
Danijel Petkovic,180,50.0,0.0,0.0,Montenegro,2020, Friendlies (M)
Yassine Bounou,90,0.0,0.0,0.0,Morocco,2020, Friendlies (M)
Guirrugo,90,0.0,0.0,0.0,Mozambique,2020, Friendlies (M)
Virgil Vries,90,0.0,0.0,0.0,Namibia,2020, Friendlies (M)
Kiran Chemjong,180,50.0,0.0,0.0,Nepal,2020, Friendlies (M)
Marco Bizot,90,0.0,0.0,0.0,Netherlands,2020, Friendlies (M)
Denis Espinoza,180,50.0,0.0,0.0,Nicaragua,2020, Friendlies (M)
Maduka Okoye,180,0.0,0.0,0.0,Nigeria,2020, Friendlies (M)
Kassaly Daouda,180,100.0,0.0,0.0,Niger,2020, Friendlies (M)
Jose Calderon,180,100.0,0.0,0.0,Panama,2020, Friendlies (M)
Bartomiej Dragowski,90,0.0,0.0,0.0,Poland,2020, Friendlies (M)
Anthony Lopes,90,100.0,0.0,0.0,Portugal,2020, Friendlies (M)
Meshaal Barsham,180,0.0,0.0,0.0,Qatar,2020, Friendlies (M)
Darren Randolph,90,0.0,0.0,0.0,Republic,2020, Friendlies (M)
David Lazar,90,0.0,1.0,0.0,Romania,2020, Friendlies (M)
Soslan Dzhanayev,90,0.0,0.0,0.0,Russia,2020, Friendlies (M)
Simone Benedettini,180,0.0,0.0,0.0,San,2020, Friendlies (M)
Mohammed Al Yami,180,50.0,0.0,0.0,Saudi,2020, Friendlies (M)
Bingourou Kamara,90,0.0,0.0,0.0,Senegal,2020, Friendlies (M)
Unisa Conteh,90,0.0,0.0,0.0,Sierra,2020, Friendlies (M)
Vid Belec,180,100.0,0.0,0.0,Slovenia,2020, Friendlies (M)
Darren Keet,90,0.0,0.0,0.0,South,2020, Friendlies (M)
Kepa Arrizabalaga,90,100.0,0.0,0.0,Spain,2020, Friendlies (M)
Ali Aboeshren,90,0.0,0.0,0.0,Sudan,2020, Friendlies (M)
Karl-Johan Johnsson,90,0.0,0.0,0.0,Sweden,2020, Friendlies (M)
Yvon Mvogo,90,0.0,0.0,0.0,Switzerland,2020, Friendlies (M)
Ibrahim Alma,90,100.0,0.0,0.0,Syria,2020, Friendlies (M)
Sohrux Kirgizboev,180,0.0,0.0,0.0,Tajikistan,2020, Friendlies (M)
David Mapigano,90,0.0,0.0,0.0,Tanzania,2020, Friendlies (M)
Malcolm Barcola,90,0.0,0.0,0.0,Togo,2020, Friendlies (M)
Moez Ben Cherifia,90,100.0,0.0,0.0,Tunisia,2020, Friendlies (M)
Ugurcan Cakr,90,0.0,0.0,0.0,Turkey,2020, Friendlies (M)
Heorhiy Bushchan,90,0.0,0.0,0.0,Ukraine,2020, Friendlies (M)
Khalid Eisa,180,0.0,0.0,0.0,United,2020, Friendlies (M)
Zack Steffen,180,50.0,0.0,0.0,United,2020, Friendlies (M)
Abduvahid Nematov,360,0.0,1.0,0.0,Uzbekistan,2020, Friendlies (M)
Wayne Hennessey,90,0.0,0.0,0.0,Wales,2020, Friendlies (M)
Sebastian Mwange,180,0.0,0.0,0.0,Zambia,2020, Friendlies (M)
Talbert Shumba,90,100.0,0.0,0.0,Zimbabwe,2020, Friendlies (M)
Etrit Berisha,360,50.0,0.0,0.0,Albania,2020-2021, UEFA Nations League
Josep Gomes,540,33.3,2.0,0.0,Andorra,2020-2021, UEFA Nations League
David Yurchenko,540,33.3,0.0,0.0,Armenia,2020-2021, UEFA Nations League
Pavao Pervan,360,50.0,0.0,0.0,Austria,2020-2021, UEFA Nations League
Emil Balayev,270,33.3,0.0,0.0,Azerbaijan,2020-2021, UEFA Nations League
Yahor Hatkevich,270,33.3,0.0,0.0,Belarus,2020-2021, UEFA Nations League
Thibaut Courtois,360,25.0,0.0,0.0,Belgium,2020-2021, UEFA Nations League
Ibrahim Sehic,360,25.0,0.0,0.0,Bosnia,2020-2021, UEFA Nations League
Martin Lukov,270,33.3,0.0,0.0,Bulgaria,2020-2021, UEFA Nations League
Dominik Livakovic,540,0.0,0.0,0.0,Croatia,2020-2021, UEFA Nations League
Demetris Demetriou,270,33.3,0.0,1.0,Cyprus,2020-2021, UEFA Nations League
Tomas Vaclik,405,40.0,0.0,0.0,Czech,2020-2021, UEFA Nations League
Kasper Schmeichel,495,50.0,0.0,0.0,Denmark,2020-2021, UEFA Nations League
Jordan Pickford,540,50.0,0.0,1.0,England,2020-2021, UEFA Nations League
Karl Jakob Hein,540,16.7,0.0,0.0,Estonia,2020-2021, UEFA Nations League
Teitur Gestsson,450,40.0,0.0,0.0,Faroe,2020-2021, UEFA Nations League
Lukas Hradecky,540,50.0,0.0,1.0,Finland,2020-2021, UEFA Nations League
Hugo Lloris,720,37.5,0.0,0.0,France,2020-2021, UEFA Nations League
Giorgi Loria,360,50.0,0.0,0.0,Georgia,2020-2021, UEFA Nations League
Manuel Neuer,360,0.0,0.0,0.0,Germany,2020-2021, UEFA Nations League
Dayle Coleing,270,66.7,0.0,0.0,Gibraltar,2020-2021, UEFA Nations League
Odisseas Vlachodimos,360,100.0,0.0,0.0,Greece,2020-2021, UEFA Nations League
Denes Dibusz,270,66.7,0.0,0.0,Hungary,2020-2021, UEFA Nations League
Hannes or Halldorsson,225,0.0,0.0,0.0,Iceland,2020-2021, UEFA Nations League
Ofir Marciano,540,16.7,0.0,0.0,Israel,2020-2021, UEFA Nations League
Gianluigi Donnarumma,720,50.0,0.0,0.0,Italy,2020-2021, UEFA Nations League
Stas Pokatilov,540,33.3,0.0,0.0,Kazakhstan,2020-2021, UEFA Nations League
Arijanet Muric,360,25.0,0.0,1.0,Kosovo,2020-2021, UEFA Nations League
Pavels Steinbors,360,25.0,0.0,0.0,Latvia,2020-2021, UEFA Nations League
Benjamin Buchel,270,66.7,0.0,0.0,Liechtenstein,2020-2021, UEFA Nations League
Tomas Svedkauskas,450,40.0,0.0,0.0,Lithuania,2020-2021, UEFA Nations League
Anthony Moris,450,20.0,0.0,0.0,Luxembourg,2020-2021, UEFA Nations League
Henry Bonello,540,33.3,0.0,0.0,Malta,2020-2021, UEFA Nations League
Stanislav Namasco,360,0.0,0.0,0.0,Moldova,2020-2021, UEFA Nations League
Milan Mijatovic,540,83.3,0.0,0.0,Montenegro,2020-2021, UEFA Nations League
Jasper Cillessen,360,50.0,0.0,0.0,Netherlands,2020-2021, UEFA Nations League
Damjan Siskovski,470,0.0,0.0,0.0,North,2020-2021, UEFA Nations League
Bailey Peacock-Farrell,270,0.0,0.0,0.0,Northern,2020-2021, UEFA Nations League
Rune Jarstein,270,33.3,0.0,0.0,Norway,2020-2021, UEFA Nations League
ukasz Fabianski,270,33.3,0.0,0.0,Poland,2020-2021, UEFA Nations League
Rui Patricio,360,50.0,0.0,0.0,Portugal,2020-2021, UEFA Nations League
