,NomDesClubs,lienClubDetails,SexeDuClub,divisionDuClub,linkDivisionDetail,DebutSaisonSave,DerniereSaisonSave,NombreDeCompetitionJoue,nombreDePremierePlace
0,Besa Kavajë,https://fbref.com/fr/equipes/2fdee617/historique/Stats-et-historique-de-Besa-Kavaje,H, -- no info -- ,pas de détails ,2007-2008,2010-2011,0,
0,FK Kukësi,https://fbref.com/fr/equipes/f1e85b1e/historique/Stats-et-historique-de-FK-Kukesi,H, -- no info -- ,pas de détails ,2013-2014,2020-2021,0,
0,FK Partizani Tirana,https://fbref.com/fr/equipes/3ba2fddf/historique/Stats-et-historique-de-FK-Partizani-Tirana,H, -- no info -- ,pas de détails ,1990-1991,2021-2022,0,0
0,FK Tomori Berat,https://fbref.com/fr/equipes/fc4db0b4/historique/Stats-et-historique-de-FK-Tomori-Berat,H, -- no info -- ,pas de détails ,2000-2001,2000-2001,0,
0,Flamurtari Vlorë,https://fbref.com/fr/equipes/3d81ccdb/historique/Stats-et-historique-de-Flamurtari-Vlore,H, -- no info -- ,pas de détails ,1991-1992,2014-2015,0,0
0,KF Bylis Ballsh,https://fbref.com/fr/equipes/bc8abb97/historique/Stats-et-historique-de-Bylis,H, -- no info -- ,pas de détails ,1999-2000,1999-2000,0,
0,KF Elbasani,https://fbref.com/fr/equipes/ddab4421/historique/Stats-et-historique-de-KF-Elbasani,H, -- no info -- ,pas de détails ,2005-2006,2006-2007,0,
0,KF Feronikeli,https://fbref.com/fr/equipes/abffa138/historique/Stats-et-historique-de-KF-Feronikeli,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,
0,KF Laçi,https://fbref.com/fr/equipes/7a40cd8b/historique/Stats-et-historique-de-KF-Laci,H, -- no info -- ,pas de détails ,2010-2011,2021-2022,0,
0,KF Skënderbeu Korçë,https://fbref.com/fr/equipes/df526548/historique/Stats-et-historique-de-KF-Skenderbeu-Korce,H, -- no info -- ,pas de détails ,2011-2012,2017-2018,0,0
0,KF Teuta Durrës,https://fbref.com/fr/equipes/2b924bc5/historique/Stats-et-historique-de-KF-Teuta-Durres,H, -- no info -- ,pas de détails ,1994-1995,2021-2022,0,
0,KF Tirana,https://fbref.com/fr/equipes/83310fa5/historique/Stats-et-historique-de-KF-Tirana,H, -- no info -- ,pas de détails ,1995-1996,2020-2021,0,
0,KF Vllaznia Shkodër,https://fbref.com/fr/equipes/d8deaf72/historique/Stats-et-historique-de-Vllaznia-Shkoder,F, -- no info -- ,pas de détails ,2014-2015,2021-2022,0,0
0,KF Vllaznia Shkodër,https://fbref.com/fr/equipes/e3a68c8b/historique/Stats-et-historique-de-KF-Vllaznia-Shkoder,H, -- no info -- ,pas de détails ,1991-1992,2021-2022,0,0
0,KS Dinamo Tirana,https://fbref.com/fr/equipes/d1c1d627/historique/Stats-et-historique-de-KS-Dinamo-Tirana,H, -- no info -- ,pas de détails ,1990-1991,2010-2011,0,0
0,Luftëtari Gjirokastër,https://fbref.com/fr/equipes/0e3f0159/historique/Stats-et-historique-de-Luftetari-Gjirokaster,H, -- no info -- ,pas de détails ,2018-2019,2018-2019,0,
0,CE Principat,https://fbref.com/fr/equipes/38120ffa/historique/Stats-et-historique-de-CE-Principat,H, -- no info -- ,pas de détails ,1997-1998,1999-2000,0,
0,Constel·lació Esportiva,https://fbref.com/fr/equipes/4c7d11b8/historique/Stats-et-historique-de-Constellacio-Esportiva,H, -- no info -- ,pas de détails ,2000-2001,2000-2001,0,
0,FC Encamp,https://fbref.com/fr/equipes/70ee5e92/historique/Stats-et-historique-de-FC-Encamp,H, -- no info -- ,pas de détails ,2002-2003,2002-2003,0,
0,FC Lusitanos,https://fbref.com/fr/equipes/857b60c3/historique/Stats-et-historique-de-FC-Lusitanos,H, -- no info -- ,pas de détails ,2010-2011,2016-2017,0,
0,FC Rànger's,https://fbref.com/fr/equipes/f654070c/historique/Stats-et-historique-de-FC-Rangers,H, -- no info -- ,pas de détails ,2006-2007,2007-2008,0,
0,FC Santa Coloma,https://fbref.com/fr/equipes/9549dc95/historique/Stats-et-historique-de-FC-Santa-Coloma,H, -- no info -- ,pas de détails ,2001-2002,2021-2022,0,
0,Inter Club d'Escaldes,https://fbref.com/fr/equipes/fb45dbb9/historique/Stats-et-historique-de-Inter-dEscaldes,H, -- no info -- ,pas de détails ,2020-2021,2021-2022,0,
0,UE Engordany,https://fbref.com/fr/equipes/b784c866/historique/Stats-et-historique-de-UE-Engordany,H, -- no info -- ,pas de détails ,2018-2019,2020-2021,0,
0,UE Sant Julià,https://fbref.com/fr/equipes/78816dd0/historique/Stats-et-historique-de-UE-Sant-Julia,H, -- no info -- ,pas de détails ,2005-2006,2021-2022,0,
0,UE Santa Coloma,https://fbref.com/fr/equipes/84a33cca/historique/Stats-et-historique-de-UE-Santa-Coloma,H, -- no info -- ,pas de détails ,2010-2011,2017-2018,0,
0,Antigua Barracuda FC,https://fbref.com/fr/equipes/19d27917/historique/Stats-et-historique-de-Antigua-Barracuda,H, -- no info -- ,pas de détails ,2011,2013,3,0
0,Aldosivi,https://fbref.com/fr/equipes/e5927bd8/historique/Stats-et-historique-de-Aldosivi,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2015,2021,6,
0,Argentinos Juniors,https://fbref.com/fr/equipes/d01a653b/historique/Stats-et-historique-de-Argentinos-Juniors,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2015,2021,6,0
0,Arsenal de Sarandí,https://fbref.com/fr/equipes/4bee7ba3/historique/Stats-et-historique-de-Arsenal-de-Saafradi,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,7,0
0,Atlético de Rafaela,https://fbref.com/fr/equipes/4fae5bbb/historique/Stats-et-historique-de-Atletico-de-Rafaela,H, -- no info -- ,pas de détails ,2014,2016-2017,4,
0,Atlético Tucumán,https://fbref.com/fr/equipes/42a1ab8b/historique/Stats-et-historique-de-Atletico-Tucuman,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2016,2021,6,0
0,Boca Juniors,https://fbref.com/fr/equipes/795ca75e/historique/Stats-et-historique-de-Boca-Juniors,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,8,4
0,CA Banfield,https://fbref.com/fr/equipes/06c1606c/historique/Stats-et-historique-de-Banfield,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,8,0
0,CA Colón,https://fbref.com/fr/equipes/2d84bb17/historique/Stats-et-historique-de-Colon,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2015,2021,7,0
0,CA Huracán,https://fbref.com/fr/equipes/1d3d37ae/historique/Stats-et-historique-de-Huracan,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2015,2021,7,0
0,CA Independiente,https://fbref.com/fr/equipes/40bb0ce9/historique/Stats-et-historique-de-Independiente,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,8,0
0,CA Lanús,https://fbref.com/fr/equipes/11b6dba8/historique/Stats-et-historique-de-Lanus,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,8,1
0,CA River Plate,https://fbref.com/fr/equipes/ef99c78c/historique/Stats-et-historique-de-River-Plate,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,8,0
0,CA San Lorenzo de Almagro,https://fbref.com/fr/equipes/66da6009/historique/Stats-et-historique-de-San-Lorenzo,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,8,0
0,CA Talleres,https://fbref.com/fr/equipes/ceda2145/historique/Stats-et-historique-de-Talleres,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2016-2017,2021,5,0
0,CA Tigre,https://fbref.com/fr/equipes/0e92bf17/historique/Stats-et-historique-de-Tigre,H, -- no info -- ,pas de détails ,2014,2020,6,0
0,CA Vélez Sarsfield,https://fbref.com/fr/equipes/41c139b6/historique/Stats-et-historique-de-Velez-Sarsfield,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,8,0
0,Central Córdoba de Santiago del Estero,https://fbref.com/fr/equipes/9aa97c75/historique/Stats-et-historique-de-Central-Cordoba-de-Santiago-del-Estero,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2019-2020,2021,2,
0,Chacarita Juniors,https://fbref.com/fr/equipes/aa68918c/historique/Stats-et-historique-de-Chacarita-Juniors,H, -- no info -- ,pas de détails ,2017-2018,2017-2018,1,
0,Club Atlético Belgrano,https://fbref.com/fr/equipes/7765008b/historique/Stats-et-historique-de-Club-Atletico-Belgrano,H, -- no info -- ,pas de détails ,2014,2018-2019,6,0
0,Club Atlético Nueva Chicago,https://fbref.com/fr/equipes/7a0e4da8/historique/Stats-et-historique-de-Club-Atletico-Nueva-Chicago,H, -- no info -- ,pas de détails ,2015,2015,1,
0,Club Atlético Patronato,https://fbref.com/fr/equipes/0e6891d5/historique/Stats-et-historique-de-Club-Atletico-Patronato,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2016,2021,6,
0,Club Atlético Platense,https://fbref.com/fr/equipes/3cbfa767/historique/Stats-et-historique-de-Club-Atletico-Platense,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2021,2021,1,
0,Club Atlético Sarmiento,https://fbref.com/fr/equipes/e9ae80b7/historique/Stats-et-historique-de-Club-Atletico-Sarmiento,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2015,2021,4,
0,Club Atlético Temperley,https://fbref.com/fr/equipes/a644a94b/historique/Stats-et-historique-de-Club-Atletico-Temperley,H, -- no info -- ,pas de détails ,2015,2017-2018,4,
0,Club Olimpo,https://fbref.com/fr/equipes/7ce29752/historique/Stats-et-historique-de-Club-Olimpo,H, -- no info -- ,pas de détails ,2014,2017-2018,5,
0,Crucero del Norte,https://fbref.com/fr/equipes/5109d3b7/historique/Stats-et-historique-de-Crucero-del-Norte,H, -- no info -- ,pas de détails ,2015,2015,1,
0,Defensa y Justicia,https://fbref.com/fr/equipes/a4570206/historique/Stats-et-historique-de-Defensa-y-Justicia,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,8,0
0,Estudiantes de La Plata,https://fbref.com/fr/equipes/df734df9/historique/Stats-et-historique-de-Estudiantes,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,8,0
0,Gimnasia y Esgrima,https://fbref.com/fr/equipes/950a95f2/historique/Stats-et-historique-de-Gimnasia,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,8,0
0,Godoy Cruz Antonio Tomba,https://fbref.com/fr/equipes/ac9a09b4/historique/Stats-et-historique-de-Godoy-Cruz,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,8,0
0,Newell's Old Boys,https://fbref.com/fr/equipes/9bf4eaf4/historique/Stats-et-historique-de-Newells-Old-Boys,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,8,0
0,Quilmes AC,https://fbref.com/fr/equipes/96876fbd/historique/Stats-et-historique-de-Quilmes,H, -- no info -- ,pas de détails ,2014,2016-2017,4,
0,Racing Club,https://fbref.com/fr/equipes/8e20e13d/historique/Stats-et-historique-de-Racing-Club,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,8,2
0,Rosario Central,https://fbref.com/fr/equipes/87a920fa/historique/Stats-et-historique-de-Rosario-Central,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2014,2021,8,0
0,San Martín de San Juan,https://fbref.com/fr/equipes/d7a2603d/historique/Stats-et-historique-de-San-Martin-de-San-Juan,H, -- no info -- ,pas de détails ,2015,2018-2019,5,
0,San Martín de Tucumán,https://fbref.com/fr/equipes/7dd9e55f/historique/Stats-et-historique-de-San-Martin-de-Tucuman,H, -- no info -- ,pas de détails ,2018-2019,2018-2019,1,
0,Unión de Santa Fe,https://fbref.com/fr/equipes/5adc7e67/historique/Stats-et-historique-de-Union-de-Santa-Fe,H,Argentine Primera División,https://fbref.com/fr/comps/21/Statistiques-Liga-Profesional-de-Futbol,2015,2021,7,0
0,Alashkert FC,https://fbref.com/fr/equipes/571393d8/historique/Stats-et-historique-de-Alashkert-FC-Women,F, -- no info -- ,pas de détails ,2019-2020,2020-2021,0,
0,Alashkert FC,https://fbref.com/fr/equipes/e6232d10/historique/Stats-et-historique-de-Alashkert-FC,H, -- no info -- ,pas de détails ,2015-2016,2021-2022,0,0
0,Araks Ararat FC,https://fbref.com/fr/equipes/b6e38039/historique/Stats-et-historique-de-Araks-Ararat-FC,H, -- no info -- ,pas de détails ,1999-2000,2001-2002,0,
0,FC Ararat Yerevan,https://fbref.com/fr/equipes/a9a5c325/historique/Stats-et-historique-de-FC-Ararat-Yerevan,H, -- no info -- ,pas de détails ,1994-1995,2021-2022,0,
0,FC Ararat-Armenia,https://fbref.com/fr/equipes/85dbecd4/historique/Stats-et-historique-de-FC-Ararat-Armenia,H, -- no info -- ,pas de détails ,2019-2020,2020-2021,0,
0,FC Hayasa,https://fbref.com/fr/equipes/f1f7051d/historique/Stats-et-historique-de-FC-Hayasa,F, -- no info -- ,pas de détails ,2021-2022,2021-2022,0,
0,FC Mika,https://fbref.com/fr/equipes/9558d297/historique/Stats-et-historique-de-FC-Mika,H, -- no info -- ,pas de détails ,2000-2001,2014-2015,0,
0,FC Noah,https://fbref.com/fr/equipes/f2067074/historique/Stats-et-historique-de-FC-Noah,H, -- no info -- ,pas de détails ,2020-2021,2021-2022,0,
0,FC Pyunik,https://fbref.com/fr/equipes/03022534/historique/Stats-et-historique-de-FC-Pyunik,H, -- no info -- ,pas de détails ,1996-1997,2019-2020,0,
0,FC Shirak,https://fbref.com/fr/equipes/8771d9cd/historique/Stats-et-historique-de-FC-Shirak,H, -- no info -- ,pas de détails ,1995-1996,2020-2021,0,
0,FC Urartu,https://fbref.com/fr/equipes/f0e1ca42/historique/Stats-et-historique-de-Urartu,H, -- no info -- ,pas de détails ,1997-1998,2021-2022,0,
0,Gandzasar Kapan FC,https://fbref.com/fr/equipes/5f2630fb/historique/Stats-et-historique-de-Gandzasar-Kapan-FC,H, -- no info -- ,pas de détails ,2009-2010,2018-2019,0,
0,Spartak Yerevan FC,https://fbref.com/fr/equipes/2dad5b30/historique/Stats-et-historique-de-Spartak-Yerevan-FC,H, -- no info -- ,pas de détails ,2001-2002,2008-2009,0,
0,Ulisses FC,https://fbref.com/fr/equipes/3bc8afc5/historique/Stats-et-historique-de-Ulisses-FC,H, -- no info -- ,pas de détails ,2010-2011,2015-2016,0,
0,Zvartnots-AAL FC,https://fbref.com/fr/equipes/d15569be/historique/Stats-et-historique-de-Zvartnots-AAL-FC,H, -- no info -- ,pas de détails ,2002-2003,2002-2003,0,
0,Adelaide United FC,https://fbref.com/fr/equipes/772ed712/historique/Stats-et-historique-de-Adelaide-United-Women,F,A-League Women,https://fbref.com/fr/comps/196/Statistiques-W-League,2018-2019,2021-2022,4,
0,Adelaide United FC,https://fbref.com/fr/equipes/a4302376/historique/Stats-et-historique-de-Adelaide-United,H,A-League,https://fbref.com/fr/comps/65/Statistiques-A-League,2005-2006,2021-2022,17,1
0,Brisbane Roar FC,https://fbref.com/fr/equipes/3efc42c3/historique/Stats-et-historique-de-Brisbane-Roar,H,A-League,https://fbref.com/fr/comps/65/Statistiques-A-League,2005-2006,2021-2022,17,3
0,Brisbane Roar FC,https://fbref.com/fr/equipes/f60413f7/historique/Stats-et-historique-de-Brisbane-Roar-Women,F,A-League Women,https://fbref.com/fr/comps/196/Statistiques-W-League,2018-2019,2021-2022,4,
0,Canberra United FC,https://fbref.com/fr/equipes/a2fa3506/historique/Stats-et-historique-de-Canberra-United,F,A-League Women,https://fbref.com/fr/comps/196/Statistiques-W-League,2018-2019,2021-2022,4,
0,Central Coast Mariners FC,https://fbref.com/fr/equipes/605aca82/historique/Stats-et-historique-de-Central-Coast-Mariners,H,A-League,https://fbref.com/fr/comps/65/Statistiques-A-League,2005-2006,2021-2022,17,1
0,Gold Coast United FC,https://fbref.com/fr/equipes/d6535aa0/historique/Stats-et-historique-de-Gold-Coast-United,H, -- no info -- ,pas de détails ,2009-2010,2011-2012,3,0
0,Macarthur FC,https://fbref.com/fr/equipes/f951d655/historique/Stats-et-historique-de-Macarthur-FC,H,A-League,https://fbref.com/fr/comps/65/Statistiques-A-League,2020-2021,2021-2022,2,
0,Melbourne City FC,https://fbref.com/fr/equipes/31553c94/historique/Stats-et-historique-de-Melbourne-City,H,A-League,https://fbref.com/fr/comps/65/Statistiques-A-League,2010-2011,2021-2022,12,1
0,Melbourne City FC,https://fbref.com/fr/equipes/6082332e/historique/Stats-et-historique-de-Melbourne-City-Women,F,A-League Women,https://fbref.com/fr/comps/196/Statistiques-W-League,2018-2019,2021-2022,4,1
0,Melbourne Victory FC,https://fbref.com/fr/equipes/4f6d7ee7/historique/Stats-et-historique-de-Melbourne-Victory-Women,F,A-League Women,https://fbref.com/fr/comps/196/Statistiques-W-League,2018-2019,2021-2022,4,1
0,Melbourne Victory FC,https://fbref.com/fr/equipes/fbcd7d37/historique/Stats-et-historique-de-Melbourne-Victory,H,A-League,https://fbref.com/fr/comps/65/Statistiques-A-League,2005-2006,2021-2022,17,4
0,Newcastle Jets FC,https://fbref.com/fr/equipes/acd7ce24/historique/Stats-et-historique-de-Newcastle-Jets-Women,F,A-League Women,https://fbref.com/fr/comps/196/Statistiques-W-League,2018-2019,2021-2022,4,
0,Newcastle Jets FC,https://fbref.com/fr/equipes/f9e3296b/historique/Stats-et-historique-de-Newcastle-Jets,H,A-League,https://fbref.com/fr/comps/65/Statistiques-A-League,2005-2006,2021-2022,17,1
0,Northern Fury FC,https://fbref.com/fr/equipes/6a9b8ca0/historique/Stats-et-historique-de-Northern-Fury,H, -- no info -- ,pas de détails ,2009-2010,2010-2011,2,0
0,Perth Glory FC,https://fbref.com/fr/equipes/bae78cfe/historique/Stats-et-historique-de-Perth-Glory-Women,F,A-League Women,https://fbref.com/fr/comps/196/Statistiques-W-League,2018-2019,2021-2022,4,
0,Perth Glory FC,https://fbref.com/fr/equipes/f2b23808/historique/Stats-et-historique-de-Perth-Glory,H,A-League,https://fbref.com/fr/comps/65/Statistiques-A-League,2005-2006,2021-2022,17,0
0,Sydney FC,https://fbref.com/fr/equipes/2466c132/historique/Stats-et-historique-de-Sydney-FC,H,A-League,https://fbref.com/fr/comps/65/Statistiques-A-League,2005-2006,2021-2022,17,5
0,Sydney FC,https://fbref.com/fr/equipes/5903e501/historique/Stats-et-historique-de-Sydney-FC-Women,F,A-League Women,https://fbref.com/fr/comps/196/Statistiques-W-League,2018-2019,2021-2022,4,1
0,Western Sydney Wanderers FC,https://fbref.com/fr/equipes/25b31403/historique/Stats-et-historique-de-Western-Sydney-Wanderers-Women,F,A-League Women,https://fbref.com/fr/comps/196/Statistiques-W-League,2018-2019,2021-2022,4,
0,Western Sydney Wanderers FC,https://fbref.com/fr/equipes/38e60d08/historique/Stats-et-historique-de-Western-Sydney-Wanderers,H,A-League,https://fbref.com/fr/comps/65/Statistiques-A-League,2012-2013,2021-2022,10,0
0,Western United FC,https://fbref.com/fr/equipes/af4ccd77/historique/Stats-et-historique-de-Western-United-FC,H,A-League,https://fbref.com/fr/comps/65/Statistiques-A-League,2019-2020,2021-2022,3,
0,ASKÖ Pasching,https://fbref.com/fr/equipes/10e37306/historique/Stats-et-historique-de-ASKO-Pasching,H, -- no info -- ,pas de détails ,2003-2004,2006-2007,4,0
0,FC Admira Wacker Mödling,https://fbref.com/fr/equipes/d7d06475/historique/Stats-et-historique-de-Admira-Wacker-Modling,H,Austrian Football Bundesliga,https://fbref.com/fr/comps/56/Statistiques-Austrian-Bundesliga,1990-1991,2021-2022,14,0
0,FC Juniors OÖ,https://fbref.com/fr/equipes/b60eaba0/historique/Stats-et-historique-de-Juniors-OO,H, -- no info -- ,pas de détails ,2013-2014,2013-2014,0,
0,FC Kärnten,https://fbref.com/fr/equipes/54000477/historique/Stats-et-historique-de-FC-Karnten,H, -- no info -- ,pas de détails ,2001-2002,2003-2004,1,0
0,FC Linz,https://fbref.com/fr/equipes/811608bd/historique/Stats-et-historique-de-FC-Linz,H, -- no info -- ,pas de détails ,1999-2000,1999-2000,0,0
0,FC Red Bull Salzburg,https://fbref.com/fr/equipes/50f2a074/historique/Stats-et-historique-de-Red-Bull-Salzburg,H,Austrian Football Bundesliga,https://fbref.com/fr/comps/56/Statistiques-Austrian-Bundesliga,1992-1993,2021-2022,19,12
0,FC Tirol Innsbruck,https://fbref.com/fr/equipes/92819bd7/historique/Stats-et-historique-de-FC-Tirol-Innsbruck,H, -- no info -- ,pas de détails ,1990-1991,2001-2002,0,0
0,FC Wacker Innsbruck,https://fbref.com/fr/equipes/043cbd39/historique/Stats-et-historique-de-Wacker-Innsbruck,H, -- no info -- ,pas de détails ,2004-2005,2018-2019,9,0
0,FK Austria Wien,https://fbref.com/fr/equipes/ee0bccc5/historique/Stats-et-historique-de-Austria-Wien,H,Austrian Football Bundesliga,https://fbref.com/fr/comps/56/Statistiques-Austrian-Bundesliga,1991-1992,2021-2022,19,2
0,Grazer AK,https://fbref.com/fr/equipes/5750fe3b/historique/Stats-et-historique-de-Grazer-AK,H, -- no info -- ,pas de détails ,1996-1997,2006-2007,4,1
0,Kapfenberger SV,https://fbref.com/fr/equipes/7a131f8c/historique/Stats-et-historique-de-Kapfenberger,H, -- no info -- ,pas de détails ,2008-2009,2011-2012,4,0
0,LASK,https://fbref.com/fr/equipes/d20821dd/historique/Stats-et-historique-de-LASK,H,Austrian Football Bundesliga,https://fbref.com/fr/comps/56/Statistiques-Austrian-Bundesliga,2007-2008,2021-2022,9,0
0,SC Rheindorf Altach,https://fbref.com/fr/equipes/80beba99/historique/Stats-et-historique-de-Rheindorf-Altach,H,Austrian Football Bundesliga,https://fbref.com/fr/comps/56/Statistiques-Austrian-Bundesliga,2006-2007,2021-2022,11,0
0,SC Wiener Neustadt,https://fbref.com/fr/equipes/b35fb70b/historique/Stats-et-historique-de-Wiener-Neustadt,H, -- no info -- ,pas de détails ,2009-2010,2017-2018,6,0
0,Schwarz-Weiß Bregenz,https://fbref.com/fr/equipes/26478307/historique/Stats-et-historique-de-SW-Bregenz,H, -- no info -- ,pas de détails ,2003-2004,2004-2005,2,0
0,SK Austria Kärnten,https://fbref.com/fr/equipes/1b07e114/historique/Stats-et-historique-de-Austria-Karnten,H, -- no info -- ,pas de détails ,2007-2008,2009-2010,3,0
0,SK Austria Klagenfurt,https://fbref.com/fr/equipes/7030fffd/historique/Stats-et-historique-de-SK-Austria-Klagenfurt,H,Austrian Football Bundesliga,https://fbref.com/fr/comps/56/Statistiques-Austrian-Bundesliga,2020-2021,2021-2022,1,0
0,SK Rapid Wien,https://fbref.com/fr/equipes/912e4c40/historique/Stats-et-historique-de-Rapid-Wien,H,Austrian Football Bundesliga,https://fbref.com/fr/comps/56/Statistiques-Austrian-Bundesliga,1990-1991,2021-2022,19,2
0,SK Sturm Graz,https://fbref.com/fr/equipes/07787bf7/historique/Stats-et-historique-de-Sturm-Graz-Women,F, -- no info -- ,pas de détails ,2016-2017,2019-2020,0,0
0,SK Sturm Graz,https://fbref.com/fr/equipes/3f4fe568/historique/Stats-et-historique-de-Sturm-Graz,H,Austrian Football Bundesliga,https://fbref.com/fr/comps/56/Statistiques-Austrian-Bundesliga,1991-1992,2021-2022,19,1
0,SKN St. Pölten,https://fbref.com/fr/equipes/f722bd04/historique/Stats-et-historique-de-St-Polten,H, -- no info -- ,pas de détails ,2014-2015,2020-2021,5,0
0,SKN St. Pölten Frauen,https://fbref.com/fr/equipes/3d377a8c/historique/Stats-et-historique-de-St-Polten-Women,F, -- no info -- ,pas de détails ,2015-2016,2021-2022,0,0
0,SV Grödig,https://fbref.com/fr/equipes/d40080b0/historique/Stats-et-historique-de-Grodig,H, -- no info -- ,pas de détails ,2013-2014,2015-2016,3,0
0,SV Mattersburg,https://fbref.com/fr/equipes/2ff6d16e/historique/Stats-et-historique-de-Mattersburg,H, -- no info -- ,pas de détails ,2003-2004,2019-2020,15,0
0,SV Neulengbach,https://fbref.com/fr/equipes/e21816f2/historique/Stats-et-historique-de-SV-Neulengbach,F, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,SV Ried,https://fbref.com/fr/equipes/8bb8811f/historique/Stats-et-historique-de-Ried,H,Austrian Football Bundesliga,https://fbref.com/fr/comps/56/Statistiques-Austrian-Bundesliga,2005-2006,2021-2022,14,0
0,TSV Hartberg,https://fbref.com/fr/equipes/f6d9c820/historique/Stats-et-historique-de-Hartberg,H,Austrian Football Bundesliga,https://fbref.com/fr/comps/56/Statistiques-Austrian-Bundesliga,2018-2019,2021-2022,4,
0,USC Landhaus Wien,https://fbref.com/fr/equipes/60942bd8/historique/Stats-et-historique-de-Landhaus,F, -- no info -- ,pas de détails ,2018-2019,2018-2019,0,
0,Wolfsberger AC,https://fbref.com/fr/equipes/426658a6/historique/Stats-et-historique-de-Wolfsberger-AC,H,Austrian Football Bundesliga,https://fbref.com/fr/comps/56/Statistiques-Austrian-Bundesliga,2012-2013,2021-2022,10,0
0,WSG Swarovski Tirol,https://fbref.com/fr/equipes/c63dd2d5/historique/Stats-et-historique-de-WSG-Tirol,H,Austrian Football Bundesliga,https://fbref.com/fr/comps/56/Statistiques-Austrian-Bundesliga,2019-2020,2021-2022,3,
0,Bakı Futbol Klubu,https://fbref.com/fr/equipes/c0423451/historique/Stats-et-historique-de-FC-Baku,H, -- no info -- ,pas de détails ,1998-1999,2012-2013,0,
0,Gabala FK,https://fbref.com/fr/equipes/a1962466/historique/Stats-et-historique-de-Gabala-FK,H, -- no info -- ,pas de détails ,2014-2015,2019-2020,0,0
0,Kapaz PFK,https://fbref.com/fr/equipes/820a1312/historique/Stats-et-historique-de-Kapaz-PFK,H, -- no info -- ,pas de détails ,1995-1996,2016-2017,0,
0,Karvan FK,https://fbref.com/fr/equipes/22cb7bb8/historique/Stats-et-historique-de-Karvan-FK,H, -- no info -- ,pas de détails ,2006-2007,2006-2007,0,
0,Keşla FK,https://fbref.com/fr/equipes/63866313/historique/Stats-et-historique-de-Kesla,H, -- no info -- ,pas de détails ,2008-2009,2021-2022,0,
0,Khazar Lankaran FK,https://fbref.com/fr/equipes/4b7f89f9/historique/Stats-et-historique-de-Khazar-Lankaran-FK,H, -- no info -- ,pas de détails ,2005-2006,2013-2014,0,
0,Khazri Buzovna,https://fbref.com/fr/equipes/238466fb/historique/Stats-et-historique-de-Khazri-Buzovna,H, -- no info -- ,pas de détails ,1996-1997,1996-1997,0,
0,Mil-Muğan FK,https://fbref.com/fr/equipes/e4b662ed/historique/Stats-et-historique-de-Mil-Mugan-FK,H, -- no info -- ,pas de détails ,2007-2008,2007-2008,0,
