,NomDesClubs,lienClubDetails,SexeDuClub,divisionDuClub,linkDivisionDetail,DebutSaisonSave,DerniereSaisonSave,NombreDeCompetitionJoue,nombreDePremierePlace
0,FC DAC 1904 Dunajská Streda,https://fbref.com/fr/equipes/b11bfada/historique/Stats-et-historique-de-FC-DAC-1904-Dunajska-Streda,H, -- no info -- ,pas de détails ,1993-1994,2021-2022,0,0
0,FC Nitra,https://fbref.com/fr/equipes/5e1f90f9/historique/Stats-et-historique-de-FC-Nitra,H, -- no info -- ,pas de détails ,2010-2011,2010-2011,0,
0,FC Petržalka,https://fbref.com/fr/equipes/6c6f5a68/historique/Stats-et-historique-de-FC-Petrzalka,H, -- no info -- ,pas de détails ,2003-2004,2008-2009,0,0
0,FC Senec,https://fbref.com/fr/equipes/bb384479/historique/Stats-et-historique-de-FC-Senec,H, -- no info -- ,pas de détails ,2002-2003,2002-2003,0,
0,FC Spartak Trnava,https://fbref.com/fr/equipes/c16f1fe7/historique/Stats-et-historique-de-FC-Spartak-Trnava,H, -- no info -- ,pas de détails ,1997-1998,2021-2022,0,0
0,FC ViOn Zlaté Moravce,https://fbref.com/fr/equipes/206819d8/historique/Stats-et-historique-de-FC-ViOn-Zlate-Moravce,H, -- no info -- ,pas de détails ,2007-2008,2007-2008,0,
0,FK AS Trenčín,https://fbref.com/fr/equipes/d8b8c85b/historique/Stats-et-historique-de-FK-AS-Trencin,H, -- no info -- ,pas de détails ,2013-2014,2018-2019,0,
0,FK Dukla Banská Bystrica,https://fbref.com/fr/equipes/8e74a7ad/historique/Stats-et-historique-de-FK-Dukla-Banska-Bystrica,H, -- no info -- ,pas de détails ,1999-2000,2010-2011,0,0
0,FK Inter Bratislava,https://fbref.com/fr/equipes/d74e7b7c/historique/Stats-et-historique-de-Inter-Bratislava,H, -- no info -- ,pas de détails ,1990-1991,2001-2002,0,0
0,FK Púchov,https://fbref.com/fr/equipes/fef1e1f7/historique/Stats-et-historique-de-FK-Puchov,H, -- no info -- ,pas de détails ,2001-2002,2003-2004,0,0
0,FK Senica,https://fbref.com/fr/equipes/a7105443/historique/Stats-et-historique-de-FK-Senica,H, -- no info -- ,pas de détails ,2011-2012,2013-2014,0,
0,FKM Nové Zámky,https://fbref.com/fr/equipes/9bce2125/historique/Stats-et-historique-de-FKM-Nove-Zamky,F, -- no info -- ,pas de détails ,2014-2015,2015-2016,0,
0,MFK Košice,https://fbref.com/fr/equipes/f75c6442/historique/Stats-et-historique-de-Kosice,H, -- no info -- ,pas de détails ,1995-1996,2014-2015,0,0
0,MFK Ružomberok,https://fbref.com/fr/equipes/356c100c/historique/Stats-et-historique-de-Ruzomberok,H, -- no info -- ,pas de détails ,2001-2002,2020-2021,0,0
0,MŠK Žilina,https://fbref.com/fr/equipes/e5dea1f1/historique/Stats-et-historique-de-MSK-Zilina,H, -- no info -- ,pas de détails ,2002-2003,2021-2022,0,0
0,Partizán Bardejov,https://fbref.com/fr/equipes/81541844/historique/Stats-et-historique-de-Bardejov,F, -- no info -- ,pas de détails ,2017-2018,2017-2018,0,
0,ŠK Slovan Bratislava,https://fbref.com/fr/equipes/ae7f2f70/historique/Stats-et-historique-de-SK-Slovan-Bratislava,H, -- no info -- ,pas de détails ,1991-1992,2021-2022,0,0
0,ŠK Slovan Bratislava Ženy,https://fbref.com/fr/equipes/1e209cf8/historique/Stats-et-historique-de-Slovan-Bratislava-Women,F, -- no info -- ,pas de détails ,2016-2017,2021-2022,0,
0,Spartak Myjava,https://fbref.com/fr/equipes/591295f1/historique/Stats-et-historique-de-Spartak-Myjava,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,
0,FC Koper,https://fbref.com/fr/equipes/253fffc4/historique/Stats-et-historique-de-FC-Koper,H, -- no info -- ,pas de détails ,2006-2007,2015-2016,0,
0,MNK Izola,https://fbref.com/fr/equipes/2b4daf91/historique/Stats-et-historique-de-MNK-Izola,H, -- no info -- ,pas de détails ,1992-1993,1992-1993,0,0
0,ND Gorica,https://fbref.com/fr/equipes/e404a61d/historique/Stats-et-historique-de-ND-Gorica,H, -- no info -- ,pas de détails ,1996-1997,2017-2018,0,0
0,NK Celje,https://fbref.com/fr/equipes/c56c28b0/historique/Stats-et-historique-de-NK-Celje,H, -- no info -- ,pas de détails ,2003-2004,2020-2021,0,0
0,NK Domžale,https://fbref.com/fr/equipes/8ac05d3e/historique/Stats-et-historique-de-NK-Domzale,H, -- no info -- ,pas de détails ,2005-2006,2021-2022,0,0
0,NK Interblock,https://fbref.com/fr/equipes/35225962/historique/Stats-et-historique-de-NK-Interblock,H, -- no info -- ,pas de détails ,2008-2009,2009-2010,0,
0,NK Maribor,https://fbref.com/fr/equipes/2aae7689/historique/Stats-et-historique-de-NK-Maribor,H, -- no info -- ,pas de détails ,1993-1994,2021-2022,0,0
0,NK Mura,https://fbref.com/fr/equipes/156c7079/historique/Stats-et-historique-de-NK-Mura,H, -- no info -- ,pas de détails ,1994-1995,2012-2013,0,
0,NK Olimpija Ljubljana,https://fbref.com/fr/equipes/892ab902/historique/Stats-et-historique-de-NK-Olimpija-Ljubljana,H, -- no info -- ,pas de détails ,1992-1993,2003-2004,0,0
0,NK Olimpija Ljubljana,https://fbref.com/fr/equipes/8ae75624/historique/Stats-et-historique-de-NK-Olimpija-Ljubljana,H, -- no info -- ,pas de détails ,2010-2011,2021-2022,0,
0,NK Primorje,https://fbref.com/fr/equipes/26556dc7/historique/Stats-et-historique-de-NK-Primorje,H, -- no info -- ,pas de détails ,2002-2003,2004-2005,0,0
0,NK Rudar Velenje,https://fbref.com/fr/equipes/933ac71c/historique/Stats-et-historique-de-NK-Rudar-Velenje,H, -- no info -- ,pas de détails ,2009-2010,2018-2019,0,
0,NŠ Mura,https://fbref.com/fr/equipes/43a5e45a/historique/Stats-et-historique-de-NS-Mura,H, -- no info -- ,pas de détails ,2019-2020,2021-2022,0,0
0,ŽNK Olimpija Ljubljana,https://fbref.com/fr/equipes/8318c196/historique/Stats-et-historique-de-Olimpija,F, -- no info -- ,pas de détails ,2017-2018,2018-2019,0,
0,ŽNK Pomurje,https://fbref.com/fr/equipes/b80262ea/historique/Stats-et-historique-de-Pomurje,F, -- no info -- ,pas de détails ,2014-2015,2021-2022,0,0
0,Ajax Cape Town FC,https://fbref.com/fr/equipes/022d492b/historique/Stats-et-historique-de-Ajax-Cape-Town,H, -- no info -- ,pas de détails ,2014-2015,2017-2018,4,
0,AmaZulu FC,https://fbref.com/fr/equipes/f1e61de0/historique/Stats-et-historique-de-AmaZulu,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2014-2015,2021-2022,6,
0,Baroka FC,https://fbref.com/fr/equipes/3772159d/historique/Stats-et-historique-de-Baroka-FC,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2016-2017,2021-2022,6,0
0,Bidvest Wits FC,https://fbref.com/fr/equipes/910380a5/historique/Stats-et-historique-de-Bidvest-Wits,H, -- no info -- ,pas de détails ,2014-2015,2019-2020,6,1
0,Black Leopards FC,https://fbref.com/fr/equipes/c70d9476/historique/Stats-et-historique-de-Black-Leopards,H, -- no info -- ,pas de détails ,2014-2015,2020-2021,3,0
0,Bloemfontein Celtic FC,https://fbref.com/fr/equipes/d1b5a1e1/historique/Stats-et-historique-de-Bloemfontein-Celtic,H, -- no info -- ,pas de détails ,2014-2015,2020-2021,7,
0,Cape Town City FC,https://fbref.com/fr/equipes/98cc9e1b/historique/Stats-et-historique-de-Cape-Town-City,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2016-2017,2021-2022,6,
0,Chippa United FC,https://fbref.com/fr/equipes/09ec62b7/historique/Stats-et-historique-de-Chippa-United,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2014-2015,2021-2022,8,0
0,Free State Stars FC,https://fbref.com/fr/equipes/3a49f9d8/historique/Stats-et-historique-de-Free-State-Stars,H, -- no info -- ,pas de détails ,2014-2015,2018-2019,5,
0,Highlands Park FC,https://fbref.com/fr/equipes/37363f62/historique/Stats-et-historique-de-Highlands-Park,H, -- no info -- ,pas de détails ,2015-2016,2019-2020,3,0
0,Jomo Cosmos FC,https://fbref.com/fr/equipes/b4ad682f/historique/Stats-et-historique-de-Jomo-Cosmos,H, -- no info -- ,pas de détails ,2014-2015,2017-2018,1,0
0,Kaizer Chiefs FC,https://fbref.com/fr/equipes/2898ec06/historique/Stats-et-historique-de-Kaizer-Chiefs,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2014-2015,2021-2022,8,1
0,Lamontville Golden Arrows FC,https://fbref.com/fr/equipes/bf882670/historique/Stats-et-historique-de-Lamontville-Golden-Arrows,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2015-2016,2021-2022,7,
0,Mamelodi Sundowns FC,https://fbref.com/fr/equipes/97d80fef/historique/Stats-et-historique-de-Mamelodi-Sundowns,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2014-2015,2021-2022,8,5
0,Maritzburg United FC,https://fbref.com/fr/equipes/701c353a/historique/Stats-et-historique-de-Maritzburg-United,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2014-2015,2021-2022,8,0
0,Mbombela United FC,https://fbref.com/fr/equipes/a7e1f2fa/historique/Stats-et-historique-de-Mbombela-United-FC,H, -- no info -- ,pas de détails ,2015-2016,2015-2016,0,0
0,Moroka Swallows FC,https://fbref.com/fr/equipes/dd0a9674/historique/Stats-et-historique-de-Moroka-Swallows,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2014-2015,2021-2022,3,0
0,Mpumalanga Black Aces FC,https://fbref.com/fr/equipes/11fecf5e/historique/Stats-et-historique-de-Mpumalanga-Black-Aces,H, -- no info -- ,pas de détails ,2014-2015,2015-2016,2,
0,Orlando Pirates FC,https://fbref.com/fr/equipes/b8a68959/historique/Stats-et-historique-de-Orlando-Pirates,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2014-2015,2021-2022,8,
0,Platinum Stars,https://fbref.com/fr/equipes/0acc0165/historique/Stats-et-historique-de-Platinum-Stars,H, -- no info -- ,pas de détails ,2014-2015,2017-2018,4,0
0,Polokwane City FC,https://fbref.com/fr/equipes/5b3adc57/historique/Stats-et-historique-de-Polokwane-City,H, -- no info -- ,pas de détails ,2014-2015,2019-2020,6,
0,Richards Bay FC,https://fbref.com/fr/equipes/67ba9c4d/historique/Stats-et-historique-de-Richards-Bay-FC,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,Royal Eagles FC,https://fbref.com/fr/equipes/95123116/historique/Stats-et-historique-de-Royal-Eagles-FC,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2018-2019,2021-2022,1,0
0,Sekhukhune United FC,https://fbref.com/fr/equipes/069cbac8/historique/Stats-et-historique-de-Sekhukhune-United-FC,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2021-2022,2021-2022,1,
0,Stellenbosch FC,https://fbref.com/fr/equipes/814a41b5/historique/Stats-et-historique-de-Stellenbosch-FC,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2016-2017,2021-2022,3,0
0,SuperSport United FC,https://fbref.com/fr/equipes/c96d819b/historique/Stats-et-historique-de-SuperSport-United,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2014-2015,2021-2022,8,
0,TS Galaxy FC,https://fbref.com/fr/equipes/417af3f7/historique/Stats-et-historique-de-TS-Galaxy,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2020-2021,2021-2022,2,
0,Tshakhuma Tsha Madzivhandila FC,https://fbref.com/fr/equipes/9755e634/historique/Stats-et-historique-de-TTM-FC,H,South African Premier Division,https://fbref.com/fr/comps/52/Statistiques-Premier-Division,2018-2019,2021-2022,2,0
0,University of Pretoria FC,https://fbref.com/fr/equipes/7f99bb53/historique/Stats-et-historique-de-University-of-Pretoria,H, -- no info -- ,pas de détails ,2014-2015,2015-2016,2,0
0,Busan IPark,https://fbref.com/fr/equipes/052449ee/historique/Stats-et-historique-de-Busan-IPark,H, -- no info -- ,pas de détails ,2014,2020,3,0
0,Daegu FC,https://fbref.com/fr/equipes/ee742bf0/historique/Stats-et-historique-de-Daegu-FC,H,K League 1,https://fbref.com/fr/comps/55/Statistiques-K-League-1,2017,2021,5,
0,Daejeon Citizen FC,https://fbref.com/fr/equipes/2075253c/historique/Stats-et-historique-de-Daejeon-Citizen-FC,H, -- no info -- ,pas de détails ,2015,2015,1,
0,FC Seoul,https://fbref.com/fr/equipes/e03e5172/historique/Stats-et-historique-de-FC-Seoul,H,K League 1,https://fbref.com/fr/comps/55/Statistiques-K-League-1,2014,2021,8,1
0,Gangwon FC,https://fbref.com/fr/equipes/79c65a57/historique/Stats-et-historique-de-Gangwon-FC,H,K League 1,https://fbref.com/fr/comps/55/Statistiques-K-League-1,2016,2021,5,0
0,Gimcheon Sangmu FC,https://fbref.com/fr/equipes/8a4abba3/historique/Stats-et-historique-de-Gimcheon-Sangmu,H, -- no info -- ,pas de détails ,2014,2020,6,0
0,Gwangju FC,https://fbref.com/fr/equipes/ae306ede/historique/Stats-et-historique-de-Gwangju-FC,H,K League 1,https://fbref.com/fr/comps/55/Statistiques-K-League-1,2014,2021,5,0
0,Gyeongnam FC,https://fbref.com/fr/equipes/1e071c44/historique/Stats-et-historique-de-Gyeongnam-FC,H, -- no info -- ,pas de détails ,2014,2019,3,0
0,Incheon United FC,https://fbref.com/fr/equipes/c1e93cb7/historique/Stats-et-historique-de-Incheon-United-FC,H,K League 1,https://fbref.com/fr/comps/55/Statistiques-K-League-1,2014,2021,8,
0,Jeju United FC,https://fbref.com/fr/equipes/e1e9c597/historique/Stats-et-historique-de-Jeju-United-FC,H,K League 1,https://fbref.com/fr/comps/55/Statistiques-K-League-1,2014,2021,7,
0,Jeonbuk Hyundai Motors FC,https://fbref.com/fr/equipes/ae23a242/historique/Stats-et-historique-de-Jeonbuk-Hyundai-Motors-FC,H,K League 1,https://fbref.com/fr/comps/55/Statistiques-K-League-1,2014,2021,8,6
0,Jeonnam Dragons,https://fbref.com/fr/equipes/a69df35e/historique/Stats-et-historique-de-Jeonnam-Dragons,H, -- no info -- ,pas de détails ,2014,2018,5,
0,Pohang Steelers,https://fbref.com/fr/equipes/82d18831/historique/Stats-et-historique-de-Pohang-Steelers,H,K League 1,https://fbref.com/fr/comps/55/Statistiques-K-League-1,2014,2021,8,
0,Seongnam FC,https://fbref.com/fr/equipes/bba63bc9/historique/Stats-et-historique-de-Seongnam-FC,H,K League 1,https://fbref.com/fr/comps/55/Statistiques-K-League-1,2014,2021,6,0
0,Suwon FC,https://fbref.com/fr/equipes/52874d68/historique/Stats-et-historique-de-Suwon-FC,H,K League 1,https://fbref.com/fr/comps/55/Statistiques-K-League-1,2015,2021,2,0
0,Suwon Samsung Bluewings,https://fbref.com/fr/equipes/05c86972/historique/Stats-et-historique-de-Suwon-Samsung-Bluewings,H,K League 1,https://fbref.com/fr/comps/55/Statistiques-K-League-1,2014,2021,8,
0,Ulsan Hyundai FC,https://fbref.com/fr/equipes/4372a20b/historique/Stats-et-historique-de-Ulsan-Hyundai-FC,H,K League 1,https://fbref.com/fr/comps/55/Statistiques-K-League-1,2014,2021,8,
0,AD Alcorcón,https://fbref.com/fr/equipes/045c971f/historique/Stats-et-historique-de-Alcorcon,H,Segunda División,https://fbref.com/fr/comps/17/Statistiques-Segunda-Division,2010-2011,2021-2022,12,0
0,AD Ceuta,https://fbref.com/fr/equipes/3a3ca6c0/historique/Stats-et-historique-de-AD-Ceuta,H, -- no info -- ,pas de détails ,2018-2019,2019-2020,0,0
0,AD Lobón,https://fbref.com/fr/equipes/64874c92/historique/Stats-et-historique-de-AD-Lobon,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,0
0,AD San Juan,https://fbref.com/fr/equipes/c17e1270/historique/Stats-et-historique-de-AD-San-Juan,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,AD Unión Adarve,https://fbref.com/fr/equipes/185108c9/historique/Stats-et-historique-de-AD-Union-Adarve,H, -- no info -- ,pas de détails ,2017-2018,2017-2018,0,0
0,ADCF Épila,https://fbref.com/fr/equipes/d96b518b/historique/Stats-et-historique-de-ADCF-Epila,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,AE Prat,https://fbref.com/fr/equipes/bb92a5b1/historique/Stats-et-historique-de-AE-Prat,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,Albacete Balompié,https://fbref.com/fr/equipes/b7e3e46e/historique/Stats-et-historique-de-Albacete,H, -- no info -- ,pas de détails ,1991-1992,2020-2021,21,0
0,Algeciras CF,https://fbref.com/fr/equipes/1c57961b/historique/Stats-et-historique-de-Algeciras,H, -- no info -- ,pas de détails ,2003-2004,2015-2016,1,0
0,Alicante CF,https://fbref.com/fr/equipes/0ad57973/historique/Stats-et-historique-de-Alicante,H, -- no info -- ,pas de détails ,2008-2009,2008-2009,1,0
0,Andorra CF,https://fbref.com/fr/equipes/c1c86ce0/historique/Stats-et-historique-de-Andorra-CF,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,Antequera CF,https://fbref.com/fr/equipes/7ad6f838/historique/Stats-et-historique-de-Antequera-CF,H, -- no info -- ,pas de détails ,2017-2018,2017-2018,0,0
0,Arandina CF,https://fbref.com/fr/equipes/9fafb41e/historique/Stats-et-historique-de-Arandina-CF,H, -- no info -- ,pas de détails ,2015-2016,2015-2016,0,0
0,Arcos CF,https://fbref.com/fr/equipes/be22aa53/historique/Stats-et-historique-de-Arcos-CF,H, -- no info -- ,pas de détails ,2017-2018,2017-2018,0,0
0,Arenas Club de Getxo,https://fbref.com/fr/equipes/096ba33f/historique/Stats-et-historique-de-Arenas-Club-de-Getxo,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,Atarfe Industrial CF,https://fbref.com/fr/equipes/e6951010/historique/Stats-et-historique-de-Atarfe-Industrial-CF,H, -- no info -- ,pas de détails ,2021-2022,2021-2022,0,0
0,Athletic Bilbao B,https://fbref.com/fr/equipes/63f04c5e/historique/Stats-et-historique-de-Athletic-Bilbao-B,H, -- no info -- ,pas de détails ,2015-2016,2015-2016,1,0
0,Athletic Club,https://fbref.com/fr/equipes/2b390eca/historique/Stats-et-historique-de-Athletic-Club,H,La Liga,https://fbref.com/fr/comps/12/Statistiques-La-Liga,1988-1989,2021-2022,34,0
0,Athletic Club Femenino,https://fbref.com/fr/equipes/94929c05/historique/Stats-et-historique-de-Athletic-Club-Women,F, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,Atlético Astorga FC,https://fbref.com/fr/equipes/d7a6fb3e/historique/Stats-et-historique-de-Atletico-Astorga-FC,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,Atlético Granadilla,https://fbref.com/fr/equipes/696353db/historique/Stats-et-historique-de-Atletico-Granadilla,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,Atlético Madrid,https://fbref.com/fr/equipes/db3b9613/historique/Stats-et-historique-de-Atletico-Madrid,H,La Liga,https://fbref.com/fr/comps/12/Statistiques-La-Liga,1988-1989,2021-2022,33,4
0,Atlético Madrid Femenino,https://fbref.com/fr/equipes/b56c2667/historique/Stats-et-historique-de-Atletico-Madrid-Women,F, -- no info -- ,pas de détails ,2015-2016,2020-2021,0,0
0,Atlético Malagueño,https://fbref.com/fr/equipes/ca465b96/historique/Stats-et-historique-de-Atletico-Malagueno,H, -- no info -- ,pas de détails ,2003-2004,2005-2006,3,0
0,Atlético Mancha Real,https://fbref.com/fr/equipes/ed8f2aa5/historique/Stats-et-historique-de-Atletico-Mancha-Real,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,Atlético Porcuna CF,https://fbref.com/fr/equipes/9a74e9d7/historique/Stats-et-historique-de-Atletico-Porcuna-CF,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,0
0,Atlético Saguntino,https://fbref.com/fr/equipes/602550a5/historique/Stats-et-historique-de-Atletico-Saguntino,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,Atlético Sanluqueño CF,https://fbref.com/fr/equipes/d2309cb9/historique/Stats-et-historique-de-Atletico-Sanluqueno-CF,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,AUGCD Ceuta,https://fbref.com/fr/equipes/3d8bdacd/historique/Stats-et-historique-de-AUGCD-Ceuta,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,Barakaldo CF,https://fbref.com/fr/equipes/fd5b8bef/historique/Stats-et-historique-de-Barakaldo-CF,H, -- no info -- ,pas de détails ,2014-2015,2019-2020,0,0
0,Bergantiños FC,https://fbref.com/fr/equipes/7da065c5/historique/Stats-et-historique-de-Bergantinos-FC,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,0
0,Burgos CF,https://fbref.com/fr/equipes/d9fac124/historique/Stats-et-historique-de-Burgos,H,Segunda División,https://fbref.com/fr/comps/17/Statistiques-Segunda-Division,2001-2002,2021-2022,2,0
0,CA Antoniano,https://fbref.com/fr/equipes/2db3cb20/historique/Stats-et-historique-de-CA-Antoniano,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,0
0,CA Cirbonero,https://fbref.com/fr/equipes/a5123ff9/historique/Stats-et-historique-de-CA-Cirbonero,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,CA Osasuna,https://fbref.com/fr/equipes/03c57e2b/historique/Stats-et-historique-de-Osasuna,H,La Liga,https://fbref.com/fr/comps/12/Statistiques-La-Liga,1988-1989,2021-2022,28,1
0,CA Pulpileño,https://fbref.com/fr/equipes/08c7df78/historique/Stats-et-historique-de-CA-Pulpileno,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,Cádiz CF,https://fbref.com/fr/equipes/ee7c297c/historique/Stats-et-historique-de-Cadiz,H,La Liga,https://fbref.com/fr/comps/12/Statistiques-La-Liga,1988-1989,2021-2022,17,1
0,Caudal Deportivo,https://fbref.com/fr/equipes/545ab7ca/historique/Stats-et-historique-de-Caudal-Deportivo,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,CB Ramón y Cajal,https://fbref.com/fr/equipes/7d45b9ef/historique/Stats-et-historique-de-CB-Ramon-y-Cajal,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,0
0,CD 6 de Junio Ceuta,https://fbref.com/fr/equipes/ad98cfcb/historique/Stats-et-historique-de-CD-6-de-Junio-Ceuta,H, -- no info -- ,pas de détails ,2021-2022,2021-2022,0,0
0,CD Alcoyano,https://fbref.com/fr/equipes/b82e5e21/historique/Stats-et-historique-de-Alcoyano,H, -- no info -- ,pas de détails ,2011-2012,2020-2021,1,0
0,CD Atlético Baleares,https://fbref.com/fr/equipes/c3f90428/historique/Stats-et-historique-de-Atletico-Baleares,H, -- no info -- ,pas de détails ,2014-2015,2020-2021,0,0
0,CD Atlético Espeleño,https://fbref.com/fr/equipes/512a3146/historique/Stats-et-historique-de-CD-Atletico-Espeleno,H, -- no info -- ,pas de détails ,2021-2022,2021-2022,0,0
0,CD Badajoz,https://fbref.com/fr/equipes/404b88be/historique/Stats-et-historique-de-Badajoz,H, -- no info -- ,pas de détails ,2001-2002,2020-2021,2,0
0,CD Becerril,https://fbref.com/fr/equipes/0d0c170e/historique/Stats-et-historique-de-CD-Becerril,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,0
0,CD Boiro,https://fbref.com/fr/equipes/1dfab819/historique/Stats-et-historique-de-CD-Boiro,H, -- no info -- ,pas de détails ,2016-2017,2016-2017,0,0
0,CD Calahorra,https://fbref.com/fr/equipes/9b31f997/historique/Stats-et-historique-de-CD-Calahorra,H, -- no info -- ,pas de détails ,2016-2017,2020-2021,0,0
0,CD Cantolagua,https://fbref.com/fr/equipes/cb71ce45/historique/Stats-et-historique-de-CD-Cantolagua,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,CD Castellón,https://fbref.com/fr/equipes/9eef2995/historique/Stats-et-historique-de-Castellon,H, -- no info -- ,pas de détails ,1989-1990,2020-2021,8,0
0,CD Ciudad de Lucena,https://fbref.com/fr/equipes/6d15185b/historique/Stats-et-historique-de-Ciudad-de-Lucena,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,CD Colegios Diocesanos,https://fbref.com/fr/equipes/b66c834f/historique/Stats-et-historique-de-Colegios-Diocesanos,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,CD Coria,https://fbref.com/fr/equipes/e8fba31e/historique/Stats-et-historique-de-CD-Coria,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,CD Don Benito,https://fbref.com/fr/equipes/36783279/historique/Stats-et-historique-de-CD-Don-Benito,H, -- no info -- ,pas de détails ,2018-2019,2018-2019,0,0
0,CD Ebro,https://fbref.com/fr/equipes/337d8881/historique/Stats-et-historique-de-CD-Ebro,H, -- no info -- ,pas de détails ,2015-2016,2019-2020,0,0
0,CD El Álamo,https://fbref.com/fr/equipes/3d2c8e2e/historique/Stats-et-historique-de-CD-El-Alamo,H, -- no info -- ,pas de détails ,2019-2020,2019-2020,0,0
0,CD El Ejido 2012,https://fbref.com/fr/equipes/5290e154/historique/Stats-et-historique-de-CD-El-Ejido-2012,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,CD Eldense,https://fbref.com/fr/equipes/fa36ed9b/historique/Stats-et-historique-de-CD-Eldense,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,CD Guadalajara,https://fbref.com/fr/equipes/74bd7f76/historique/Stats-et-historique-de-Guadalajara,H, -- no info -- ,pas de détails ,2011-2012,2015-2016,2,0
0,CD Guijuelo,https://fbref.com/fr/equipes/eb74e9e0/historique/Stats-et-historique-de-CD-Guijuelo,H, -- no info -- ,pas de détails ,2014-2015,2020-2021,0,0
0,CD Huracán Melilla,https://fbref.com/fr/equipes/ab9eff99/historique/Stats-et-historique-de-CD-Huracan-Melilla,H, -- no info -- ,pas de détails ,2021-2022,2021-2022,0,0
0,CD Ibiza Islas Pitiusas,https://fbref.com/fr/equipes/71e8cebc/historique/Stats-et-historique-de-Ibiza,H, -- no info -- ,pas de détails ,2020-2021,2020-2021,0,0
0,CD Injerto,https://fbref.com/fr/equipes/40c8c52f/historique/Stats-et-historique-de-CD-Injerto,H, -- no info -- ,pas de détails ,2021-2022,2021-2022,0,0
0,CD Izarra,https://fbref.com/fr/equipes/ceda2bb5/historique/Stats-et-historique-de-CD-Izarra,H, -- no info -- ,pas de détails ,2014-2015,2014-2015,0,0
0,CD Laguna,https://fbref.com/fr/equipes/c628ab57/historique/Stats-et-historique-de-CD-Laguna,H, -- no info -- ,pas de détails ,2021-2022,2021-2022,0,0
0,CD Laredo,https://fbref.com/fr/equipes/d6133833/historique/Stats-et-historique-de-CD-Laredo,H, -- no info -- ,pas de détails ,2015-2016,2020-2021,0,0
0,CD Lealtad,https://fbref.com/fr/equipes/e8b8db26/historique/Stats-et-historique-de-CD-Lealtad,H, -- no info -- ,pas de détails ,2014-2015,2020-2021,0,0
0,CD Leganés,https://fbref.com/fr/equipes/7c6f2c78/historique/Stats-et-historique-de-Leganes,H,Segunda División,https://fbref.com/fr/comps/17/Statistiques-Segunda-Division,2001-2002,2021-2022,11,0
0,CD Logroñés,https://fbref.com/fr/equipes/696c8d95/historique/Stats-et-historique-de-CD-Logrones,H, -- no info -- ,pas de détails ,1988-1989,1996-1997,8,0
