Joueur,nationalite,equipe,age,poste,date_naissance,temps_de_jeu,matchs_joues,matchs_debutes,but_marques,but_marques_90,action_menant_but,action_menant_but_90,tirs_cardres_90,tirs_cardres_pourcent,tirs_total,passes_completees,passes_completees_pourcent,interceptions,tirs_blockes,tirs_menant_but_blockes,pressions_recupant_ball_pourcent,pressions,tackles,tackles_reussi,tackle_reussi_pct
Kaj-Sierhuis,nl NED,Reims,23-202,FW,1998,80.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,81.5,0.0,0.0,0.0,22.2,9.0,1.0,1.0,50.0
Caio-Henrique-Oliveira-Silva,br BRA,Monaco,24-107,DF,1997,880.0,12.0,10.0,0.0,0.0,8.0,0.82,0.1,25.0,4.0,508.0,81.7,15.0,0.0,0.0,40.6,96.0,15.0,5.0,31.25
Gabriel-Silva,br BRA,Saint-Étienne,30-186,DF,1991,83.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,84.4,4.0,0.0,0.0,20.0,10.0,1.0,1.0,50.0
Moses-Simon,ng NGA,Nantes,26-126,"FW,MF",1995,1076.0,13.0,13.0,1.0,0.08,8.0,0.67,0.59,30.4,23.0,265.0,64.8,11.0,2.0,0.0,30.8,130.0,10.0,6.0,54.54545454545454
Issouf-Sissokho,ml MLI,Bordeaux,19-289,MF,2002,309.0,4.0,4.0,0.0,0.0,0.0,0.0,0.58,66.7,3.0,129.0,88.4,3.0,0.0,0.0,22.1,104.0,13.0,8.0,57.14285714285714
Ibrahima-Sissoko,fr FRA,Strasbourg,24-019,"MF,DF",1997,700.0,10.0,8.0,1.0,0.13,5.0,0.64,0.13,25.0,4.0,286.0,86.4,17.0,3.0,0.0,31.4,102.0,11.0,7.0,58.333333333333336
Sambou-Sissoko,fr FRA,Reims,22-202,MF,1999,77.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,68.6,2.0,0.0,0.0,40.7,27.0,8.0,5.0,55.55555555555556
Islam-Slimani,dz ALG,Lyon,33-150,FW,1988,348.0,8.0,3.0,1.0,0.26,1.0,0.26,0.78,50.0,6.0,91.0,81.3,0.0,0.0,0.0,11.8,51.0,1.0,1.0,50.0
Florian-Sotoca,fr FRA,Lens,31-021,"FW,MF",1990,906.0,13.0,10.0,2.0,0.2,4.0,0.4,0.79,30.8,26.0,320.0,73.9,11.0,3.0,0.0,27.7,155.0,10.0,4.0,36.36363636363637
Sambou-Soumano,sn SEN,Lorient,20-316,"FW,MF",2001,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,71.4,0.0,0.0,0.0,14.3,7.0,0.0,0.0,0.0
Arnaud-Souquet,fr FRA,Montpellier,29-276,DF,1992,474.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,194.0,69.0,6.0,1.0,0.0,39.5,81.0,8.0,5.0,55.55555555555556
Saidou-Sow,gn GUI,Saint-Étienne,19-134,DF,2002,675.0,9.0,8.0,2.0,0.27,1.0,0.13,0.27,66.7,3.0,311.0,83.4,19.0,4.0,1.0,51.8,83.0,16.0,10.0,58.82352941176471
Calvin-Stengs,nl NED,Nice,22-332,MF,1998,513.0,8.0,5.0,1.0,0.18,1.0,0.18,0.7,28.6,14.0,149.0,74.5,10.0,0.0,0.0,16.8,95.0,5.0,1.0,16.666666666666664
Waniss-Taibi,fr FRA,Angers,19-253,MF,2002,84.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,86.2,0.0,0.0,0.0,23.8,21.0,2.0,2.0,66.66666666666666
Flavien-Tait,fr FRA,Rennes,28-286,MF,1993,1128.0,13.0,13.0,2.0,0.16,6.0,0.48,0.64,40.0,20.0,586.0,87.5,14.0,2.0,0.0,23.8,160.0,18.0,14.0,73.68421052631578
Florian-Tardieu,fr FRA,Troyes,29-207,MF,1992,540.0,6.0,6.0,0.0,0.0,0.0,0.0,0.5,100.0,3.0,326.0,83.4,12.0,2.0,0.0,35.3,102.0,14.0,9.0,60.0
Loum-Tchaouna,fr FRA,Rennes,18-068,MF,2003,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,57.1,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Warren-Tchimbembe,cg CGO,Metz,23-208,MF,1998,82.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,88.6,0.0,0.0,0.0,23.5,17.0,1.0,1.0,50.0
Aurelien-Tchouameni,fr FRA,Monaco,21-292,MF,2000,973.0,12.0,11.0,1.0,0.09,3.0,0.28,0.28,13.0,23.0,584.0,87.6,29.0,1.0,0.0,40.9,171.0,32.0,17.0,51.515151515151516
Mathys-Tel,fr FRA,Rennes,16-202,FW,2005,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,64.3,3.0,0.0,0.0,30.8,13.0,2.0,1.0,33.33333333333333
Jordan-Tell,fr FRA,Clermont Foot,24-158,FW,1997,93.0,9.0,0.0,0.0,0.0,1.0,0.97,0.0,0.0,2.0,33.0,80.5,1.0,0.0,0.0,25.0,20.0,3.0,2.0,50.0
Martin-Terrier,fr FRA,Rennes,24-256,"FW,MF",1997,847.0,12.0,12.0,4.0,0.43,4.0,0.43,1.28,48.0,25.0,199.0,80.2,5.0,0.0,0.0,29.3,174.0,15.0,9.0,56.25
Sada-Thioub,sn SEN,Angers,26-167,MF,1995,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0
Romain-Thomas,fr FRA,Angers,33-156,DF,1988,1170.0,13.0,13.0,1.0,0.08,0.0,0.0,0.15,50.0,4.0,690.0,89.7,23.0,10.0,0.0,42.6,155.0,41.0,29.0,69.04761904761905
Adrien-Thomasson,fr FRA,Strasbourg,27-340,MF,1993,751.0,11.0,8.0,4.0,0.48,4.0,0.48,0.96,47.1,17.0,325.0,77.6,9.0,2.0,0.0,26.1,230.0,24.0,12.0,48.0
Thuler,br BRA,Montpellier,22-250,DF,1999,539.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,85.7,7.0,3.0,0.0,28.4,74.0,15.0,12.0,75.0
Khephren-Thuram-Ulie,fr FRA,Nice,20-234,MF,2001,607.0,13.0,6.0,1.0,0.15,2.0,0.3,0.15,33.3,3.0,318.0,85.9,16.0,1.0,0.0,31.6,95.0,16.0,12.0,70.58823529411765
Cheikh-Tidiane-Sabaly,sn SEN,Metz,22-256,"FW,MF",1999,135.0,5.0,2.0,0.0,0.0,1.0,0.67,0.67,50.0,2.0,28.0,90.3,1.0,0.0,0.0,34.4,32.0,3.0,2.0,50.0
Jean-Clair-Todibo,fr FRA,Nice,21-320,DF,1999,1055.0,13.0,12.0,1.0,0.09,3.0,0.26,0.43,50.0,10.0,756.0,89.4,28.0,6.0,0.0,44.1,118.0,26.0,14.0,51.85185185185185
Karl-Toko-Ekambi,cm CMR,Lyon,29-062,FW,1992,1012.0,13.0,12.0,4.0,0.36,5.0,0.44,1.16,44.8,29.0,310.0,78.1,13.0,0.0,0.0,23.9,117.0,10.0,5.0,45.45454545454545
Yoann-Touzghar,tn TUN,Troyes,34-352,FW,1986,683.0,10.0,9.0,2.0,0.26,1.0,0.13,1.05,57.1,14.0,106.0,80.9,1.0,1.0,0.0,25.0,72.0,1.0,1.0,50.0
Amadou-Traore,fr FRA,Bordeaux,19-253,FW,2002,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Boubacar-Traore,ml MLI,Metz,20-087,MF,2001,288.0,9.0,1.0,0.0,0.0,0.0,0.0,0.31,25.0,4.0,120.0,79.5,5.0,0.0,0.0,19.1,89.0,4.0,4.0,80.0
Charles-Traore,ml MLI,Nantes,29-318,DF,1992,584.0,11.0,6.0,0.0,0.0,0.0,0.0,0.15,100.0,1.0,259.0,79.7,18.0,4.0,0.0,28.4,116.0,22.0,11.0,47.82608695652174
Hamari-Traore,ml MLI,Rennes,29-292,DF,1992,1063.0,12.0,12.0,1.0,0.08,4.0,0.34,0.25,25.0,12.0,636.0,83.0,25.0,2.0,0.0,28.7,122.0,26.0,15.0,55.55555555555556
Ismael-Traore,ci CIV,Angers,35-089,DF,1986,1080.0,12.0,12.0,3.0,0.25,0.0,0.0,0.42,55.6,9.0,513.0,91.3,24.0,4.0,0.0,43.6,101.0,15.0,12.0,75.0
Miguel-Trauco,pe PER,Saint-Étienne,29-082,DF,1992,347.0,5.0,3.0,0.0,0.0,0.0,0.0,0.26,25.0,4.0,174.0,70.7,5.0,3.0,0.0,28.0,50.0,16.0,8.0,47.05882352941176
Adrien-Truffert,fr FRA,Rennes,19-360,"DF,MF",2001,143.0,6.0,1.0,2.0,1.26,0.0,0.0,1.26,66.7,3.0,99.0,84.6,4.0,0.0,0.0,24.0,25.0,3.0,2.0,50.0
Matthieu-Udol,fr FRA,Metz,25-240,DF,1996,1007.0,12.0,11.0,1.0,0.09,1.0,0.09,0.18,40.0,5.0,380.0,77.2,39.0,7.0,1.0,44.6,148.0,33.0,23.0,67.64705882352942
Chimuanya-Ugochukwu,fr FRA,Rennes,17-234,MF,2004,334.0,8.0,3.0,0.0,0.0,1.0,0.27,0.0,0.0,3.0,150.0,88.8,2.0,2.0,0.0,23.9,67.0,8.0,3.0,33.33333333333333
Hwang-Ui-jo,kr KOR,Bordeaux,29-079,FW,1992,756.0,9.0,9.0,4.0,0.48,1.0,0.12,0.71,33.3,18.0,111.0,86.0,2.0,1.0,0.0,16.5,91.0,2.0,1.0,33.33333333333333
Cengiz-Under,tr TUR,Marseille,24-124,"MF,FW",1997,849.0,11.0,10.0,4.0,0.42,1.0,0.11,0.74,25.9,27.0,274.0,72.5,6.0,2.0,0.0,26.5,83.0,4.0,1.0,20.0
Jere-Uronen,fi FIN,Brest,27-125,DF,1994,442.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,205.0,83.3,11.0,2.0,0.0,39.2,74.0,13.0,10.0,71.42857142857143
Marco-Verratti,it ITA,Paris S-G,29-010,MF,1992,354.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,369.0,91.1,5.0,3.0,0.0,27.3,77.0,13.0,9.0,64.28571428571429
Kevin-Volland,de GER,Monaco,29-108,"FW,MF",1992,809.0,12.0,9.0,3.0,0.33,3.0,0.33,0.56,29.4,17.0,178.0,74.2,2.0,0.0,0.0,27.5,160.0,11.0,8.0,66.66666666666666
Timothy-Weah,us USA,Lille,21-266,"MF,FW",2000,553.0,11.0,6.0,0.0,0.0,4.0,0.65,0.33,22.2,9.0,131.0,67.5,5.0,0.0,0.0,19.7,61.0,5.0,4.0,66.66666666666666
Georginio-Wijnaldum,nl NED,Paris S-G,31-004,MF,1990,635.0,12.0,7.0,0.0,0.0,4.0,0.57,0.0,0.0,10.0,282.0,89.2,7.0,0.0,0.0,26.5,83.0,6.0,5.0,71.42857142857143
Christopher-Wooh,fr FRA,Lens,20-058,DF,2001,385.0,5.0,4.0,0.0,0.0,1.0,0.23,0.23,33.3,3.0,182.0,86.3,10.0,5.0,1.0,39.0,41.0,14.0,12.0,80.0
Xeka,pt POR,Lille,27-005,MF,1994,698.0,9.0,8.0,0.0,0.0,1.0,0.13,0.26,20.0,10.0,316.0,78.8,18.0,4.0,0.0,30.9,194.0,28.0,18.0,62.06896551724138
Yusuf-Yazici,tr TUR,Lille,24-290,"MF,FW",1997,402.0,12.0,4.0,1.0,0.22,1.0,0.22,1.12,55.6,9.0,161.0,74.5,3.0,0.0,0.0,28.9,83.0,8.0,3.0,33.33333333333333
Burak-Yilmaz,tr TUR,Lille,36-123,FW,1985,956.0,11.0,11.0,2.0,0.19,4.0,0.38,1.04,36.7,30.0,186.0,70.7,2.0,1.0,0.0,25.5,94.0,3.0,2.0,50.0
Zaydou-Youssouf,fr FRA,Saint-Étienne,22-127,MF,1999,580.0,10.0,7.0,0.0,0.0,0.0,0.0,0.47,33.3,9.0,278.0,84.5,11.0,2.0,0.0,44.5,110.0,22.0,16.0,69.56521739130434
Akim-Zedadka,fr FRA,Clermont Foot,26-169,DF,1995,1170.0,13.0,13.0,0.0,0.0,2.0,0.15,0.23,37.5,8.0,597.0,82.6,36.0,4.0,0.0,34.4,163.0,40.0,22.0,53.65853658536586
Mehdi-Zerkane,dz ALG,Bordeaux,22-123,"MF,DF",1999,83.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,93.5,2.0,2.0,0.0,10.0,20.0,2.0,2.0,66.66666666666666
Banhie-Zoukrou,fr FRA,Troyes,18-192,DF,2003,77.0,4.0,0.0,0.0,0.0,0.0,0.0,1.17,100.0,1.0,24.0,92.3,2.0,0.0,0.0,22.2,9.0,1.0,0.0,0.0
Tammy-Abraham,eng ENG,Roma,24-044,FW,1997,1010.0,12.0,12.0,3.0,0.27,6.0,0.53,0.71,24.2,33.0,165.0,76.4,3.0,3.0,0.0,28.5,151.0,15.0,12.0,75.0
Francesco-Acerbi,it ITA,Lazio,33-278,DF,1988,885.0,10.0,10.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,611.0,89.9,22.0,13.0,0.0,29.7,64.0,8.0,4.0,44.44444444444444
Felix-Afena-Gyan,gh GHA,Roma,18-300,"FW,MF",2003,79.0,2.0,0.0,0.0,0.0,0.0,0.0,1.14,33.3,3.0,10.0,66.7,0.0,0.0,0.0,18.2,22.0,0.0,0.0,0.0
Kevin-Agudelo,co COL,Spezia,23-001,FW,1998,29.0,1.0,0.0,0.0,0.0,0.0,0.0,6.21,100.0,2.0,11.0,68.8,0.0,0.0,0.0,27.3,11.0,4.0,4.0,80.0
Ola-Aina,ng NGA,Torino,25-038,DF,1996,726.0,11.0,9.0,0.0,0.0,0.0,0.0,0.12,20.0,5.0,283.0,73.5,19.0,2.0,0.0,35.6,87.0,17.0,9.0,50.0
Jean-Daniel-Akpa-Akpro,ci CIV,Lazio,29-035,MF,1992,232.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,82.1,1.0,1.0,0.0,24.0,75.0,9.0,3.0,30.0
Luis-Alberto,es ESP,Lazio,29-048,MF,1992,799.0,12.0,9.0,2.0,0.23,4.0,0.45,0.56,35.7,14.0,563.0,83.8,7.0,1.0,0.0,31.7,145.0,15.0,9.0,56.25
Giorgio-Altare,it ITA,Cagliari,23-098,DF,1998,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kelvin-Amian,fr FRA,Spezia,23-280,DF,1998,593.0,8.0,7.0,0.0,0.0,1.0,0.15,0.0,0.0,2.0,232.0,80.3,17.0,2.0,0.0,32.7,107.0,19.0,12.0,60.0
Ethan-Ampadu,wls WAL,Venezia,21-062,MF,2000,374.0,6.0,4.0,0.0,0.0,2.0,0.48,0.0,0.0,0.0,156.0,79.2,9.0,2.0,0.0,22.4,67.0,13.0,8.0,57.14285714285714
Sofyan-Amrabat,ma MAR,Fiorentina,25-086,MF,1996,197.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,87.8,3.0,2.0,0.0,20.8,48.0,9.0,6.0,60.0
Felipe-Anderson,br BRA,Lazio,28-214,FW,1993,1015.0,12.0,12.0,3.0,0.27,5.0,0.44,0.44,29.4,17.0,429.0,79.0,12.0,1.0,0.0,22.3,273.0,28.0,12.0,41.37931034482759
Cristian-Ansaldi,ar ARG,Torino,35-056,DF,1986,338.0,7.0,3.0,0.0,0.0,4.0,1.07,0.27,33.3,3.0,161.0,74.2,3.0,0.0,0.0,32.4,37.0,9.0,4.0,40.0
Janis-Antiste,fr FRA,Spezia,19-089,"FW,MF",2002,537.0,9.0,7.0,1.0,0.17,0.0,0.0,0.34,22.2,9.0,76.0,66.7,3.0,0.0,0.0,28.8,125.0,14.0,10.0,66.66666666666666
Mattia-Aramu,it ITA,Venezia,26-185,"FW,MF",1995,535.0,9.0,7.0,4.0,0.67,4.0,0.67,0.5,33.3,9.0,118.0,62.1,5.0,0.0,0.0,19.5,128.0,8.0,3.0,33.33333333333333
Marko-Arnautovic,at AUT,Bologna,32-210,FW,1989,969.0,11.0,11.0,5.0,0.46,3.0,0.28,1.02,34.4,32.0,259.0,74.4,2.0,1.0,0.0,27.1,144.0,4.0,4.0,80.0
Tolgay-Arslan,de GER,Udinese,31-091,MF,1990,537.0,11.0,7.0,0.0,0.0,3.0,0.5,0.84,62.5,8.0,191.0,83.0,4.0,0.0,0.0,23.5,102.0,6.0,4.0,57.14285714285714
Kristoffer-Askildsen,no NOR,Sampdoria,20-310,MF,2001,436.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,89.0,69.5,11.0,5.0,0.0,24.7,89.0,11.0,7.0,58.333333333333336
Kristjan-Asllani,al ALB,Empoli,19-251,"MF,FW",2002,53.0,4.0,0.0,0.0,0.0,1.0,1.7,0.0,0.0,0.0,26.0,96.3,1.0,0.0,0.0,10.0,20.0,1.0,0.0,0.0
Emil-Audero,it ITA,Sampdoria,24-301,GK,1997,1080.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,68.3,0.0,0.0,0.0,25.0,4.0,0.0,0.0,0.0
Tommaso-Augello,it ITA,Sampdoria,27-077,DF,1994,865.0,11.0,10.0,1.0,0.1,0.0,0.0,0.1,33.3,3.0,347.0,76.9,15.0,3.0,0.0,25.4,122.0,22.0,10.0,43.47826086956522
Ramzi-Aya,it ITA,Salernitana,31-105,DF,1990,135.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,64.3,2.0,0.0,0.0,16.7,6.0,1.0,1.0,50.0
Kaan-Ayhan,tr TUR,Sassuolo,27-005,DF,1994,211.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,87.7,2.0,2.0,1.0,39.3,28.0,5.0,3.0,50.0
Milan-Badelj,hr CRO,Genoa,32-263,MF,1989,839.0,10.0,10.0,0.0,0.0,2.0,0.21,0.11,25.0,4.0,413.0,83.4,37.0,3.0,0.0,32.6,138.0,24.0,16.0,64.0
Nedim-Bajrami,al ALB,Empoli,22-260,"MF,FW",1999,563.0,10.0,6.0,2.0,0.32,2.0,0.32,0.48,23.1,13.0,143.0,65.9,3.0,0.0,0.0,23.8,84.0,11.0,9.0,75.0
Tiemoue-Bakayoko,fr FRA,Milan,27-090,MF,1994,106.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,87.7,2.0,0.0,0.0,28.0,25.0,2.0,1.0,33.33333333333333
Keita-Balde,sn SEN,Cagliari,26-252,FW,1995,465.0,8.0,6.0,2.0,0.39,2.0,0.39,0.77,40.0,10.0,57.0,69.5,0.0,2.0,0.0,19.8,81.0,5.0,1.0,16.666666666666664
Fode-Ballo-Toure,sn SEN,Milan,24-316,DF,1997,322.0,7.0,4.0,0.0,0.0,1.0,0.28,0.28,50.0,2.0,172.0,83.1,3.0,1.0,1.0,37.7,61.0,14.0,8.0,53.333333333333336
Filippo-Bandinelli,it ITA,Empoli,26-231,MF,1995,597.0,11.0,8.0,1.0,0.15,2.0,0.3,0.75,33.3,15.0,171.0,72.8,10.0,0.0,0.0,23.0,126.0,12.0,4.0,30.76923076923077
Mattia-Bani,it ITA,Genoa,27-340,DF,1993,206.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,81.7,7.0,3.0,0.0,32.4,37.0,5.0,0.0,0.0
Antonin-Barak,cz CZE,Hellas Verona,26-347,"FW,MF",1994,1045.0,12.0,12.0,4.0,0.34,7.0,0.6,0.86,43.5,23.0,399.0,80.6,5.0,4.0,0.0,27.2,195.0,11.0,7.0,58.333333333333336
Nicolo-Barella,it ITA,Inter,24-281,MF,1997,1003.0,12.0,12.0,1.0,0.09,9.0,0.81,0.36,17.4,23.0,472.0,82.2,7.0,1.0,0.0,32.4,145.0,23.0,14.0,58.333333333333336
Musa-Barrow,gm GAM,Bologna,23-001,"FW,MF",1998,776.0,11.0,10.0,4.0,0.46,4.0,0.46,1.28,42.3,26.0,243.0,77.9,7.0,0.0,0.0,24.8,121.0,5.0,4.0,66.66666666666666
Daniele-Baselli,it ITA,Torino,29-248,"FW,MF",1992,83.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,80.0,3.0,0.0,0.0,31.8,22.0,1.0,0.0,0.0
Toma-Basic,hr CRO,Lazio,24-355,MF,1996,163.0,6.0,1.0,0.0,0.0,1.0,0.55,1.66,75.0,4.0,49.0,80.3,1.0,1.0,0.0,20.7,29.0,0.0,0.0,0.0
Alessandro-Bastoni,it ITA,Inter,22-216,DF,1999,867.0,11.0,11.0,0.0,0.0,1.0,0.1,0.1,50.0,2.0,564.0,89.1,13.0,6.0,0.0,38.4,112.0,14.0,11.0,73.33333333333333
Simone-Bastoni,it ITA,Spezia,25-010,"DF,MF",1996,931.0,11.0,11.0,2.0,0.19,2.0,0.19,0.19,20.0,10.0,453.0,76.3,24.0,3.0,0.0,30.7,163.0,20.0,13.0,61.904761904761905
Rodrigo-Becao,br BRA,Udinese,25-300,DF,1996,1080.0,12.0,12.0,0.0,0.0,1.0,0.08,0.0,0.0,5.0,426.0,86.1,11.0,6.0,0.0,42.5,153.0,36.0,26.0,70.27027027027027
Valon-Behrami,ch SUI,Genoa,36-210,MF,1985,253.0,9.0,1.0,0.0,0.0,1.0,0.36,0.0,0.0,1.0,36.0,66.7,5.0,0.0,0.0,39.0,59.0,6.0,3.0,42.857142857142854
Vid-Belec,si SVN,Salernitana,31-162,GK,1990,1080.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,63.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Raoul-Bellanova,it ITA,Cagliari,21-151,"DF,MF",2000,315.0,6.0,2.0,0.0,0.0,1.0,0.29,0.0,0.0,4.0,89.0,81.7,6.0,0.0,0.0,16.7,24.0,2.0,1.0,33.33333333333333
Andrea-Belotti,it ITA,Torino,27-330,FW,1993,319.0,7.0,3.0,2.0,0.56,1.0,0.28,0.85,42.9,7.0,65.0,72.2,5.0,2.0,0.0,34.5,58.0,1.0,0.0,0.0
Marco-Benassi,it ITA,Fiorentina,27-068,"DF,MF",1994,158.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,108.0,82.4,4.0,0.0,0.0,28.0,25.0,3.0,3.0,75.0
Ismael-Bennacer,dz ALG,Milan,23-349,MF,1997,509.0,12.0,4.0,1.0,0.18,2.0,0.35,0.35,33.3,6.0,365.0,86.1,8.0,1.0,0.0,36.3,113.0,17.0,11.0,61.111111111111114
Rodrigo-Bentancur,uy URU,Juventus,24-163,MF,1997,590.0,9.0,7.0,0.0,0.0,2.0,0.31,0.15,20.0,5.0,246.0,82.8,17.0,3.0,0.0,29.5,139.0,14.0,11.0,73.33333333333333
Domenico-Berardi,it ITA,Sassuolo,27-106,"FW,MF",1994,867.0,10.0,10.0,5.0,0.52,5.0,0.52,1.45,48.3,29.0,281.0,68.0,14.0,0.0,0.0,23.8,151.0,10.0,7.0,63.63636363636363
Bartosz-Bereszynski,pl POL,Sampdoria,29-126,DF,1992,938.0,11.0,11.0,0.0,0.0,4.0,0.38,0.0,0.0,2.0,378.0,77.8,12.0,2.0,0.0,26.3,171.0,21.0,9.0,40.909090909090914
Federico-Bernardeschi,it ITA,Juventus,27-272,"MF,FW",1994,470.0,9.0,6.0,0.0,0.0,0.0,0.0,0.57,42.9,7.0,123.0,74.1,3.0,3.0,0.0,28.1,89.0,7.0,6.0,75.0
Daniel-Bessa,it ITA,Hellas Verona,28-305,"MF,FW",1993,215.0,6.0,2.0,1.0,0.42,1.0,0.42,0.42,50.0,2.0,107.0,82.3,3.0,0.0,0.0,29.5,44.0,4.0,3.0,60.0
Beto,gw GNB,Udinese,23-288,FW,1998,711.0,10.0,7.0,4.0,0.51,0.0,0.0,0.89,38.9,18.0,78.0,68.4,4.0,0.0,0.0,27.9,129.0,7.0,4.0,50.0
Luis-Binks,eng ENG,Bologna,20-074,"DF,MF",2001,150.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,91.8,4.0,4.0,0.0,36.4,11.0,4.0,0.0,0.0
Cristiano-Biraghi,it ITA,Fiorentina,29-075,DF,1992,1017.0,12.0,12.0,1.0,0.09,3.0,0.27,0.35,44.4,9.0,702.0,84.0,8.0,1.0,0.0,29.3,116.0,12.0,5.0,38.46153846153847
Davide-Biraschi,it ITA,Genoa,27-136,DF,1994,532.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,182.0,70.3,12.0,2.0,0.0,38.8,85.0,21.0,12.0,54.54545454545454
Jeremie-Boga,ci CIV,Sassuolo,24-316,"FW,MF",1997,566.0,8.0,7.0,0.0,0.0,4.0,0.64,0.8,41.7,12.0,178.0,80.2,3.0,0.0,0.0,24.5,53.0,5.0,2.0,33.33333333333333
Luka-Bogdan,hr CRO,Salernitana,25-234,"DF,MF",1996,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,50.0,2.0,0.0,0.0,30.0,10.0,3.0,3.0,75.0
Giacomo-Bonaventura,it ITA,Fiorentina,32-085,MF,1989,917.0,12.0,11.0,1.0,0.1,6.0,0.59,0.49,41.7,12.0,382.0,85.1,11.0,0.0,0.0,25.9,143.0,8.0,4.0,44.44444444444444
Federico-Bonazzoli,it ITA,Salernitana,24-178,FW,1997,619.0,11.0,6.0,2.0,0.29,0.0,0.0,0.58,23.5,17.0,100.0,70.4,2.0,0.0,0.0,22.2,90.0,9.0,5.0,50.0
Kevin-Bonifazi,it ITA,Bologna,25-180,DF,1996,522.0,7.0,6.0,0.0,0.0,1.0,0.17,0.0,0.0,5.0,223.0,82.9,3.0,2.0,0.0,24.0,50.0,5.0,2.0,33.33333333333333
Leonardo-Bonucci,it ITA,Juventus,34-198,DF,1987,900.0,10.0,10.0,1.0,0.1,1.0,0.1,0.0,0.0,6.0,520.0,87.5,22.0,10.0,0.0,50.0,46.0,7.0,3.0,37.5
Mehdi-Bourabia,ma MAR,Spezia,30-100,MF,1991,200.0,4.0,2.0,1.0,0.45,1.0,0.45,0.45,100.0,1.0,53.0,72.6,5.0,4.0,0.0,29.3,41.0,3.0,1.0,25.0
Edoardo-Bove,it ITA,Roma,19-183,MF,2002,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0
Josip-Brekalo,hr CRO,Torino,23-145,"FW,MF",1998,579.0,7.0,7.0,2.0,0.31,2.0,0.31,0.62,26.7,15.0,204.0,72.9,1.0,0.0,0.0,29.6,71.0,3.0,2.0,50.0
Gleison-Bremer,br BRA,Torino,24-242,DF,1997,973.0,11.0,11.0,1.0,0.09,2.0,0.18,0.37,50.0,8.0,421.0,86.3,47.0,7.0,0.0,41.8,201.0,21.0,11.0,50.0
Marcelo-Brozovic,hr CRO,Inter,28-364,MF,1992,981.0,12.0,12.0,0.0,0.0,6.0,0.55,0.37,44.4,9.0,694.0,91.6,14.0,6.0,0.0,26.7,202.0,19.0,12.0,60.0
Aleksander-Buksa,pl POL,Genoa,18-304,FW,2003,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.4,0.0,0.0,0.0,13.3,15.0,0.0,0.0,0.0
