Date,Country,Official,Player,Min,Gls,PK,CrdY,CrdR,OG
2010-01-18,Algeria,Jerome Damon,Nadir Belhadj,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-18,Algeria,Jerome Damon,Hameur Bouazza,66.0,0.0,0.0,0.0,0.0,0.0
2010-01-18,Algeria,Jerome Damon,   Mourad Meghni,24.0,0.0,0.0,0.0,0.0,0.0
2010-01-18,Algeria,Jerome Damon,Madjid Bougherra,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-18,Algeria,Jerome Damon,Faouzi Chaouchi,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-18,Algeria,Jerome Damon,Abdelkader Ghezzal,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-18,Algeria,Jerome Damon,Rafik Halliche,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-18,Algeria,Jerome Damon,Abdelkader Laifaoui,90.0,0.0,0.0,1.0,0.0,0.0
2010-01-18,Algeria,Jerome Damon,Yazid Mansouri,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-18,Algeria,Jerome Damon,Karim Matmour,88.0,0.0,0.0,1.0,0.0,0.0
2010-01-18,Algeria,Jerome Damon,   Djamel Abdoun,2.0,0.0,0.0,0.0,0.0,0.0
2010-01-18,Algeria,Jerome Damon,Hassan Yebda,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-18,Algeria,Jerome Damon,Karim Ziani,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Nabil Bentaleb,90.0,0.0,0.0,1.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Madjid Bougherra,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Sofiane Feghouli,90.0,1.0,1.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Faouzi Ghoulam,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Rafik Halliche,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Rais M'Bolhi,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Riyad Mahrez,70.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,   Mehdi Lacen,20.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Carl Medjani,83.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,   Nabil Ghilas,7.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Mehdi Mostefa,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Hillel Soudani,65.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,   Islam Slimani,25.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Saphir Taider,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Nabil Bentaleb,90.0,0.0,0.0,1.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Madjid Bougherra,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Sofiane Feghouli,90.0,1.0,1.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Faouzi Ghoulam,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Rafik Halliche,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Rais M'Bolhi,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Riyad Mahrez,70.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,   Mehdi Lacen,20.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Carl Medjani,83.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,   Nabil Ghilas,7.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Mehdi Mostefa,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Hillel Soudani,65.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,   Islam Slimani,25.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,Algeria,Marcos Quintero,Saphir Taider,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Nadir Belhadj,120.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Madjid Bougherra,120.0,1.0,0.0,1.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Faouzi Chaouchi,120.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Abdelkader Ghezzal,120.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Rafik Halliche,120.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Yazid Mansouri,120.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Karim Matmour,120.0,1.0,0.0,1.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Mourad Meghni,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,   Hameur Bouazza,30.0,1.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Antar Yahia,84.0,0.0,0.0,1.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,   Slimane Raho,36.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Hassan Yebda,120.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Karim Ziani,107.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,   Djamel Abdoun,13.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Nadir Belhadj,120.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Madjid Bougherra,120.0,1.0,0.0,1.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Faouzi Chaouchi,120.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Abdelkader Ghezzal,120.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Rafik Halliche,120.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Yazid Mansouri,120.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Karim Matmour,120.0,1.0,0.0,1.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Mourad Meghni,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,   Hameur Bouazza,30.0,1.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Antar Yahia,84.0,0.0,0.0,1.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,   Slimane Raho,36.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Hassan Yebda,120.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,Karim Ziani,107.0,0.0,0.0,0.0,0.0,0.0
2010-01-24,Algeria,Eddie Maillet,   Djamel Abdoun,13.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,Algeria,Coffi Codjia,Nadir Belhadj,69.0,0.0,0.0,0.0,1.0,0.0
2010-01-28,Algeria,Coffi Codjia,Madjid Bougherra,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,Algeria,Coffi Codjia,Faouzi Chaouchi,86.0,0.0,0.0,2.0,1.0,0.0
2010-01-28,Algeria,Coffi Codjia,Abdelkader Ghezzal,88.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,Algeria,Coffi Codjia,   Mohamed Lamine Zemmamouche,2.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,Algeria,Coffi Codjia,Rafik Halliche,37.0,0.0,0.0,2.0,1.0,0.0
2010-01-28,Algeria,Coffi Codjia,Yazid Mansouri,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,Algeria,Coffi Codjia,Karim Matmour,74.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,Algeria,Coffi Codjia,   Djamel Abdoun,16.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,Algeria,Coffi Codjia,Mourad Meghni,66.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,Algeria,Coffi Codjia,   Abdelkader Laifaoui,24.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,Algeria,Coffi Codjia,Antar Yahia,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,Algeria,Coffi Codjia,Hassan Yebda,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,Algeria,Coffi Codjia,Karim Ziani,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Nadir Belhadj,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Ryad Boudebouz,73.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,   Djamel Abdoun,17.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Madjid Bougherra,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Rafik Halliche,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Foued Kadir,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Mehdi Lacen,90.0,0.0,0.0,1.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Rais M'Bolhi,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Karim Matmour,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Antar Yahia,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Hassan Yebda,87.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,   Djamel Mesbah,3.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Karim Ziani,80.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,   Adlene Guedioura,10.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Nadir Belhadj,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Ryad Boudebouz,73.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,   Djamel Abdoun,17.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Madjid Bougherra,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Rafik Halliche,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Foued Kadir,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Mehdi Lacen,90.0,0.0,0.0,1.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Rais M'Bolhi,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Karim Matmour,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Antar Yahia,90.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Hassan Yebda,87.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,   Djamel Mesbah,3.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,Karim Ziani,80.0,0.0,0.0,0.0,0.0,0.0
2010-06-18,Algeria,Inconnu,   Adlene Guedioura,10.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Essaid Belkalem,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Sofiane Feghouli,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Faouzi Ghoulam,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Rafik Halliche,96.0,0.0,0.0,1.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,   Madjid Bougherra,24.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Mehdi Lacen,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Rais M'Bolhi,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Aissa Mandi,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Mehdi Mostefa,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Islam Slimani,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Hillel Soudani,99.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,   Abdelmoumene Djabou,21.0,1.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Saphir Taider,77.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,   Yacine Brahimi,43.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Essaid Belkalem,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Sofiane Feghouli,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Faouzi Ghoulam,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Rafik Halliche,96.0,0.0,0.0,1.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,   Madjid Bougherra,24.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Mehdi Lacen,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Rais M'Bolhi,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Aissa Mandi,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Mehdi Mostefa,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Islam Slimani,120.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Hillel Soudani,99.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,   Abdelmoumene Djabou,21.0,1.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,Saphir Taider,77.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,Algeria,Sandro Ricci,   Yacine Brahimi,43.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,Baghdad Bounedjah,81.0,0.0,0.0,1.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,   Lamine Abid,9.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,Sofiane Hanni,32.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,   Mokhtar Benmoussa,58.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,Riyad Mahrez,67.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,   Farid El Melali,23.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,Hillel Soudani,90.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,Carl Medjani,62.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,   Islam Slimani,28.0,0.0,0.0,1.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,Salim Boukhanchouche,90.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,Zinedine Ferhat,90.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,Farouk Chafai,90.0,1.0,0.0,1.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,Ramy Bensebaini,90.0,0.0,0.0,0.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,Aissa Mandi,90.0,0.0,0.0,1.0,0.0,0.0
2018-03-27,Algeria,Julian Weinberger,Faouzi Chaouchi,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Nabil Bentaleb,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Madjid Bougherra,88.0,0.0,0.0,1.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,   Essaid Belkalem,2.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Yacine Brahimi,76.0,1.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,   Mehdi Lacen,14.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Abdelmoumene Djabou,72.0,1.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,   Nabil Ghilas,18.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Sofiane Feghouli,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Rafik Halliche,90.0,1.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Rais M'Bolhi,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Aissa Mandi,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Carl Medjani,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Djamel Mesbah,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Islam Slimani,90.0,1.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Nabil Bentaleb,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Madjid Bougherra,88.0,0.0,0.0,1.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,   Essaid Belkalem,2.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Yacine Brahimi,76.0,1.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,   Mehdi Lacen,14.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Abdelmoumene Djabou,72.0,1.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,   Nabil Ghilas,18.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Sofiane Feghouli,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Rafik Halliche,90.0,1.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Rais M'Bolhi,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Aissa Mandi,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Carl Medjani,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Djamel Mesbah,90.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,Algeria,Wilmar Roldan,Islam Slimani,90.0,1.0,0.0,0.0,0.0,0.0
2010-01-11,Algeria,Badara Diatta,Nadir Belhadj,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,Algeria,Badara Diatta,Madjid Bougherra,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,Algeria,Badara Diatta,Faouzi Chaouchi,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,Algeria,Badara Diatta,Abdelkader Ghezzal,78.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,Algeria,Badara Diatta,   Hameur Bouazza,12.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,Algeria,Badara Diatta,Rafik Halliche,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,Algeria,Badara Diatta,Yazid Mansouri,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,Algeria,Badara Diatta,Karim Matmour,60.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,Algeria,Badara Diatta,   Yacine Bezzaz,30.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,Algeria,Badara Diatta,Rafik Saifi,62.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,Algeria,Badara Diatta,   Abdelmalek Ziaya,28.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,Algeria,Badara Diatta,Hassan Yebda,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,Algeria,Badara Diatta,Samir Zaoui,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,Algeria,Badara Diatta,Karim Ziani,90.0,0.0,0.0,1.0,0.0,0.0
2010-01-14,Algeria,Muhmed Ssegonga,Nadir Belhadj,90.0,0.0,0.0,1.0,0.0,0.0
2010-01-14,Algeria,Muhmed Ssegonga,Yacine Bezzaz,69.0,0.0,0.0,0.0,0.0,0.0
2010-01-14,Algeria,Muhmed Ssegonga,   Hameur Bouazza,21.0,0.0,0.0,0.0,0.0,0.0
2010-01-14,Algeria,Muhmed Ssegonga,Madjid Bougherra,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-14,Algeria,Muhmed Ssegonga,Faouzi Chaouchi,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-14,Algeria,Muhmed Ssegonga,Abdelkader Ghezzal,79.0,0.0,0.0,0.0,0.0,0.0
2010-01-14,Algeria,Muhmed Ssegonga,   Rafik Saifi,11.0,0.0,0.0,0.0,0.0,0.0
2010-01-14,Algeria,Muhmed Ssegonga,Rafik Halliche,90.0,1.0,0.0,0.0,0.0,0.0
2010-01-14,Algeria,Muhmed Ssegonga,Abdelkader Laifaoui,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-14,Algeria,Muhmed Ssegonga,Yazid Mansouri,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-14,Algeria,Muhmed Ssegonga,Karim Matmour,89.0,0.0,0.0,0.0,0.0,0.0
2010-01-14,Algeria,Muhmed Ssegonga,   Abdelmalek Ziaya,1.0,0.0,0.0,0.0,0.0,0.0
2010-01-14,Algeria,Muhmed Ssegonga,Hassan Yebda,90.0,0.0,0.0,1.0,0.0,0.0
2010-01-14,Algeria,Muhmed Ssegonga,Karim Ziani,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Reda Babouche,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Hameur Bouazza,57.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,   Djamel Abdoun,33.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Madjid Bougherra,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Abdelkader Ghezzal,84.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,   Rafik Saifi,6.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Mohamed Lamine Zemmamouche,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Yazid Mansouri,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Mourad Meghni,58.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,   Abdelmalek Ziaya,32.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Slimane Raho,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Hassan Yebda,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Samir Zaoui,90.0,0.0,0.0,1.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Karim Ziani,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Reda Babouche,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Hameur Bouazza,57.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,   Djamel Abdoun,33.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Madjid Bougherra,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Abdelkader Ghezzal,84.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,   Rafik Saifi,6.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Mohamed Lamine Zemmamouche,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Yazid Mansouri,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Mourad Meghni,58.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,   Abdelmalek Ziaya,32.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Slimane Raho,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Hassan Yebda,90.0,0.0,0.0,0.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Samir Zaoui,90.0,0.0,0.0,1.0,0.0,0.0
2010-01-30,Algeria,Badara Diatta,Karim Ziani,90.0,0.0,0.0,0.0,0.0,0.0
2016-11-12,Algeria,Inconnu,Hicham Belkaroui,90.0,0.0,0.0,0.0,0.0,0.0
2016-11-12,Algeria,Inconnu,Nabil Bentaleb,90.0,1.0,0.0,1.0,0.0,0.0
2016-11-12,Algeria,Inconnu,Yacine Brahimi,90.0,0.0,0.0,0.0,0.0,0.0
2016-11-12,Algeria,Inconnu,Faouzi Ghoulam,90.0,0.0,0.0,0.0,0.0,0.0
2016-11-12,Algeria,Inconnu,Mohamed Khoutir Ziti,79.0,0.0,0.0,0.0,0.0,0.0
2016-11-12,Algeria,Inconnu,   Sofiane Feghouli,11.0,0.0,0.0,0.0,0.0,0.0
2016-11-12,Algeria,Inconnu,Rais M'Bolhi,90.0,0.0,0.0,0.0,0.0,0.0
2016-11-12,Algeria,Inconnu,Riyad Mahrez,90.0,0.0,0.0,0.0,0.0,0.0
2016-11-12,Algeria,Inconnu,Aissa Mandi,90.0,0.0,0.0,1.0,0.0,0.0
2016-11-12,Algeria,Inconnu,Carl Medjani,70.0,0.0,0.0,0.0,0.0,0.0
2016-11-12,Algeria,Inconnu,   Mehdi Abeid,20.0,0.0,0.0,0.0,0.0,0.0
2016-11-12,Algeria,Inconnu,Islam Slimani,90.0,0.0,0.0,0.0,0.0,0.0
2016-11-12,Algeria,Inconnu,Saphir Taider,85.0,0.0,0.0,0.0,0.0,0.0
2016-11-12,Algeria,Inconnu,   Baghdad Bounedjah,5.0,0.0,0.0,0.0,0.0,0.0
2017-11-10,Algeria,Inconnu,Ismael Bennacer,75.0,0.0,0.0,0.0,0.0,0.0
2017-11-10,Algeria,Inconnu,   Baghdad Bounedjah,15.0,0.0,0.0,1.0,0.0,0.0
2017-11-10,Algeria,Inconnu,Yacine Brahimi,90.0,1.0,1.0,1.0,0.0,0.0
